OBJECTID,National Risk Index ID,State Name,State Name Abbreviation,State FIPS Code,County Name,County Type,County FIPS Code,State-County FIPS Code,Census Tract,Census Tract FIPS Code,Population (2020),Building Value ($),Agriculture Value ($),Area (sq mi),Ice Storm - Number of Events,Ice Storm - Annualized Frequency,Ice Storm - Exposure - Impacted Area (sq mi),Ice Storm - Exposure - Building Value,Ice Storm - Exposure - Population,Ice Storm - Exposure - Population Equivalence,Ice Storm - Exposure - Total,Ice Storm - Historic Loss Ratio - Buildings,Ice Storm - Historic Loss Ratio - Population,Ice Storm - Historic Loss Ratio - Total Rating,Ice Storm - Expected Annual Loss - Building Value,Ice Storm - Expected Annual Loss - Population,Ice Storm - Expected Annual Loss - Population Equivalence,Ice Storm - Expected Annual Loss - Total,Ice Storm - Expected Annual Loss Score,Ice Storm - Expected Annual Loss Rating,Ice Storm - Expected Annual Loss Rate - Building,Ice Storm - Expected Annual Loss Rate - Population,Ice Storm - Expected Annual Loss Rate - National Percentile,Ice Storm - Hazard Type Risk Index Value,Ice Storm - Hazard Type Risk Index Score,Ice Storm - Hazard Type Risk Index Rating,National Risk Index Version
24328,T15003010507,Hawaii,HI,15,Honolulu,County,003,15003,010507,15003010507,5510,"812,448,365.00",0.00,0.49,0.00,0.01,0.49,"812,448,365.00","5,510.00","75,487,000,000.00","76,299,448,365.00",0.00,0.00,Very Low,732.24,0.00,375.91,"1,108.14",15.06,Very Low,0.00,0.00,28.79,"1,823.93",22.57,Very Low,December 2025
24329,T15003010508,Hawaii,HI,15,Honolulu,County,003,15003,010508,15003010508,2748,"456,099,495.00",0.00,0.68,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24330,T15003010509,Hawaii,HI,15,Honolulu,County,003,15003,010509,15003010509,2087,"200,322,642.00",0.00,0.16,0.00,0.01,0.16,"200,322,642.00","2,087.00","28,591,900,000.00","28,792,222,642.00",0.00,0.00,Very Low,180.54,0.00,142.38,322.93,3.61,Very Low,0.00,0.00,26.47,327.89,3.28,Very Low,December 2025
24331,T15003010510,Hawaii,HI,15,Honolulu,County,003,15003,010510,15003010510,3273,"408,651,530.00",0.00,0.47,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24332,T15003010601,Hawaii,HI,15,Honolulu,County,003,15003,010601,15003010601,3921,"400,309,879.00",0.00,0.50,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24333,T15003010602,Hawaii,HI,15,Honolulu,County,003,15003,010602,15003010602,5986,"1,042,191,403.00",0.00,0.78,0.00,0.01,0.78,"1,042,191,403.00","5,986.00","82,008,200,000.00","83,050,391,403.00",0.00,0.00,Very Low,939.30,0.00,408.38,"1,347.68",18.83,Very Low,0.00,0.00,29.74,"1,383.50",16.85,Very Low,December 2025
24334,T15003010701,Hawaii,HI,15,Honolulu,County,003,15003,010701,15003010701,4151,"747,242,871.00",0.00,1.89,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24335,T15003010702,Hawaii,HI,15,Honolulu,County,003,15003,010702,15003010702,3832,"495,633,895.00",0.00,1.62,0.00,0.01,1.62,"495,633,895.00","3,832.00","52,498,400,000.00","52,994,033,895.00",0.00,0.00,Very Low,446.70,0.00,261.43,708.13,8.62,Very Low,0.00,0.00,28.25,665.73,6.96,Very Low,December 2025
24336,T15003010901,Hawaii,HI,15,Honolulu,County,003,15003,010901,15003010901,3256,"624,903,574.00",0.00,1.27,0.00,0.01,1.27,"624,903,574.00","3,256.00","44,607,200,000.00","45,232,103,574.00",0.00,0.00,Very Low,563.21,0.00,222.13,785.34,9.85,Very Low,0.00,0.00,30.40,917.18,10.24,Very Low,December 2025
24337,T15003010903,Hawaii,HI,15,Honolulu,County,003,15003,010903,15003010903,4157,"561,742,335.00",0.00,0.32,0.00,0.01,0.32,"561,742,335.00","4,157.00","56,950,900,000.00","57,512,642,335.00",0.00,0.00,Very Low,506.28,0.00,283.60,789.89,9.93,Very Low,0.00,0.00,28.44,908.38,10.11,Very Low,December 2025
24338,T15003010904,Hawaii,HI,15,Honolulu,County,003,15003,010904,15003010904,3803,"522,436,861.00",0.00,0.38,0.00,0.01,0.38,"522,436,861.00","3,803.00","52,101,100,000.00","52,623,536,861.00",0.00,0.00,Very Low,470.86,0.00,259.45,730.31,8.98,Very Low,0.00,0.00,28.56,749.39,7.99,Very Low,December 2025
24339,T15003010905,Hawaii,HI,15,Honolulu,County,003,15003,010905,15003010905,2630,"482,564,582.00",0.00,0.21,0.00,0.01,0.21,"482,564,582.00","2,630.00","36,031,000,000.00","36,513,564,582.00",0.00,0.00,Very Low,434.92,0.00,179.43,614.35,7.29,Very Low,0.00,0.00,29.93,549.70,5.53,Very Low,December 2025
24340,T15003011000,Hawaii,HI,15,Honolulu,County,003,15003,011000,15003011000,3697,"1,248,635,272.00","246,613.00",9.64,0.00,0.01,9.64,"1,248,635,272.00","3,697.00","50,648,900,000.00","51,897,535,272.00",0.00,0.00,Very Low,"1,125.36",0.00,252.22,"1,377.58",19.28,Very Low,0.00,0.00,33.14,"1,273.31",15.29,Very Low,December 2025
24341,T15003011103,Hawaii,HI,15,Honolulu,County,003,15003,011103,15003011103,4212,"634,573,806.00","6,967.00",1.27,0.00,0.01,1.27,"634,573,806.00","4,212.00","57,704,400,000.00","58,338,973,806.00",0.00,0.00,Very Low,571.92,0.00,287.36,859.28,11.05,Very Low,0.00,0.00,29.11,675.65,7.08,Very Low,December 2025
24342,T15003011104,Hawaii,HI,15,Honolulu,County,003,15003,011104,15003011104,5089,"821,584,108.00",0.00,0.78,0.00,0.01,0.78,"821,584,108.00","5,089.00","69,719,300,000.00","70,540,884,108.00",0.00,0.00,Very Low,740.47,0.00,347.19,"1,087.66",14.75,Very Low,0.00,0.00,29.34,"1,001.98",11.39,Very Low,December 2025
24343,T15003011105,Hawaii,HI,15,Honolulu,County,003,15003,011105,15003011105,3664,"807,118,123.00",0.00,0.43,0.00,0.01,0.43,"807,118,123.00","3,664.00","50,196,800,000.00","51,003,918,123.00",0.00,0.00,Very Low,727.43,0.00,249.97,977.40,12.97,Very Low,0.00,0.00,30.95,"1,035.56",11.85,Very Low,December 2025
24344,T15003011106,Hawaii,HI,15,Honolulu,County,003,15003,011106,15003011106,6143,"932,908,401.00",0.00,1.52,0.00,0.01,1.52,"932,908,401.00","6,143.00","84,159,100,000.00","85,092,008,401.00",0.00,0.00,Very Low,840.80,0.00,419.09,"1,259.90",17.54,Very Low,0.00,0.00,29.14,"1,164.19",13.67,Very Low,December 2025
24345,T15003011201,Hawaii,HI,15,Honolulu,County,003,15003,011201,15003011201,4611,"1,091,818,077.00",0.00,1.44,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24346,T15003011202,Hawaii,HI,15,Honolulu,County,003,15003,011202,15003011202,1676,"443,954,013.00",0.00,1.88,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24347,T15003011300,Hawaii,HI,15,Honolulu,County,003,15003,011300,15003011300,6057,"652,943,814.00","8,790,204.00",5.91,0.00,0.01,5.91,"652,943,814.00","6,057.00","82,980,900,000.00","83,633,843,814.00",0.00,0.00,Very Low,588.48,0.00,413.23,"1,001.71",13.39,Very Low,0.00,0.00,27.33,"1,251.59",14.95,Very Low,December 2025
24348,T15003011401,Hawaii,HI,15,Honolulu,County,003,15003,011401,15003011401,1759,"228,550,283.00","157,507.00",1.11,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24349,T15003011500,Hawaii,HI,15,Honolulu,County,003,15003,011500,15003011500,11046,"1,876,411,652.00",0.00,1.71,0.00,0.01,1.71,"1,876,411,652.00","11,046.00","151,330,200,000.00","153,206,611,652.00",0.00,0.00,Very Low,"1,691.16",0.00,753.59,"2,444.75",32.19,Relatively Low,0.00,0.00,29.59,"2,590.81",30.89,Very Low,December 2025
24350,T15003011600,Hawaii,HI,15,Honolulu,County,003,15003,011600,15003011600,2023,"553,053,008.00",0.00,2.36,0.00,0.01,2.36,"553,053,008.00","2,023.00","27,715,100,000.00","28,268,153,008.00",0.00,0.00,Very Low,498.45,0.00,138.02,636.47,7.59,Very Low,0.00,0.00,32.09,500.46,4.99,Very Low,December 2025
24351,T15003940003,Hawaii,HI,15,Honolulu,County,003,15003,940003,15003940003,2509,"277,585,551.00",0.00,0.58,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24352,T15003940004,Hawaii,HI,15,Honolulu,County,003,15003,940004,15003940004,2330,"255,410,776.00","2,377,859.00",4.29,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24353,T15003940005,Hawaii,HI,15,Honolulu,County,003,15003,940005,15003940005,2367,"288,930,926.00",0.00,6.01,0.00,0.01,6.01,"288,930,926.00","2,367.00","32,427,900,000.00","32,716,830,926.00",0.00,0.00,Very Low,260.41,0.00,161.48,421.89,4.70,Very Low,0.00,0.00,27.82,517.42,5.18,Very Low,December 2025
24354,T15003940006,Hawaii,HI,15,Honolulu,County,003,15003,940006,15003940006,2446,"242,175,842.00",0.00,1.51,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24355,T15003940007,Hawaii,HI,15,Honolulu,County,003,15003,940007,15003940007,2059,"199,916,083.00",0.00,0.80,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24356,T15003980000,Hawaii,HI,15,Honolulu,County,003,15003,980000,15003980000,0,"10,424,045.00",0.00,2.84,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24357,T15003980200,Hawaii,HI,15,Honolulu,County,003,15003,980200,15003980200,304,"894,286,015.00",0.00,4.85,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24358,T15003980300,Hawaii,HI,15,Honolulu,County,003,15003,980300,15003980300,16,"1,111,221,711.00",0.00,3.24,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24359,T15003980600,Hawaii,HI,15,Honolulu,County,003,15003,980600,15003980600,9,"30,997,716.00","13,045.00",11.79,0.00,0.01,11.79,"30,997,716.00",9.00,"123,300,000.00","154,297,716.00",0.00,0.00,Relatively Low,27.94,0.00,0.61,28.55,0.52,Very Low,0.00,0.00,37.66,22.45,0.35,Very Low,December 2025
24360,T15003980700,Hawaii,HI,15,Honolulu,County,003,15003,980700,15003980700,0,"46,410,903.00",0.00,8.14,0.00,0.01,8.14,"46,410,903.00",0.00,0.00,"46,410,903.00",0.00,0.00,Relatively Moderate,41.83,0.00,0.00,41.83,0.97,Very Low,0.00,0.00,37.55,23.24,0.37,Very Low,December 2025
24361,T15003980800,Hawaii,HI,15,Honolulu,County,003,15003,980800,15003980800,3,"12,004,622.00",12.00,0.76,0.00,0.01,0.76,"12,004,622.00",3.00,"41,100,000.00","53,104,622.00",0.00,0.00,Relatively Low,10.82,0.00,0.20,11.02,0.16,Very Low,0.00,0.00,37.11,6.13,0.12,Very Low,December 2025
24362,T15003981000,Hawaii,HI,15,Honolulu,County,003,15003,981000,15003981000,30,"3,248,942.00",0.00,1.38,0.00,0.01,1.38,"3,248,942.00",30.00,"411,000,000.00","414,248,942.00",0.00,0.00,Very Low,2.93,0.00,2.05,4.97,0.10,Very Low,0.00,0.00,27.09,4.33,0.10,Very Low,December 2025
24363,T15003981100,Hawaii,HI,15,Honolulu,County,003,15003,981100,15003981100,167,"17,179,487.00",0.00,2.32,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24364,T15003981300,Hawaii,HI,15,Honolulu,County,003,15003,981300,15003981300,252,"1,327,803,901.00",0.00,0.74,0.00,0.01,0.74,"1,327,803,901.00",252.00,"3,452,400,000.00","4,780,203,901.00",0.00,0.00,Relatively Low,"1,196.71",0.00,17.19,"1,213.90",16.77,Very Low,0.00,0.00,37.26,"1,112.16",12.93,Very Low,December 2025
24365,T15003981400,Hawaii,HI,15,Honolulu,County,003,15003,981400,15003981400,83,"1,264,240,457.00",0.00,2.39,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24366,T15003981700,Hawaii,HI,15,Honolulu,County,003,15003,981700,15003981700,2841,"442,510,945.00",0.00,2.99,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24367,T15003981801,Hawaii,HI,15,Honolulu,County,003,15003,981801,15003981801,2394,"323,306,822.00",0.00,0.35,0.00,0.01,0.35,"323,306,822.00","2,394.00","32,797,800,000.00","33,121,106,822.00",0.00,0.00,Very Low,291.39,0.00,163.33,454.71,5.11,Very Low,0.00,0.00,28.86,357.54,3.57,Very Low,December 2025
24368,T15003981802,Hawaii,HI,15,Honolulu,County,003,15003,981802,15003981802,948,"118,062,438.00",0.00,1.38,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24369,T15003981803,Hawaii,HI,15,Honolulu,County,003,15003,981803,15003981803,3292,"187,794,487.00",0.00,1.57,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24370,T15003981900,Hawaii,HI,15,Honolulu,County,003,15003,981900,15003981900,349,"264,929,498.00",0.00,4.48,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24371,T15003982000,Hawaii,HI,15,Honolulu,County,003,15003,982000,15003982000,1060,"160,163,621.00",0.00,1.64,0.00,0.01,1.64,"160,163,621.00","1,060.00","14,522,000,000.00","14,682,163,621.00",0.00,0.00,Very Low,144.35,0.00,72.32,216.67,2.68,Very Low,0.00,0.00,29.36,170.37,2.16,Very Low,December 2025
24372,T15003982100,Hawaii,HI,15,Honolulu,County,003,15003,982100,15003982100,1,"10,456,220.00",0.00,0.02,0.00,0.01,0.02,"10,456,220.00",1.00,"13,700,000.00","24,156,220.00",0.00,0.00,Relatively Moderate,9.42,0.00,0.07,9.49,0.13,Very Low,0.00,0.00,37.37,5.27,0.10,Very Low,December 2025
24373,T15003982200,Hawaii,HI,15,Honolulu,County,003,15003,982200,15003982200,31,"53,581,751.00",0.00,5.57,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24374,T15005031900,Hawaii,HI,15,Kalawao,County,005,15005,031900,15005031900,82,"92,527,450.00",0.00,17.62,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24375,T15007040104,Hawaii,HI,15,Kauai,County,007,15007,040104,15007040104,1552,"511,976,797.00","1,001,368.00",84.76,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24376,T15007040105,Hawaii,HI,15,Kauai,County,007,15007,040105,15007040105,4393,"849,898,727.00","5,241,446.00",46.30,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24377,T15007040106,Hawaii,HI,15,Kauai,County,007,15007,040106,15007040106,2157,"1,048,497,526.00","99,082.00",3.72,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24378,T15007040204,Hawaii,HI,15,Kauai,County,007,15007,040204,15007040204,5735,"733,821,078.00","656,256.00",8.05,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24379,T15007040205,Hawaii,HI,15,Kauai,County,007,15007,040205,15007040205,4069,"959,825,143.00","801,158.00",6.65,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24380,T15007040301,Hawaii,HI,15,Kauai,County,007,15007,040301,15007040301,6843,"620,986,635.00","215,977.00",2.35,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24381,T15007040302,Hawaii,HI,15,Kauai,County,007,15007,040302,15007040302,2127,"830,371,144.00","41,058.00",2.19,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24382,T15007040401,Hawaii,HI,15,Kauai,County,007,15007,040401,15007040401,7245,"1,151,337,319.00","8,173,674.00",80.87,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24383,T15007040402,Hawaii,HI,15,Kauai,County,007,15007,040402,15007040402,3158,"978,868,884.00","127,202.00",2.45,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24384,T15007040500,Hawaii,HI,15,Kauai,County,007,15007,040500,15007040500,6455,"2,510,430,345.00","755,243.00",7.71,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24385,T15007040603,Hawaii,HI,15,Kauai,County,007,15007,040603,15007040603,2936,"1,576,187,641.00","1,893,802.00",18.84,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24386,T15007040604,Hawaii,HI,15,Kauai,County,007,15007,040604,15007040604,3538,"713,275,412.00","1,412,889.00",9.40,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24387,T15007040701,Hawaii,HI,15,Kauai,County,007,15007,040701,15007040701,2704,"367,747,891.00","950,643.00",24.95,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24388,T15007040702,Hawaii,HI,15,Kauai,County,007,15007,040702,15007040702,6315,"1,022,446,815.00","12,126,151.00",13.52,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24389,T15007040800,Hawaii,HI,15,Kauai,County,007,15007,040800,15007040800,3734,"544,582,053.00","23,135,346.00",124.95,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24390,T15007040900,Hawaii,HI,15,Kauai,County,007,15007,040900,15007040900,5959,"1,372,812,023.00","13,569,584.00",97.96,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24391,T15007041200,Hawaii,HI,15,Kauai,County,007,15007,041200,15007041200,84,0.00,"4,592,613.00",85.65,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24392,T15007940000,Hawaii,HI,15,Kauai,County,007,15007,940000,15007940000,4132,"527,524,564.00","3,771,240.00",58.87,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24393,T15009030100,Hawaii,HI,15,Maui,County,009,15009,030100,15009030100,2703,"466,380,238.00","2,381,177.00",226.46,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24394,T15009030201,Hawaii,HI,15,Maui,County,009,15009,030201,15009030201,2764,"329,815,278.00","667,304.00",47.67,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24395,T15009030203,Hawaii,HI,15,Maui,County,009,15009,030203,15009030203,4334,"592,043,828.00","486,412.00",6.22,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24396,T15009030204,Hawaii,HI,15,Maui,County,009,15009,030204,15009030204,3558,"472,816,159.00","909,016.00",10.79,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24397,T15009030304,Hawaii,HI,15,Maui,County,009,15009,030304,15009030304,3269,"544,776,094.00","9,086,912.00",43.13,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24398,T15009030305,Hawaii,HI,15,Maui,County,009,15009,030305,15009030305,5810,"1,122,465,179.00","4,002,503.00",126.07,0.00,0.01,124.86,"1,122,465,179.00","5,810.00","79,597,000,000.00","80,719,465,179.00",0.00,0.00,Very Low,"1,011.65",0.00,396.38,"1,408.02",19.73,Very Low,0.00,0.00,30.37,"1,656.71",20.51,Very Low,December 2025
24399,T15009030306,Hawaii,HI,15,Maui,County,009,15009,030306,15009030306,2243,"348,754,835.00","259,989.00",9.55,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24400,T15009030307,Hawaii,HI,15,Maui,County,009,15009,030307,15009030307,1542,"2,323,474,746.00",0.00,15.42,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24401,T15009030403,Hawaii,HI,15,Maui,County,009,15009,030403,15009030403,3522,"506,522,626.00","423,596.00",7.40,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24402,T15009030404,Hawaii,HI,15,Maui,County,009,15009,030404,15009030404,5562,"711,351,900.00","6,564,378.00",10.69,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24403,T15009030405,Hawaii,HI,15,Maui,County,009,15009,030405,15009030405,1850,"283,023,721.00","7,726,415.00",15.33,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24404,T15009030406,Hawaii,HI,15,Maui,County,009,15009,030406,15009030406,7490,"1,239,896,704.00","26,733.00",2.68,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24405,T15009030501,Hawaii,HI,15,Maui,County,009,15009,030501,15009030501,2493,"428,282,442.00","7,598,054.00",9.77,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24406,T15009030705,Hawaii,HI,15,Maui,County,009,15009,030705,15009030705,4566,"707,204,092.00","16,774,544.00",19.73,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24407,T15009030706,Hawaii,HI,15,Maui,County,009,15009,030706,15009030706,2472,"398,158,286.00",0.00,1.00,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24408,T15009030708,Hawaii,HI,15,Maui,County,009,15009,030708,15009030708,3157,"599,808,331.00",4.00,1.81,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24409,T15009030709,Hawaii,HI,15,Maui,County,009,15009,030709,15009030709,3416,"992,511,725.00",0.00,1.41,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24410,T15009030710,Hawaii,HI,15,Maui,County,009,15009,030710,15009030710,2403,"701,673,844.00",0.00,0.88,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24411,T15009030711,Hawaii,HI,15,Maui,County,009,15009,030711,15009030711,2438,"379,884,682.00",0.00,0.30,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24412,T15009030712,Hawaii,HI,15,Maui,County,009,15009,030712,15009030712,1990,"278,907,113.00",0.00,0.23,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24413,T15009030713,Hawaii,HI,15,Maui,County,009,15009,030713,15009030713,3366,"770,056,440.00",0.00,1.56,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24414,T15009030800,Hawaii,HI,15,Maui,County,009,15009,030800,15009030800,7413,"1,008,121,501.00","4,651,378.00",59.82,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24415,T15009030901,Hawaii,HI,15,Maui,County,009,15009,030901,15009030901,2830,"653,042,159.00",0.00,0.40,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24416,T15009030902,Hawaii,HI,15,Maui,County,009,15009,030902,15009030902,3428,"856,207,730.00",0.00,0.63,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24417,T15009030903,Hawaii,HI,15,Maui,County,009,15009,030903,15009030903,6505,"572,441,501.00","117,503.00",1.33,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24418,T15009031001,Hawaii,HI,15,Maui,County,009,15009,031001,15009031001,6473,"1,005,927,974.00","102,988.00",2.87,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24419,T15009031002,Hawaii,HI,15,Maui,County,009,15009,031002,15009031002,4162,"1,358,023,088.00",0.00,1.01,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24420,T15009031102,Hawaii,HI,15,Maui,County,009,15009,031102,15009031102,5865,"560,187,909.00",0.00,0.54,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24421,T15009031104,Hawaii,HI,15,Maui,County,009,15009,031104,15009031104,2144,"247,139,666.00",0.00,0.66,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24422,T15009031105,Hawaii,HI,15,Maui,County,009,15009,031105,15009031105,6446,"599,245,023.00",0.00,0.62,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24423,T15009031106,Hawaii,HI,15,Maui,County,009,15009,031106,15009031106,6002,"864,669,710.00",0.00,0.96,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24424,T15009031107,Hawaii,HI,15,Maui,County,009,15009,031107,15009031107,2079,"396,195,316.00",0.00,1.69,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24425,T15009031402,Hawaii,HI,15,Maui,County,009,15009,031402,15009031402,3208,"555,539,298.00","272,858.00",9.85,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24426,T15009031404,Hawaii,HI,15,Maui,County,009,15009,031404,15009031404,3195,"951,067,632.00",0.00,1.32,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24427,T15009031405,Hawaii,HI,15,Maui,County,009,15009,031405,15009031405,6280,"634,180,511.00","150,450.00",6.71,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24428,T15009031501,Hawaii,HI,15,Maui,County,009,15009,031501,15009031501,2367,"759,605,258.00","23,093.00",2.52,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24429,T15009031503,Hawaii,HI,15,Maui,County,009,15009,031503,15009031503,2544,"2,495,691,775.00","2,109,836.00",16.37,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24430,T15009031504,Hawaii,HI,15,Maui,County,009,15009,031504,15009031504,1202,"369,341,552.00","886,801.00",34.87,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24431,T15009031505,Hawaii,HI,15,Maui,County,009,15009,031505,15009031505,3541,"1,053,822,377.00","519,000.00",5.94,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24432,T15009031601,Hawaii,HI,15,Maui,County,009,15009,031601,15009031601,3367,"629,195,610.00","356,469.00",165.63,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24433,T15009031700,Hawaii,HI,15,Maui,County,009,15009,031700,15009031700,4419,"789,146,168.00","441,390.00",145.74,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24434,T15009031801,Hawaii,HI,15,Maui,County,009,15009,031801,15009031801,2845,"527,546,626.00","8,383,209.00",150.15,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
24435,T15009031900,Hawaii,HI,15,Maui,County,009,15009,031900,15009031900,6257,"2,905,010,347.00","22,935,686.00",29.15,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,December 2025
