OBJECTID,National Risk Index ID,State Name,State Name Abbreviation,State FIPS Code,County Name,County Type,County FIPS Code,State-County FIPS Code,Census Tract,Census Tract FIPS Code,Population (2020),Building Value ($),Agriculture Value ($),Area (sq mi),Cold Wave - Number of Events,Cold Wave - Annualized Frequency,Cold Wave - Exposure - Impacted Area (sq mi),Cold Wave - Exposure - Building Value,Cold Wave - Exposure - Population,Cold Wave - Exposure - Population Equivalence,Cold Wave - Exposure - Agriculture Value,Cold Wave - Exposure - Total,Cold Wave - Historic Loss Ratio - Buildings,Cold Wave - Historic Loss Ratio - Population,Cold Wave - Historic Loss Ratio - Agriculture,Cold Wave - Historic Loss Ratio - Total Rating,Cold Wave - Expected Annual Loss - Building Value,Cold Wave - Expected Annual Loss - Population,Cold Wave - Expected Annual Loss - Population Equivalence,Cold Wave - Expected Annual Loss - Agriculture Value,Cold Wave - Expected Annual Loss - Total,Cold Wave - Expected Annual Loss Score,Cold Wave - Expected Annual Loss Rating,Cold Wave - Expected Annual Loss Rate - Building,Cold Wave - Expected Annual Loss Rate - Population,Cold Wave - Expected Annual Loss Rate - Agriculture,Cold Wave - Expected Annual Loss Rate - National Percentile,Cold Wave - Hazard Type Risk Index Value,Cold Wave - Hazard Type Risk Index Score,Cold Wave - Hazard Type Risk Index Rating,National Risk Index Version
24051,T15003000116,Hawaii,HI,15,Honolulu,County,003,15003,000116,15003000116,2500,"332,294,641.00",0.00,0.47,0.00,0.00,0.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.000000,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.000000,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24052,T15003000117,Hawaii,HI,15,Honolulu,County,003,15003,000117,15003000117,1464,"210,911,397.00",0.00,0.34,0.00,0.00,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.000000,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.000000,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24053,T15003000118,Hawaii,HI,15,Honolulu,County,003,15003,000118,15003000118,1771,"285,011,674.00","112,491.00",1.07,0.00,0.00,1.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.000000,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.000000,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24054,T15003000119,Hawaii,HI,15,Honolulu,County,003,15003,000119,15003000119,2195,"319,953,943.00",0.00,0.29,0.00,0.00,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.000000,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.000000,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24055,T15003000120,Hawaii,HI,15,Honolulu,County,003,15003,000120,15003000120,2624,"504,925,697.00",0.00,0.87,0.00,0.00,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.000000,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.000000,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24056,T15003000121,Hawaii,HI,15,Honolulu,County,003,15003,000121,15003000121,2774,"491,381,281.00",0.00,0.32,0.00,0.00,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.000000,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.000000,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24057,T15003000122,Hawaii,HI,15,Honolulu,County,003,15003,000122,15003000122,3112,"474,000,379.00","127,332.00",0.46,0.00,0.00,0.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.000000,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.000000,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24058,T15003000200,Hawaii,HI,15,Honolulu,County,003,15003,000200,15003000200,5745,"1,095,076,869.00",0.00,4.18,0.00,0.00,3.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.000000,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.000000,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24059,T15003000301,Hawaii,HI,15,Honolulu,County,003,15003,000301,15003000301,3608,"1,051,686,629.00",0.00,3.34,0.00,0.00,3.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.000000,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.000000,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24060,T15003000302,Hawaii,HI,15,Honolulu,County,003,15003,000302,15003000302,2702,"632,621,262.00",0.00,0.93,0.00,0.00,0.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.000000,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.000000,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24061,T15003000401,Hawaii,HI,15,Honolulu,County,003,15003,000401,15003000401,2758,"627,754,965.00",0.00,2.41,0.00,0.00,2.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.000000,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.000000,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24062,T15003000402,Hawaii,HI,15,Honolulu,County,003,15003,000402,15003000402,4147,"1,381,442,795.00",0.00,1.17,0.00,0.00,1.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.000000,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.000000,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24063,T15003000500,Hawaii,HI,15,Honolulu,County,003,15003,000500,15003000500,3872,"1,555,396,221.00",0.00,1.53,0.00,0.00,1.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.000000,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.000000,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24064,T15003000600,Hawaii,HI,15,Honolulu,County,003,15003,000600,15003000600,1276,"607,852,535.00",0.00,1.54,0.00,0.00,1.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.000000,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.000000,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24065,T15003000700,Hawaii,HI,15,Honolulu,County,003,15003,000700,15003000700,3215,"603,550,524.00",0.00,0.38,0.00,0.00,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.000000,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.000000,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24066,T15003000800,Hawaii,HI,15,Honolulu,County,003,15003,000800,15003000800,3770,"988,495,965.00",0.00,0.44,0.00,0.00,0.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.000000,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.000000,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24067,T15003000901,Hawaii,HI,15,Honolulu,County,003,15003,000901,15003000901,2613,"376,119,907.00",0.00,0.33,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.000000,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.000000,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24068,T15003000903,Hawaii,HI,15,Honolulu,County,003,15003,000903,15003000903,3039,"442,498,564.00",0.00,0.24,0.00,0.00,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.000000,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.000000,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24069,T15003000904,Hawaii,HI,15,Honolulu,County,003,15003,000904,15003000904,1975,"354,072,809.00",0.00,0.25,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.000000,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.000000,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24070,T15003000905,Hawaii,HI,15,Honolulu,County,003,15003,000905,15003000905,2357,"490,748,993.00",0.00,0.33,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.000000,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.000000,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24071,T15003001000,Hawaii,HI,15,Honolulu,County,003,15003,001000,15003001000,3145,"326,647,639.00","15,612.00",3.28,0.00,0.00,3.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.000000,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.000000,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24072,T15003001101,Hawaii,HI,15,Honolulu,County,003,15003,001101,15003001101,1961,"169,190,035.00",0.00,0.12,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.000000,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.000000,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24073,T15003001102,Hawaii,HI,15,Honolulu,County,003,15003,001102,15003001102,2249,"185,074,403.00",0.00,0.20,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.000000,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.000000,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24074,T15003001201,Hawaii,HI,15,Honolulu,County,003,15003,001201,15003001201,3022,"440,272,231.00",0.00,0.21,0.00,0.00,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.000000,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.000000,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24075,T15003001202,Hawaii,HI,15,Honolulu,County,003,15003,001202,15003001202,3254,"339,011,590.00",0.00,0.20,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.000000,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.000000,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24076,T15003001300,Hawaii,HI,15,Honolulu,County,003,15003,001300,15003001300,4434,"831,364,011.00",0.00,0.36,0.00,0.00,0.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.000000,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.000000,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24077,T15003001400,Hawaii,HI,15,Honolulu,County,003,15003,001400,15003001400,2655,"393,739,190.00",0.00,0.20,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.000000,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.000000,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24078,T15003001501,Hawaii,HI,15,Honolulu,County,003,15003,001501,15003001501,1473,"189,696,231.00",0.00,0.09,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.000000,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.000000,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24079,T15003001502,Hawaii,HI,15,Honolulu,County,003,15003,001502,15003001502,2334,"332,852,179.00",0.00,0.13,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.000000,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.000000,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24080,T15003001601,Hawaii,HI,15,Honolulu,County,003,15003,001601,15003001601,1981,"316,741,887.00",0.00,0.12,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.000000,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.000000,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24081,T15003001602,Hawaii,HI,15,Honolulu,County,003,15003,001602,15003001602,1784,"242,244,281.00",0.00,0.12,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.000000,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.000000,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24082,T15003001700,Hawaii,HI,15,Honolulu,County,003,15003,001700,15003001700,2327,"568,690,702.00",0.00,1.03,0.00,0.00,0.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.000000,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.000000,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24083,T15003001801,Hawaii,HI,15,Honolulu,County,003,15003,001801,15003001801,1119,"1,046,165,932.00",0.00,0.07,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.000000,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.000000,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24084,T15003001803,Hawaii,HI,15,Honolulu,County,003,15003,001803,15003001803,2902,"502,012,938.00",0.00,0.05,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.000000,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.000000,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24085,T15003001804,Hawaii,HI,15,Honolulu,County,003,15003,001804,15003001804,1785,"379,517,647.00",0.00,0.06,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.000000,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.000000,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24086,T15003001901,Hawaii,HI,15,Honolulu,County,003,15003,001901,15003001901,316,"1,603,325,164.00",0.00,0.68,0.00,0.00,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.000000,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.000000,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24087,T15003001905,Hawaii,HI,15,Honolulu,County,003,15003,001905,15003001905,1377,"84,778,194.00",0.00,0.02,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.000000,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.000000,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24088,T15003001906,Hawaii,HI,15,Honolulu,County,003,15003,001906,15003001906,2877,"418,901,604.00",0.00,0.04,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.000000,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.000000,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24089,T15003001907,Hawaii,HI,15,Honolulu,County,003,15003,001907,15003001907,2546,"350,428,745.00",0.00,0.03,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.000000,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.000000,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24090,T15003002003,Hawaii,HI,15,Honolulu,County,003,15003,002003,15003002003,2126,"755,720,411.00",0.00,0.06,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.000000,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.000000,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24091,T15003002004,Hawaii,HI,15,Honolulu,County,003,15003,002004,15003002004,1140,"566,529,696.00",0.00,0.06,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.000000,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.000000,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24092,T15003002005,Hawaii,HI,15,Honolulu,County,003,15003,002005,15003002005,1834,"334,266,428.00",0.00,0.05,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.000000,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.000000,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24093,T15003002006,Hawaii,HI,15,Honolulu,County,003,15003,002006,15003002006,2267,"493,561,229.00",0.00,0.06,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.000000,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.000000,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24094,T15003002101,Hawaii,HI,15,Honolulu,County,003,15003,002101,15003002101,1746,"234,350,020.00",0.00,0.30,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.000000,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.000000,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24095,T15003002102,Hawaii,HI,15,Honolulu,County,003,15003,002102,15003002102,1839,"337,381,117.00",0.00,0.16,0.00,0.00,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.000000,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.000000,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24096,T15003002203,Hawaii,HI,15,Honolulu,County,003,15003,002203,15003002203,1836,"179,442,941.00",0.00,0.08,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.000000,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.000000,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24097,T15003002204,Hawaii,HI,15,Honolulu,County,003,15003,002204,15003002204,1308,"132,058,991.00",0.00,0.02,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.000000,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.000000,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24098,T15003002205,Hawaii,HI,15,Honolulu,County,003,15003,002205,15003002205,1888,"348,422,413.00",0.00,0.07,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.000000,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.000000,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24099,T15003002206,Hawaii,HI,15,Honolulu,County,003,15003,002206,15003002206,1961,"162,642,507.00",0.00,0.04,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.000000,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.000000,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24100,T15003002301,Hawaii,HI,15,Honolulu,County,003,15003,002301,15003002301,3250,"293,853,640.00",0.00,0.08,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.000000,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.000000,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24101,T15003002302,Hawaii,HI,15,Honolulu,County,003,15003,002302,15003002302,2087,"243,898,370.00",0.00,0.06,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.000000,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.000000,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24102,T15003002401,Hawaii,HI,15,Honolulu,County,003,15003,002401,15003002401,2912,"265,210,473.00",0.00,0.07,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.000000,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.000000,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24103,T15003002403,Hawaii,HI,15,Honolulu,County,003,15003,002403,15003002403,1567,"180,068,729.00",0.00,0.04,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.000000,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.000000,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24104,T15003002404,Hawaii,HI,15,Honolulu,County,003,15003,002404,15003002404,1423,"187,805,692.00",0.00,0.06,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.000000,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.000000,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24105,T15003002500,Hawaii,HI,15,Honolulu,County,003,15003,002500,15003002500,3941,"598,349,571.00",0.00,0.17,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.000000,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.000000,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24106,T15003002600,Hawaii,HI,15,Honolulu,County,003,15003,002600,15003002600,4174,"1,928,651,249.00",0.00,0.26,0.00,0.00,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.000000,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.000000,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24107,T15003002701,Hawaii,HI,15,Honolulu,County,003,15003,002701,15003002701,4078,"1,795,731,621.00",0.00,0.58,0.00,0.00,0.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.000000,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.000000,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24108,T15003002702,Hawaii,HI,15,Honolulu,County,003,15003,002702,15003002702,4705,"1,033,613,532.00",0.00,0.40,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.000000,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.000000,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24109,T15003002801,Hawaii,HI,15,Honolulu,County,003,15003,002801,15003002801,1778,"410,886,116.00",0.00,0.26,0.00,0.00,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.000000,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.000000,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24110,T15003002802,Hawaii,HI,15,Honolulu,County,003,15003,002802,15003002802,2353,"336,826,557.00",0.00,0.64,0.00,0.00,0.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.000000,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.000000,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24111,T15003002900,Hawaii,HI,15,Honolulu,County,003,15003,002900,15003002900,2251,"332,975,387.00",0.00,0.46,0.00,0.00,0.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.000000,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.000000,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24112,T15003003000,Hawaii,HI,15,Honolulu,County,003,15003,003000,15003003000,4305,"911,851,857.00",0.00,0.59,0.00,0.00,0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.000000,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.000000,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24113,T15003003102,Hawaii,HI,15,Honolulu,County,003,15003,003102,15003003102,3345,"626,336,494.00",0.00,1.52,0.00,0.00,1.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.000000,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.000000,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24114,T15003003103,Hawaii,HI,15,Honolulu,County,003,15003,003103,15003003103,1567,"254,393,001.00",0.00,1.76,0.00,0.00,1.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.000000,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.000000,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24115,T15003003104,Hawaii,HI,15,Honolulu,County,003,15003,003104,15003003104,2175,"416,250,673.00",0.00,0.34,0.00,0.00,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.000000,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.000000,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24116,T15003003404,Hawaii,HI,15,Honolulu,County,003,15003,003404,15003003404,4517,"611,754,376.00",0.00,0.10,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.000000,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.000000,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24117,T15003003408,Hawaii,HI,15,Honolulu,County,003,15003,003408,15003003408,2256,"252,146,055.00",0.00,0.04,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.000000,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.000000,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24118,T15003003409,Hawaii,HI,15,Honolulu,County,003,15003,003409,15003003409,1901,"241,294,964.00",0.00,0.03,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.000000,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.000000,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24119,T15003003410,Hawaii,HI,15,Honolulu,County,003,15003,003410,15003003410,1482,"153,741,416.00",0.00,0.03,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.000000,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.000000,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24120,T15003003411,Hawaii,HI,15,Honolulu,County,003,15003,003411,15003003411,1231,"139,895,379.00",0.00,0.02,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.000000,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.000000,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24121,T15003003412,Hawaii,HI,15,Honolulu,County,003,15003,003412,15003003412,1618,"239,808,140.00",0.00,0.06,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.000000,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.000000,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24122,T15003003413,Hawaii,HI,15,Honolulu,County,003,15003,003413,15003003413,2532,"295,198,402.00",0.00,0.06,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.000000,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.000000,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24123,T15003003414,Hawaii,HI,15,Honolulu,County,003,15003,003414,15003003414,4118,"546,844,676.00",0.00,0.10,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.000000,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.000000,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
