OBJECTID,National Risk Index ID,State Name,State Name Abbreviation,State FIPS Code,County Name,County Type,County FIPS Code,State-County FIPS Code,Census Tract,Census Tract FIPS Code,Population (2020),Building Value ($),Agriculture Value ($),Area (sq mi),Strong Wind - Number of Events,Strong Wind - Annualized Frequency,Strong Wind - Exposure - Impacted Area (sq mi),Strong Wind - Exposure - Building Value,Strong Wind - Exposure - Population,Strong Wind - Exposure - Population Equivalence,Strong Wind - Exposure - Agriculture Value,Strong Wind - Exposure - Total,Strong Wind - Historic Loss Ratio - Buildings,Strong Wind - Historic Loss Ratio - Population,Strong Wind - Historic Loss Ratio - Agriculture,Strong Wind - Historic Loss Ratio - Total Rating,Strong Wind - Expected Annual Loss - Building Value,Strong Wind - Expected Annual Loss - Population,Strong Wind - Expected Annual Loss - Population Equivalence,Strong Wind - Expected Annual Loss - Agriculture Value,Strong Wind - Expected Annual Loss - Total,Strong Wind - Expected Annual Loss Score,Strong Wind - Expected Annual Loss Rating,Strong Wind - Expected Annual Loss Rate - Building,Strong Wind - Expected Annual Loss Rate - Population,Strong Wind - Expected Annual Loss Rate - Agriculture,Strong Wind - Expected Annual Loss Rate - National Percentile,Strong Wind - Hazard Type Risk Index Value,Strong Wind - Hazard Type Risk Index Score,Strong Wind - Hazard Type Risk Index Rating,National Risk Index Version
24267,T15003008935,Hawaii,HI,15,Honolulu,County,003,15003,008935,15003008935,3931,"389,450,935.00",0.00,0.27,1.00,0.01,0.27,"389,450,935.00","3,931.00","53,854,700,000.00",0.00,"54,244,150,935.00",0.00,0.00,0.00,Very Low,48.42,0.00,166.95,0.00,215.37,4.01,Very Low,0.00,0.00,0.00,11.44,169.34,2.16,Very Low,December 2025
24268,T15003008936,Hawaii,HI,15,Honolulu,County,003,15003,008936,15003008936,3275,"348,533,211.00",0.00,0.31,1.00,0.01,0.31,"348,533,211.00","3,275.00","44,867,500,000.00",0.00,"45,216,033,211.00",0.00,0.00,0.00,Very Low,43.33,0.00,139.09,0.00,182.42,3.50,Very Low,0.00,0.00,0.00,11.88,240.74,3.03,Very Low,December 2025
24269,T15003008937,Hawaii,HI,15,Honolulu,County,003,15003,008937,15003008937,1737,"205,507,773.00",0.00,0.10,1.00,0.01,0.10,"205,507,773.00","1,737.00","23,796,900,000.00",0.00,"24,002,407,773.00",0.00,0.00,0.00,Very Low,25.55,0.00,73.77,0.00,99.32,2.17,Very Low,0.00,0.00,0.00,12.18,87.43,1.08,Very Low,December 2025
24270,T15003008938,Hawaii,HI,15,Honolulu,County,003,15003,008938,15003008938,3242,"299,381,979.00",0.00,0.12,1.00,0.01,0.12,"299,381,979.00","3,242.00","44,415,400,000.00",0.00,"44,714,781,979.00",0.00,0.00,0.00,Very Low,37.22,0.00,137.68,0.00,174.91,3.37,Very Low,0.00,0.00,0.00,11.07,179.96,2.28,Very Low,December 2025
24271,T15003008939,Hawaii,HI,15,Honolulu,County,003,15003,008939,15003008939,2595,"260,775,098.00",0.00,0.50,1.00,0.01,0.50,"260,775,098.00","2,595.00","35,551,500,000.00",0.00,"35,812,275,098.00",0.00,0.00,0.00,Very Low,32.42,0.00,110.21,0.00,142.63,2.89,Very Low,0.00,0.00,0.00,11.41,112.15,1.39,Very Low,December 2025
24272,T15003008940,Hawaii,HI,15,Honolulu,County,003,15003,008940,15003008940,2936,"270,585,252.00","20,054.00",0.49,1.00,0.01,0.49,"270,585,252.00","2,936.00","40,223,200,000.00","20,054.00","40,493,805,306.00",0.00,0.00,0.00,Very Low,33.64,0.00,124.69,0.03,158.36,3.13,Very Low,0.00,0.00,0.00,11.37,124.52,1.53,Very Low,December 2025
24273,T15003008941,Hawaii,HI,15,Honolulu,County,003,15003,008941,15003008941,1934,"388,311,615.00",0.00,0.28,1.00,0.01,0.28,"388,311,615.00","1,934.00","26,495,800,000.00",0.00,"26,884,111,615.00",0.00,0.00,0.00,Very Low,48.28,0.00,82.14,0.00,130.42,2.69,Very Low,0.00,0.00,0.00,15.54,118.55,1.46,Very Low,December 2025
24274,T15003008942,Hawaii,HI,15,Honolulu,County,003,15003,008942,15003008942,2370,"342,650,108.00",0.00,0.24,1.00,0.01,0.24,"342,650,108.00","2,370.00","32,469,000,000.00",0.00,"32,811,650,108.00",0.00,0.00,0.00,Very Low,42.60,0.00,100.65,0.00,143.25,2.91,Very Low,0.00,0.00,0.00,13.27,183.67,2.32,Very Low,December 2025
24275,T15003008943,Hawaii,HI,15,Honolulu,County,003,15003,008943,15003008943,1372,"192,256,697.00",0.00,0.19,1.00,0.01,0.19,"192,256,697.00","1,372.00","18,796,400,000.00",0.00,"18,988,656,697.00",0.00,0.00,0.00,Very Low,23.90,0.00,58.27,0.00,82.17,1.87,Very Low,0.00,0.00,0.00,13.03,76.81,0.92,Very Low,December 2025
24276,T15003008944,Hawaii,HI,15,Honolulu,County,003,15003,008944,15003008944,3517,"427,413,458.00",0.00,0.25,1.00,0.01,0.25,"427,413,458.00","3,517.00","48,182,900,000.00",0.00,"48,610,313,458.00",0.00,0.00,0.00,Very Low,53.14,0.00,149.36,0.00,202.51,3.82,Very Low,0.00,0.00,0.00,12.33,159.23,2.03,Very Low,December 2025
24277,T15003008945,Hawaii,HI,15,Honolulu,County,003,15003,008945,15003008945,1436,"731,287,120.00","2,727,001.00",1.69,1.00,0.01,1.69,"731,287,120.00","1,436.00","19,673,200,000.00","2,727,001.00","20,407,214,121.00",0.00,0.00,0.00,Very Low,90.92,0.00,60.99,4.15,156.06,3.09,Very Low,0.00,0.00,0.00,25.52,169.66,2.16,Very Low,December 2025
24278,T15003008946,Hawaii,HI,15,Honolulu,County,003,15003,008946,15003008946,2882,"357,562,455.00",0.00,0.23,1.00,0.01,0.23,"357,562,455.00","2,882.00","39,483,400,000.00",0.00,"39,840,962,455.00",0.00,0.00,0.00,Very Low,44.46,0.00,122.40,0.00,166.85,3.25,Very Low,0.00,0.00,0.00,12.52,131.20,1.62,Very Low,December 2025
24279,T15003008947,Hawaii,HI,15,Honolulu,County,003,15003,008947,15003008947,1846,"221,995,728.00",0.00,0.11,1.00,0.01,0.11,"221,995,728.00","1,846.00","25,290,200,000.00",0.00,"25,512,195,728.00",0.00,0.00,0.00,Very Low,27.60,0.00,78.40,0.00,106.00,2.28,Very Low,0.00,0.00,0.00,12.25,99.88,1.24,Very Low,December 2025
24280,T15003008948,Hawaii,HI,15,Honolulu,County,003,15003,008948,15003008948,2807,"497,556,973.00",0.00,0.24,1.00,0.01,0.24,"497,556,973.00","2,807.00","38,455,900,000.00",0.00,"38,953,456,973.00",0.00,0.00,0.00,Very Low,61.86,0.00,119.21,0.00,181.07,3.48,Very Low,0.00,0.00,0.00,14.47,259.50,3.25,Very Low,December 2025
24281,T15003008949,Hawaii,HI,15,Honolulu,County,003,15003,008949,15003008949,1540,"383,470,875.00",0.00,0.28,1.00,0.01,0.28,"383,470,875.00","1,540.00","21,098,000,000.00",0.00,"21,481,470,875.00",0.00,0.00,0.00,Very Low,47.68,0.00,65.40,0.00,113.08,2.40,Very Low,0.00,0.00,0.00,16.70,103.30,1.28,Very Low,December 2025
24282,T15003008950,Hawaii,HI,15,Honolulu,County,003,15003,008950,15003008950,2068,"199,634,063.00",0.00,0.16,1.00,0.01,0.16,"199,634,063.00","2,068.00","28,331,600,000.00",0.00,"28,531,234,063.00",0.00,0.00,0.00,Very Low,24.82,0.00,87.83,0.00,112.65,2.39,Very Low,0.00,0.00,0.00,11.29,88.57,1.10,Very Low,December 2025
24283,T15003008951,Hawaii,HI,15,Honolulu,County,003,15003,008951,15003008951,2101,"180,086,704.00",0.00,0.11,1.00,0.01,0.11,"180,086,704.00","2,101.00","28,783,700,000.00",0.00,"28,963,786,704.00",0.00,0.00,0.00,Very Low,22.39,0.00,89.23,0.00,111.62,2.38,Very Low,0.00,0.00,0.00,10.97,148.22,1.88,Very Low,December 2025
24284,T15003008952,Hawaii,HI,15,Honolulu,County,003,15003,008952,15003008952,6000,"778,597,608.00",0.00,1.56,1.00,0.01,1.56,"778,597,608.00","6,000.00","82,200,000,000.00",0.00,"82,978,597,608.00",0.00,0.00,0.00,Very Low,96.81,0.00,254.81,0.00,351.62,6.14,Very Low,0.00,0.00,0.00,12.75,366.03,4.63,Very Low,December 2025
24285,T15003009000,Hawaii,HI,15,Honolulu,County,003,15003,009000,15003009000,2412,"291,265,877.00","10,425.00",2.62,1.00,0.01,2.62,"291,265,877.00","2,412.00","33,044,400,000.00","10,425.00","33,335,676,302.00",0.00,0.00,0.00,Very Low,36.21,0.00,102.44,0.02,138.67,2.84,Very Low,0.00,0.00,0.00,12.74,109.03,1.37,Very Low,December 2025
24286,T15003009100,Hawaii,HI,15,Honolulu,County,003,15003,009100,15003009100,5684,"512,410,165.00","383,894.00",12.94,1.00,0.01,12.94,"512,410,165.00","5,684.00","77,870,800,000.00","383,894.00","78,383,594,059.00",0.00,0.00,0.00,Very Low,63.71,0.00,241.39,0.58,305.69,5.43,Very Low,0.00,0.00,0.00,11.60,279.24,3.51,Very Low,December 2025
24287,T15003009201,Hawaii,HI,15,Honolulu,County,003,15003,009201,15003009201,3423,"337,751,539.00",0.00,0.54,1.00,0.01,0.54,"337,751,539.00","3,423.00","46,895,100,000.00",0.00,"47,232,851,539.00",0.00,0.00,0.00,Very Low,41.99,0.00,145.37,0.00,187.37,3.59,Very Low,0.00,0.00,0.00,11.50,185.12,2.34,Very Low,December 2025
24288,T15003009202,Hawaii,HI,15,Honolulu,County,003,15003,009202,15003009202,2762,"418,572,799.00",0.00,0.47,1.00,0.01,0.47,"418,572,799.00","2,762.00","37,839,400,000.00",0.00,"38,257,972,799.00",0.00,0.00,0.00,Very Low,52.04,0.00,117.30,0.00,169.34,3.29,Very Low,0.00,0.00,0.00,13.81,170.77,2.17,Very Low,December 2025
24289,T15003009203,Hawaii,HI,15,Honolulu,County,003,15003,009203,15003009203,2260,"297,655,343.00",0.00,0.38,1.00,0.01,0.38,"297,655,343.00","2,260.00","30,962,000,000.00",0.00,"31,259,655,343.00",0.00,0.00,0.00,Very Low,37.01,0.00,95.98,0.00,132.99,2.74,Very Low,0.00,0.00,0.00,12.93,118.73,1.47,Very Low,December 2025
24290,T15003009301,Hawaii,HI,15,Honolulu,County,003,15003,009301,15003009301,1575,"383,725,888.00",0.00,0.15,1.00,0.01,0.15,"383,725,888.00","1,575.00","21,577,500,000.00",0.00,"21,961,225,888.00",0.00,0.00,0.00,Very Low,47.71,0.00,66.89,0.00,114.60,2.44,Very Low,0.00,0.00,0.00,16.75,175.54,2.23,Very Low,December 2025
24291,T15003009302,Hawaii,HI,15,Honolulu,County,003,15003,009302,15003009302,3324,"408,841,159.00",0.00,0.33,1.00,0.01,0.33,"408,841,159.00","3,324.00","45,538,800,000.00",0.00,"45,947,641,159.00",0.00,0.00,0.00,Very Low,50.83,0.00,141.17,0.00,192.00,3.65,Very Low,0.00,0.00,0.00,12.72,256.04,3.21,Very Low,December 2025
24292,T15003009401,Hawaii,HI,15,Honolulu,County,003,15003,009401,15003009401,1471,"176,035,530.00","6,765.00",0.39,1.00,0.01,0.39,"176,035,530.00","1,471.00","20,152,700,000.00","6,765.00","20,328,742,295.00",0.00,0.00,0.00,Very Low,21.89,0.00,62.47,0.01,84.37,1.90,Very Low,0.00,0.00,0.00,12.48,66.34,0.77,Very Low,December 2025
24293,T15003009402,Hawaii,HI,15,Honolulu,County,003,15003,009402,15003009402,3843,"368,858,087.00",0.00,0.30,1.00,0.01,0.30,"368,858,087.00","3,843.00","52,649,100,000.00",0.00,"53,017,958,087.00",0.00,0.00,0.00,Very Low,45.86,0.00,163.21,0.00,209.07,3.92,Very Low,0.00,0.00,0.00,11.42,269.57,3.38,Very Low,December 2025
24294,T15003009507,Hawaii,HI,15,Honolulu,County,003,15003,009507,15003009507,2734,"330,664,122.00",0.00,0.68,1.00,0.01,0.68,"330,664,122.00","2,734.00","37,455,800,000.00",0.00,"37,786,464,122.00",0.00,0.00,0.00,Very Low,41.11,0.00,116.11,0.00,157.22,3.12,Very Low,0.00,0.00,0.00,12.42,123.63,1.52,Very Low,December 2025
24295,T15003009508,Hawaii,HI,15,Honolulu,County,003,15003,009508,15003009508,991,"123,966,665.00",0.00,0.27,1.00,0.01,0.27,"123,966,665.00",991.00,"13,576,700,000.00",0.00,"13,700,666,665.00",0.00,0.00,0.00,Very Low,15.41,0.00,42.09,0.00,57.50,1.40,Very Low,0.00,0.00,0.00,12.83,45.21,0.51,Very Low,December 2025
24296,T15003009509,Hawaii,HI,15,Honolulu,County,003,15003,009509,15003009509,2643,"239,596,730.00",0.00,0.29,1.00,0.01,0.29,"239,596,730.00","2,643.00","36,209,100,000.00",0.00,"36,448,696,730.00",0.00,0.00,0.00,Very Low,29.79,0.00,112.25,0.00,142.04,2.88,Very Low,0.00,0.00,0.00,11.31,111.68,1.39,Very Low,December 2025
24297,T15003009510,Hawaii,HI,15,Honolulu,County,003,15003,009510,15003009510,1255,"252,053,146.00",0.00,0.15,1.00,0.01,0.15,"252,053,146.00","1,255.00","17,193,500,000.00",0.00,"17,445,553,146.00",0.00,0.00,0.00,Very Low,31.34,0.00,53.30,0.00,84.64,1.91,Very Low,0.00,0.00,0.00,15.87,66.55,0.77,Very Low,December 2025
24298,T15003009511,Hawaii,HI,15,Honolulu,County,003,15003,009511,15003009511,2546,"312,273,650.00",0.00,0.37,1.00,0.01,0.37,"312,273,650.00","2,546.00","34,880,200,000.00",0.00,"35,192,473,650.00",0.00,0.00,0.00,Very Low,38.83,0.00,108.13,0.00,146.95,2.97,Very Low,0.00,0.00,0.00,12.64,115.55,1.43,Very Low,December 2025
24299,T15003009512,Hawaii,HI,15,Honolulu,County,003,15003,009512,15003009512,4713,"638,290,063.00",0.00,1.03,1.00,0.01,1.03,"638,290,063.00","4,713.00","64,568,100,000.00",0.00,"65,206,390,063.00",0.00,0.00,0.00,Very Low,79.36,0.00,200.16,0.00,279.52,5.01,Very Low,0.00,0.00,0.00,13.17,219.79,2.79,Very Low,December 2025
24300,T15003009608,Hawaii,HI,15,Honolulu,County,003,15003,009608,15003009608,5664,"501,989,724.00","597,694.00",19.99,1.00,0.01,17.82,"501,989,724.00","5,664.00","77,596,800,000.00","597,694.00","78,099,387,418.00",0.00,0.00,0.00,Very Low,62.41,0.00,240.54,0.91,303.87,5.39,Very Low,0.00,0.00,0.00,11.73,238.93,3.00,Very Low,December 2025
24301,T15003009609,Hawaii,HI,15,Honolulu,County,003,15003,009609,15003009609,5070,"491,807,044.00","867,053.00",1.97,1.00,0.01,1.97,"491,807,044.00","5,070.00","69,459,000,000.00","867,053.00","69,951,674,097.00",0.00,0.00,0.00,Very Low,61.15,0.00,215.32,1.32,277.79,4.98,Very Low,0.00,0.00,0.00,12.08,302.06,3.79,Very Low,December 2025
24302,T15003009610,Hawaii,HI,15,Honolulu,County,003,15003,009610,15003009610,7105,"561,539,711.00","58,658.00",1.81,1.00,0.01,0.72,"561,539,711.00","7,105.00","97,338,500,000.00","58,658.00","97,900,098,369.00",0.00,0.00,0.00,Very Low,69.82,0.00,301.74,0.09,371.65,6.42,Very Low,0.00,0.00,0.00,10.68,479.54,5.89,Very Low,December 2025
24303,T15003009704,Hawaii,HI,15,Honolulu,County,003,15003,009704,15003009704,3553,"306,052,719.00","2,460,382.00",2.23,1.00,0.01,2.23,"306,052,719.00","3,553.00","48,676,100,000.00","2,460,382.00","48,984,613,101.00",0.00,0.00,0.00,Very Low,38.05,0.00,150.89,3.75,192.69,3.66,Very Low,0.00,0.00,0.00,14.27,286.02,3.59,Very Low,December 2025
24304,T15003009705,Hawaii,HI,15,Honolulu,County,003,15003,009705,15003009705,3640,"481,588,648.00",0.00,1.18,1.00,0.01,0.54,"481,588,648.00","3,640.00","49,868,000,000.00",0.00,"50,349,588,648.00",0.00,0.00,0.00,Very Low,59.88,0.00,154.59,0.00,214.46,4.00,Very Low,0.00,0.00,0.00,13.11,202.30,2.56,Very Low,December 2025
24305,T15003009706,Hawaii,HI,15,Honolulu,County,003,15003,009706,15003009706,3134,"228,309,730.00","1,816,294.00",1.52,1.00,0.01,1.52,"228,309,730.00","3,134.00","42,935,800,000.00","1,816,294.00","43,165,926,024.00",0.00,0.00,0.00,Very Low,28.39,0.00,133.10,2.77,164.25,3.21,Very Low,0.00,0.00,0.00,13.08,178.55,2.27,Very Low,December 2025
24306,T15003009707,Hawaii,HI,15,Honolulu,County,003,15003,009707,15003009707,6575,"790,801,196.00","847,837.00",9.35,1.00,0.01,7.72,"790,801,196.00","6,575.00","90,077,500,000.00","847,837.00","90,869,149,033.00",0.00,0.00,0.00,Very Low,98.32,0.00,279.23,1.29,378.85,6.50,Very Low,0.00,0.00,0.00,13.00,493.12,6.02,Very Low,December 2025
24307,T15003009801,Hawaii,HI,15,Honolulu,County,003,15003,009801,15003009801,3805,"376,240,460.00",0.00,25.98,1.00,0.01,21.29,"376,240,460.00","3,805.00","52,128,500,000.00",0.00,"52,504,740,460.00",0.00,0.00,0.00,Very Low,46.78,0.00,161.59,0.00,208.37,3.91,Very Low,0.00,0.00,0.00,11.75,261.32,3.28,Very Low,December 2025
24308,T15003009803,Hawaii,HI,15,Honolulu,County,003,15003,009803,15003009803,2825,"379,946,054.00",0.00,2.36,1.00,0.01,0.33,"379,946,054.00","2,825.00","38,702,500,000.00",0.00,"39,082,446,054.00",0.00,0.00,0.00,Very Low,47.24,0.00,119.98,0.00,167.22,3.25,Very Low,0.00,0.00,0.00,13.02,172.31,2.19,Very Low,December 2025
24309,T15003009804,Hawaii,HI,15,Honolulu,County,003,15003,009804,15003009804,3660,"339,407,134.00","39,515.00",0.70,1.00,0.01,0.70,"339,407,134.00","3,660.00","50,142,000,000.00","39,515.00","50,481,446,649.00",0.00,0.00,0.00,Very Low,42.20,0.00,155.44,0.06,197.70,3.75,Very Low,0.00,0.00,0.00,11.32,340.85,4.32,Very Low,December 2025
24310,T15003009902,Hawaii,HI,15,Honolulu,County,003,15003,009902,15003009902,3998,"414,314,907.00","2,192,478.00",1.95,1.00,0.01,1.54,"414,314,907.00","3,998.00","54,772,600,000.00","2,192,478.00","55,189,107,385.00",0.00,0.00,0.00,Very Low,51.51,0.00,169.79,3.34,224.64,4.17,Very Low,0.00,0.00,0.00,14.22,233.76,2.94,Very Low,December 2025
24311,T15003009905,Hawaii,HI,15,Honolulu,County,003,15003,009905,15003009905,3879,"476,101,547.00","1,714,105.00",1.43,1.00,0.01,1.23,"476,101,547.00","3,879.00","53,142,300,000.00","1,714,105.00","53,620,115,652.00",0.00,0.00,0.00,Very Low,59.20,0.00,164.74,2.61,226.54,4.19,Very Low,0.00,0.00,0.00,14.78,271.81,3.41,Very Low,December 2025
24312,T15003009906,Hawaii,HI,15,Honolulu,County,003,15003,009906,15003009906,1921,"380,997,614.00","23,008,278.00",37.26,1.00,0.01,34.19,"380,997,614.00","1,921.00","26,317,700,000.00","23,008,278.00","26,721,705,892.00",0.00,0.00,0.00,Very Low,47.37,0.00,81.58,35.05,164.01,3.21,Very Low,0.00,0.00,0.00,43.05,151.38,1.92,Very Low,December 2025
24313,T15003010000,Hawaii,HI,15,Honolulu,County,003,15003,010000,15003010000,3768,"752,216,452.00","63,548,263.00",75.81,1.00,0.01,74.15,"752,216,452.00","3,768.00","51,621,600,000.00","63,548,263.00","52,437,364,715.00",0.00,0.00,0.00,Very Low,93.53,0.00,160.02,96.82,350.37,6.12,Very Low,0.00,0.00,0.00,47.73,275.50,3.46,Very Low,December 2025
24314,T15003010101,Hawaii,HI,15,Honolulu,County,003,15003,010101,15003010101,2892,"404,854,784.00","96,783.00",3.62,1.00,0.01,2.70,"404,854,784.00","2,892.00","39,620,400,000.00","96,783.00","40,025,351,567.00",0.00,0.00,0.00,Very Low,50.34,0.00,122.82,0.15,173.30,3.35,Very Low,0.00,0.00,0.00,13.34,193.32,2.44,Very Low,December 2025
24315,T15003010102,Hawaii,HI,15,Honolulu,County,003,15003,010102,15003010102,2414,"353,195,799.00","18,504.00",9.77,1.00,0.01,8.02,"353,195,799.00","2,414.00","33,071,800,000.00","18,504.00","33,425,014,303.00",0.00,0.00,0.00,Very Low,43.91,0.00,102.52,0.03,146.46,2.96,Very Low,0.00,0.00,0.00,13.79,162.99,2.08,Very Low,December 2025
24316,T15003010103,Hawaii,HI,15,Honolulu,County,003,15003,010103,15003010103,3275,"603,931,634.00","8,121,868.00",24.36,1.00,0.01,21.59,"603,931,634.00","3,275.00","44,867,500,000.00","8,121,868.00","45,479,553,502.00",0.00,0.00,0.00,Very Low,75.09,0.00,139.09,12.37,226.55,4.20,Very Low,0.00,0.00,0.00,24.33,178.14,2.26,Very Low,December 2025
24317,T15003010202,Hawaii,HI,15,Honolulu,County,003,15003,010202,15003010202,7391,"1,368,406,366.00","2,317,649.00",15.61,1.00,0.01,12.96,"1,368,406,366.00","7,391.00","101,256,700,000.00","2,317,649.00","102,627,424,015.00",0.00,0.00,0.00,Very Low,170.14,0.00,313.89,3.53,487.56,7.70,Very Low,0.00,0.00,0.00,16.02,383.37,4.83,Very Low,December 2025
24318,T15003010203,Hawaii,HI,15,Honolulu,County,003,15003,010203,15003010203,1381,"150,240,372.00","1,387,639.00",9.89,1.00,0.01,8.39,"150,240,372.00","1,381.00","18,919,700,000.00","1,387,639.00","19,071,328,011.00",0.00,0.00,0.00,Very Low,18.68,0.00,58.65,2.11,79.44,1.82,Very Low,0.00,0.00,0.00,16.68,99.81,1.24,Very Low,December 2025
24319,T15003010204,Hawaii,HI,15,Honolulu,County,003,15003,010204,15003010204,2836,"266,828,235.00","11,259.00",5.93,1.00,0.01,5.38,"266,828,235.00","2,836.00","38,853,200,000.00","11,259.00","39,120,039,494.00",0.00,0.00,0.00,Very Low,33.18,0.00,120.44,0.02,153.64,3.05,Very Low,0.00,0.00,0.00,11.58,158.13,2.01,Very Low,December 2025
24320,T15003010205,Hawaii,HI,15,Honolulu,County,003,15003,010205,15003010205,1673,"185,065,741.00","55,027.00",12.85,1.00,0.01,12.12,"185,065,741.00","1,673.00","22,920,100,000.00","55,027.00","23,105,220,768.00",0.00,0.00,0.00,Very Low,23.01,0.00,71.05,0.08,94.14,2.07,Very Low,0.00,0.00,0.00,12.44,136.52,1.70,Very Low,December 2025
24321,T15003010303,Hawaii,HI,15,Honolulu,County,003,15003,010303,15003010303,5036,"635,802,284.00","2,820,757.00",18.46,1.00,0.01,16.38,"635,802,284.00","5,036.00","68,993,200,000.00","2,820,757.00","69,631,823,041.00",0.00,0.00,0.00,Very Low,79.05,0.00,213.87,4.30,297.22,5.28,Very Low,0.00,0.00,0.00,15.43,352.99,4.46,Very Low,December 2025
24322,T15003010305,Hawaii,HI,15,Honolulu,County,003,15003,010305,15003010305,5356,"820,562,886.00","15,343.00",4.12,1.00,0.01,1.57,"820,562,886.00","5,356.00","73,377,200,000.00","15,343.00","74,197,778,229.00",0.00,0.00,0.00,Very Low,102.02,0.00,227.46,0.02,329.51,5.81,Very Low,0.00,0.00,0.00,13.65,455.35,5.63,Very Low,December 2025
24323,T15003010308,Hawaii,HI,15,Honolulu,County,003,15003,010308,15003010308,3427,"484,618,530.00","38,404.00",3.86,1.00,0.01,3.86,"484,618,530.00","3,427.00","46,949,900,000.00","38,404.00","47,434,556,934.00",0.00,0.00,0.00,Very Low,60.25,0.00,145.54,0.06,205.85,3.87,Very Low,0.00,0.00,0.00,13.48,161.86,2.06,Very Low,December 2025
24324,T15003010309,Hawaii,HI,15,Honolulu,County,003,15003,010309,15003010309,3897,"611,567,353.00","22,060.00",3.52,1.00,0.01,3.52,"611,567,353.00","3,897.00","53,388,900,000.00","22,060.00","54,000,489,413.00",0.00,0.00,0.00,Very Low,76.04,0.00,165.50,0.03,241.57,4.41,Very Low,0.00,0.00,0.00,13.95,219.59,2.79,Very Low,December 2025
24325,T15003010310,Hawaii,HI,15,Honolulu,County,003,15003,010310,15003010310,2497,"390,660,028.00",0.00,1.29,1.00,0.01,1.27,"390,660,028.00","2,497.00","34,208,900,000.00",0.00,"34,599,560,028.00",0.00,0.00,0.00,Very Low,48.57,0.00,106.05,0.00,154.62,3.06,Very Low,0.00,0.00,0.00,13.67,201.52,2.55,Very Low,December 2025
24326,T15003010503,Hawaii,HI,15,Honolulu,County,003,15003,010503,15003010503,2263,"325,394,217.00","8,443.00",0.54,1.00,0.01,0.54,"325,394,217.00","2,263.00","31,003,100,000.00","8,443.00","31,328,502,660.00",0.00,0.00,0.00,Very Low,40.46,0.00,96.11,0.01,136.58,2.80,Very Low,0.00,0.00,0.00,13.42,200.98,2.54,Very Low,December 2025
24327,T15003010505,Hawaii,HI,15,Honolulu,County,003,15003,010505,15003010505,3521,"600,196,686.00","5,213.00",2.18,1.00,0.01,1.59,"600,196,686.00","3,521.00","48,237,700,000.00","5,213.00","48,837,901,899.00",0.00,0.00,0.00,Very Low,74.62,0.00,149.53,0.01,224.17,4.16,Very Low,0.00,0.00,0.00,14.52,253.28,3.17,Very Low,December 2025
24328,T15003010507,Hawaii,HI,15,Honolulu,County,003,15003,010507,15003010507,5510,"812,448,365.00",0.00,0.49,1.00,0.01,0.49,"812,448,365.00","5,510.00","75,487,000,000.00",0.00,"76,299,448,365.00",0.00,0.00,0.00,Very Low,101.01,0.00,234.00,0.00,335.02,5.89,Very Low,0.00,0.00,0.00,13.37,551.42,6.54,Very Low,December 2025
24329,T15003010508,Hawaii,HI,15,Honolulu,County,003,15003,010508,15003010508,2748,"456,099,495.00",0.00,0.68,1.00,0.01,0.31,"456,099,495.00","2,748.00","37,647,600,000.00",0.00,"38,103,699,495.00",0.00,0.00,0.00,Very Low,56.71,0.00,116.71,0.00,173.41,3.35,Very Low,0.00,0.00,0.00,14.05,169.17,2.15,Very Low,December 2025
24330,T15003010509,Hawaii,HI,15,Honolulu,County,003,15003,010509,15003010509,2087,"200,322,642.00",0.00,0.16,1.00,0.01,0.16,"200,322,642.00","2,087.00","28,591,900,000.00",0.00,"28,792,222,642.00",0.00,0.00,0.00,Very Low,24.91,0.00,88.63,0.00,113.54,2.41,Very Low,0.00,0.00,0.00,11.18,115.28,1.43,Very Low,December 2025
24331,T15003010510,Hawaii,HI,15,Honolulu,County,003,15003,010510,15003010510,3273,"408,651,530.00",0.00,0.47,1.00,0.01,0.34,"408,651,530.00","3,273.00","44,840,100,000.00",0.00,"45,248,751,530.00",0.00,0.00,0.00,Very Low,50.81,0.00,139.00,0.00,189.81,3.63,Very Low,0.00,0.00,0.00,12.49,200.11,2.53,Very Low,December 2025
24332,T15003010601,Hawaii,HI,15,Honolulu,County,003,15003,010601,15003010601,3921,"400,309,879.00",0.00,0.50,1.00,0.01,0.45,"400,309,879.00","3,921.00","53,717,700,000.00",0.00,"54,118,009,879.00",0.00,0.00,0.00,Very Low,49.77,0.00,166.52,0.00,216.29,4.03,Very Low,0.00,0.00,0.00,11.76,242.49,3.05,Very Low,December 2025
24333,T15003010602,Hawaii,HI,15,Honolulu,County,003,15003,010602,15003010602,5986,"1,042,191,403.00",0.00,0.78,1.00,0.01,0.78,"1,042,191,403.00","5,986.00","82,008,200,000.00",0.00,"83,050,391,403.00",0.00,0.00,0.00,Very Low,129.58,0.00,254.22,0.00,383.80,6.58,Very Low,0.00,0.00,0.00,14.58,394.00,4.98,Very Low,December 2025
24334,T15003010701,Hawaii,HI,15,Honolulu,County,003,15003,010701,15003010701,4151,"747,242,871.00",0.00,1.89,1.00,0.01,1.21,"747,242,871.00","4,151.00","56,868,700,000.00",0.00,"57,615,942,871.00",0.00,0.00,0.00,Very Low,92.91,0.00,176.29,0.00,269.20,4.85,Very Low,0.00,0.00,0.00,14.65,367.94,4.65,Very Low,December 2025
