OBJECTID,National Risk Index ID,State Name,State Name Abbreviation,State FIPS Code,County Name,County Type,County FIPS Code,State-County FIPS Code,Census Tract,Census Tract FIPS Code,Population (2020),Building Value ($),Agriculture Value ($),Area (sq mi),Wildfire - Number of Events,Wildfire - Annualized Frequency,Wildfire - Exposure - Impacted Area (sq mi),Wildfire - Exposure - Building Value,Wildfire - Exposure - Population,Wildfire - Exposure - Population Equivalence,Wildfire - Exposure - Agriculture Value,Wildfire - Exposure - Total,Wildfire - Historic Loss Ratio - Buildings,Wildfire - Historic Loss Ratio - Population,Wildfire - Historic Loss Ratio - Agriculture,Wildfire - Historic Loss Ratio - Total Rating,Wildfire - Expected Annual Loss - Building Value,Wildfire - Expected Annual Loss - Population,Wildfire - Expected Annual Loss - Population Equivalence,Wildfire - Expected Annual Loss - Agriculture Value,Wildfire - Expected Annual Loss - Total,Wildfire - Expected Annual Loss Score,Wildfire - Expected Annual Loss Rating,Wildfire - Expected Annual Loss Rate - Building,Wildfire - Expected Annual Loss Rate - Population,Wildfire - Expected Annual Loss Rate - Agriculture,Wildfire - Expected Annual Loss Rate - National Percentile,Wildfire - Hazard Type Risk Index Value,Wildfire - Hazard Type Risk Index Score,Wildfire - Hazard Type Risk Index Rating,National Risk Index Version
24265,T15003008933,Hawaii,HI,15,Honolulu,County,003,15003,008933,15003008933,3223,"436,306,311.00","4,429,999.00",1.56,,0.01,0.08,"14,349,907.71",121.60,"1,665,861,361.25","344,466.75","1,680,555,735.71",0.30,0.00,0.00,Relatively Moderate,"19,457.57",0.00,"1,549.93",5.43,"21,012.93",88.46,Relatively Low,0.00,0.00,0.00,93.23,"27,248.58",88.96,Relatively Moderate,December 2025
24266,T15003008934,Hawaii,HI,15,Honolulu,County,003,15003,008934,15003008934,3526,"462,373,475.00","19,764,360.00",8.45,,0.01,0.88,"144,909,204.32","1,281.49","17,556,359,870.42","4,272,169.18","17,705,541,243.92",0.30,0.00,0.00,Relatively Moderate,"265,796.62",0.00,"20,030.91",67.52,"285,895.04",97.21,Relatively High,0.00,0.00,0.00,96.95,"224,800.44",96.47,Relatively High,December 2025
24267,T15003008935,Hawaii,HI,15,Honolulu,County,003,15003,008935,15003008935,3931,"389,450,935.00",0.00,0.27,,0.00,0.04,"44,737,680.63",670.34,"9,183,705,382.68",0.00,"9,228,443,063.30",0.30,0.00,0.00,Relatively Low,"14,180.62",0.00,"6,290.39",0.00,"20,471.01",88.34,Relatively Low,0.00,0.00,0.00,74.08,"16,096.44",86.09,Relatively Low,December 2025
24268,T15003008936,Hawaii,HI,15,Honolulu,County,003,15003,008936,15003008936,3275,"348,533,211.00",0.00,0.31,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24269,T15003008937,Hawaii,HI,15,Honolulu,County,003,15003,008937,15003008937,1737,"205,507,773.00",0.00,0.10,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24270,T15003008938,Hawaii,HI,15,Honolulu,County,003,15003,008938,15003008938,3242,"299,381,979.00",0.00,0.12,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24271,T15003008939,Hawaii,HI,15,Honolulu,County,003,15003,008939,15003008939,2595,"260,775,098.00",0.00,0.50,,0.00,0.04,"80,225,709.35",752.81,"10,313,505,744.64",0.00,"10,393,731,453.99",0.30,0.00,0.00,Relatively Moderate,"77,850.28",0.00,"6,861.24",0.00,"84,711.52",94.23,Relatively Moderate,0.00,0.00,0.00,95.78,"66,609.02",92.90,Relatively Moderate,December 2025
24272,T15003008940,Hawaii,HI,15,Honolulu,County,003,15003,008940,15003008940,2936,"270,585,252.00","20,054.00",0.49,,0.00,0.00,"1,419,626.50",86.52,"1,185,262,760.03",0.00,"1,186,682,386.54",0.30,0.00,0.00,Relatively Low,915.06,0.00,977.88,0.00,"1,892.94",72.62,Relatively Low,0.00,0.00,0.00,43.49,"1,488.43",69.73,Relatively Low,December 2025
24273,T15003008941,Hawaii,HI,15,Honolulu,County,003,15003,008941,15003008941,1934,"388,311,615.00",0.00,0.28,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24274,T15003008942,Hawaii,HI,15,Honolulu,County,003,15003,008942,15003008942,2370,"342,650,108.00",0.00,0.24,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24275,T15003008943,Hawaii,HI,15,Honolulu,County,003,15003,008943,15003008943,1372,"192,256,697.00",0.00,0.19,,0.00,0.02,"23,756,567.11",159.85,"2,189,973,813.72",0.00,"2,213,730,380.83",0.30,0.00,0.00,Relatively Moderate,"15,104.90",0.00,948.24,0.00,"16,053.14",86.96,Relatively Low,0.00,0.00,0.00,95.10,"15,006.59",85.66,Relatively Low,December 2025
24276,T15003008944,Hawaii,HI,15,Honolulu,County,003,15003,008944,15003008944,3517,"427,413,458.00",0.00,0.25,,0.00,0.02,"46,217,200.22",379.76,"5,202,727,114.32",0.00,"5,248,944,314.54",0.30,0.00,0.00,Relatively Moderate,"20,265.99",0.00,"1,530.89",0.00,"21,796.88",88.63,Relatively Low,0.00,0.00,0.00,93.59,"17,138.98",86.45,Relatively Low,December 2025
24277,T15003008945,Hawaii,HI,15,Honolulu,County,003,15003,008945,15003008945,1436,"731,287,120.00","2,727,001.00",1.69,,0.01,0.25,"30,851,117.49",71.84,"984,206,151.25","1,308,254.59","1,016,365,523.33",0.30,0.00,0.00,Relatively High,"64,208.55",0.00,"1,680.87",26.90,"65,916.32",93.36,Relatively Moderate,0.00,0.00,0.00,97.06,"71,658.41",93.16,Relatively Moderate,December 2025
24278,T15003008946,Hawaii,HI,15,Honolulu,County,003,15003,008946,15003008946,2882,"357,562,455.00",0.00,0.23,,0.02,0.00,"12,547,655.37",130.77,"1,791,521,367.05",0.00,"1,804,069,022.42",0.30,0.00,0.00,Relatively High,"64,934.11",0.00,"6,381.81",0.00,"71,315.92",93.63,Relatively Moderate,0.00,0.00,0.00,94.82,"56,076.00",92.27,Relatively Moderate,December 2025
24279,T15003008947,Hawaii,HI,15,Honolulu,County,003,15003,008947,15003008947,1846,"221,995,728.00",0.00,0.11,,0.00,0.01,"11,498,364.98",48.26,"661,107,476.83",0.00,"672,605,841.81",0.30,0.00,0.00,Relatively Moderate,"4,656.84",0.00,184.31,0.00,"4,841.14",79.38,Relatively Low,0.00,0.00,0.00,93.15,"4,561.73",78.13,Relatively Low,December 2025
24280,T15003008948,Hawaii,HI,15,Honolulu,County,003,15003,008948,15003008948,2807,"497,556,973.00",0.00,0.24,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24281,T15003008949,Hawaii,HI,15,Honolulu,County,003,15003,008949,15003008949,1540,"383,470,875.00",0.00,0.28,,0.00,0.00,"2,531,944.93",10.17,"139,303,712.00",0.00,"141,835,656.94",0.30,0.00,0.00,Relatively Moderate,"1,024.68",0.00,38.81,0.00,"1,063.48",67.56,Very Low,0.00,0.00,0.00,83.84,971.49,65.77,Very Low,December 2025
24282,T15003008950,Hawaii,HI,15,Honolulu,County,003,15003,008950,15003008950,2068,"199,634,063.00",0.00,0.16,,0.00,0.00,"2,698,899.75",27.68,"379,198,296.50",0.00,"381,897,196.25",0.30,0.00,0.00,Relatively Moderate,"2,011.14",0.00,215.66,0.00,"2,226.81",73.91,Relatively Low,0.00,0.00,0.00,86.72,"1,750.95",71.10,Relatively Low,December 2025
24283,T15003008951,Hawaii,HI,15,Honolulu,County,003,15003,008951,15003008951,2101,"180,086,704.00",0.00,0.11,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24284,T15003008952,Hawaii,HI,15,Honolulu,County,003,15003,008952,15003008952,6000,"778,597,608.00",0.00,1.56,,0.00,0.03,"33,558,087.44",245.51,"3,363,520,080.68",0.00,"3,397,078,168.12",0.30,0.00,0.00,Relatively Moderate,"24,707.24",0.00,"1,574.34",0.00,"26,281.58",89.57,Relatively Moderate,0.00,0.00,0.00,93.17,"27,358.29",88.99,Relatively Moderate,December 2025
24285,T15003009000,Hawaii,HI,15,Honolulu,County,003,15003,009000,15003009000,2412,"291,265,877.00","10,425.00",2.62,,0.00,0.07,"22,763,723.95",164.38,"2,252,042,014.85","10,425.00","2,274,816,163.80",0.30,0.00,0.00,Relatively Moderate,"16,772.94",0.00,"1,330.38",0.11,"18,103.43",87.67,Relatively Low,0.00,0.00,0.00,93.82,"14,234.80",85.35,Relatively Low,December 2025
24286,T15003009100,Hawaii,HI,15,Honolulu,County,003,15003,009100,15003009100,5684,"512,410,165.00","383,894.00",12.94,,0.02,0.15,"78,222,485.82",665.82,"9,121,797,441.06","369,179.55","9,200,389,106.43",0.30,0.00,0.00,Relatively High,"542,983.32",0.00,"50,553.89",24.29,"593,561.50",98.35,Relatively High,0.00,0.00,0.00,96.47,"542,214.46",98.06,Relatively High,December 2025
24287,T15003009201,Hawaii,HI,15,Honolulu,County,003,15003,009201,15003009201,3423,"337,751,539.00",0.00,0.54,,0.01,0.06,"58,201,553.00",620.78,"8,504,631,341.76",0.00,"8,562,832,894.76",0.30,0.00,0.00,Relatively Moderate,"114,706.19",0.00,"11,678.01",0.00,"126,384.19",95.40,Relatively Moderate,0.00,0.00,0.00,95.28,"124,871.15",94.97,Relatively Moderate,December 2025
24288,T15003009202,Hawaii,HI,15,Honolulu,County,003,15003,009202,15003009202,2762,"418,572,799.00",0.00,0.47,,0.01,0.00,"4,026,130.17",30.56,"418,728,961.51",0.00,"422,755,091.68",0.30,0.00,0.00,Relatively High,"11,009.57",0.00,788.18,0.00,"11,797.75",85.16,Relatively Low,0.00,0.00,0.00,92.31,"11,897.19",84.35,Relatively Low,December 2025
24289,T15003009203,Hawaii,HI,15,Honolulu,County,003,15003,009203,15003009203,2260,"297,655,343.00",0.00,0.38,,0.00,0.04,"39,533,019.70",285.90,"3,916,872,635.85",0.00,"3,956,405,655.56",0.30,0.00,0.00,Relatively Moderate,"46,928.19",0.00,"2,333.28",0.00,"49,261.47",92.34,Relatively Moderate,0.00,0.00,0.00,96.84,"43,978.38",91.27,Relatively Moderate,December 2025
24290,T15003009301,Hawaii,HI,15,Honolulu,County,003,15003,009301,15003009301,1575,"383,725,888.00",0.00,0.15,,0.02,0.00,0.00,57.08,"782,026,674.31",0.00,"782,026,674.31",0.30,0.00,0.00,Relatively Moderate,0.00,0.00,"2,848.09",0.00,"2,848.09",75.72,Relatively Low,0.00,0.00,0.00,19.95,"4,362.74",77.85,Relatively Low,December 2025
24291,T15003009302,Hawaii,HI,15,Honolulu,County,003,15003,009302,15003009302,3324,"408,841,159.00",0.00,0.33,,0.00,0.00,"6,631,169.59",58.59,"802,657,632.71",0.00,"809,288,802.30",0.30,0.00,0.00,Relatively Low,507.75,0.00,44.93,0.00,552.68,60.41,Very Low,0.00,0.00,0.00,75.21,737.03,62.91,Very Low,December 2025
24292,T15003009401,Hawaii,HI,15,Honolulu,County,003,15003,009401,15003009401,1471,"176,035,530.00","6,765.00",0.39,,0.03,0.01,"6,811,299.51",230.62,"3,159,554,644.72",0.00,"3,166,365,944.23",0.30,0.00,0.00,Relatively Moderate,"58,221.71",0.00,"18,314.51",0.00,"76,536.22",93.89,Relatively Moderate,0.00,0.00,0.00,85.48,"60,180.74",92.54,Relatively Moderate,December 2025
24293,T15003009402,Hawaii,HI,15,Honolulu,County,003,15003,009402,15003009402,3843,"368,858,087.00",0.00,0.30,,0.00,0.02,"35,220,726.22",347.91,"4,766,425,860.70",0.00,"4,801,646,586.92",0.30,0.00,0.00,Relatively Low,"5,948.06",0.00,540.15,0.00,"6,488.21",81.37,Relatively Low,0.00,0.00,0.00,89.69,"8,365.82",82.09,Relatively Low,December 2025
24294,T15003009507,Hawaii,HI,15,Honolulu,County,003,15003,009507,15003009507,2734,"330,664,122.00",0.00,0.68,,0.03,0.04,"68,835,654.60",265.34,"3,635,097,888.79",0.00,"3,703,933,543.38",0.30,0.00,0.00,Relatively High,"583,484.46",0.00,"19,493.84",0.00,"602,978.30",98.37,Relatively High,0.00,0.00,0.00,99.55,"474,124.30",97.86,Relatively High,December 2025
24295,T15003009508,Hawaii,HI,15,Honolulu,County,003,15003,009508,15003009508,991,"123,966,665.00",0.00,0.27,,0.01,0.01,"5,723,344.97",25.00,"342,531,235.60",0.00,"348,254,580.57",0.30,0.00,0.00,Relatively High,"20,228.87",0.00,861.04,0.00,"21,089.91",88.47,Relatively Low,0.00,0.00,0.00,97.22,"16,583.08",86.23,Relatively Low,December 2025
24296,T15003009509,Hawaii,HI,15,Honolulu,County,003,15003,009509,15003009509,2643,"239,596,730.00",0.00,0.29,,0.03,0.02,"153,010.35",223.77,"3,065,697,201.47",0.00,"3,065,850,211.82",0.30,0.00,0.00,Relatively Moderate,"1,284.28",0.00,"17,494.26",0.00,"18,778.54",87.87,Relatively Low,0.00,0.00,0.00,21.28,"14,765.64",85.54,Relatively Low,December 2025
24297,T15003009510,Hawaii,HI,15,Honolulu,County,003,15003,009510,15003009510,1255,"252,053,146.00",0.00,0.15,,0.01,0.01,"8,458,479.67",63.30,"867,274,184.33",0.00,"875,732,664.00",0.30,0.00,0.00,Relatively High,"26,517.33",0.00,"1,397.30",0.00,"27,914.63",89.88,Relatively Moderate,0.00,0.00,0.00,96.06,"21,949.39",87.79,Relatively Low,December 2025
24298,T15003009511,Hawaii,HI,15,Honolulu,County,003,15003,009511,15003009511,2546,"312,273,650.00",0.00,0.37,,0.01,0.02,"15,879,047.73",191.44,"2,622,701,208.32",0.00,"2,638,580,256.06",0.30,0.00,0.00,Relatively Moderate,"34,982.97",0.00,"4,971.17",0.00,"39,954.14",91.49,Relatively Moderate,0.00,0.00,0.00,92.26,"31,416.10",89.66,Relatively Moderate,December 2025
24299,T15003009512,Hawaii,HI,15,Honolulu,County,003,15003,009512,15003009512,4713,"638,290,063.00",0.00,1.03,,0.02,0.01,"2,998,893.81",22.23,"304,614,656.03",0.00,"307,613,549.84",0.30,0.00,0.00,Relatively High,"19,264.44",0.00,"1,599.53",0.00,"20,863.97",88.43,Relatively Low,0.00,0.00,0.00,92.12,"16,405.43",86.17,Relatively Low,December 2025
24300,T15003009608,Hawaii,HI,15,Honolulu,County,003,15003,009608,15003009608,5664,"501,989,724.00","597,694.00",19.99,,0.04,0.26,"54,735,918.73",567.30,"7,772,039,530.66","151,148.21","7,826,926,597.61",0.30,0.00,0.00,Relatively High,"410,450.80",0.00,"36,635.44",9.15,"447,095.39",97.97,Relatively High,0.00,0.00,0.00,96.53,"351,552.93",97.38,Relatively High,December 2025
24301,T15003009609,Hawaii,HI,15,Honolulu,County,003,15003,009609,15003009609,5070,"491,807,044.00","867,053.00",1.97,,0.01,0.20,"133,026,935.65","1,417.38","19,418,058,706.82","202,535.89","19,551,288,178.36",0.30,0.00,0.00,Relatively Moderate,"288,546.69",0.00,"25,181.82",3.19,"313,731.70",97.40,Relatively High,0.00,0.00,0.00,96.37,"341,143.88",97.32,Relatively High,December 2025
24302,T15003009610,Hawaii,HI,15,Honolulu,County,003,15003,009610,15003009610,7105,"561,539,711.00","58,658.00",1.81,,0.01,0.03,"10,789,981.40",394.36,"5,402,781,974.32",0.00,"5,413,571,955.72",0.30,0.00,0.00,Relatively Low,"9,583.41",0.00,"6,538.22",0.00,"16,121.63",86.98,Relatively Low,0.00,0.00,0.00,60.91,"20,801.56",87.52,Relatively Low,December 2025
24303,T15003009704,Hawaii,HI,15,Honolulu,County,003,15003,009704,15003009704,3553,"306,052,719.00","2,460,382.00",2.23,,0.03,0.17,"36,763,962.65",656.56,"8,994,832,192.71","413,837.13","9,032,009,992.49",0.30,0.00,0.00,Relatively High,"325,181.67",0.00,"45,864.51",25.76,"371,071.94",97.70,Relatively High,0.00,0.00,0.00,94.39,"550,785.80",98.09,Relatively High,December 2025
24304,T15003009705,Hawaii,HI,15,Honolulu,County,003,15003,009705,15003009705,3640,"481,588,648.00",0.00,1.18,,0.02,0.03,"82,094,829.21",233.18,"3,194,597,360.45",0.00,"3,276,692,189.66",0.30,0.00,0.00,Relatively High,"522,192.55",0.00,"13,453.01",0.00,"535,645.56",98.24,Relatively High,0.00,0.00,0.00,99.66,"505,261.54",97.96,Relatively High,December 2025
24305,T15003009706,Hawaii,HI,15,Honolulu,County,003,15003,009706,15003009706,3134,"228,309,730.00","1,816,294.00",1.52,,0.03,0.13,"50,236,985.36",701.21,"9,606,608,223.30","412,046.34","9,657,257,255.00",0.30,0.00,0.00,Relatively High,"425,672.24",0.00,"54,316.67",36.65,"480,025.56",98.08,Relatively High,0.00,0.00,0.00,95.21,"521,813.41",98.01,Relatively High,December 2025
24306,T15003009707,Hawaii,HI,15,Honolulu,County,003,15003,009707,15003009707,6575,"790,801,196.00","847,837.00",9.35,,0.03,0.16,"42,482,679.20",701.15,"9,605,760,616.21","359,168.11","9,648,602,463.51",0.30,0.00,0.00,Relatively High,"434,821.06",0.01,"72,288.77",35.22,"507,145.05",98.18,Relatively High,0.00,0.00,0.00,93.01,"660,110.65",98.33,Relatively High,December 2025
24307,T15003009801,Hawaii,HI,15,Honolulu,County,003,15003,009801,15003009801,3805,"376,240,460.00",0.00,25.98,,0.03,0.14,"161,609,568.03","1,274.88","17,465,913,941.51",0.00,"17,627,523,509.54",0.30,0.00,0.00,Relatively High,"1,443,215.97",0.01,"123,604.77",0.00,"1,566,820.74",99.32,Very High,0.00,0.00,0.00,97.29,"1,964,958.65",99.39,Very High,December 2025
24308,T15003009803,Hawaii,HI,15,Honolulu,County,003,15003,009803,15003009803,2825,"379,946,054.00",0.00,2.36,,0.04,0.01,"9,200,918.47",159.59,"2,186,317,212.18",0.00,"2,195,518,130.65",0.30,0.00,0.00,Relatively High,"98,700.50",0.00,"16,621.16",0.00,"115,321.66",95.17,Relatively Moderate,0.00,0.00,0.00,92.22,"118,837.01",94.84,Relatively Moderate,December 2025
24309,T15003009804,Hawaii,HI,15,Honolulu,County,003,15003,009804,15003009804,3660,"339,407,134.00","39,515.00",0.70,,0.03,0.11,"42,563,860.43","1,002.39","13,732,775,813.11","12,367.21","13,775,352,040.74",0.30,0.00,0.00,Relatively High,"352,808.20",0.01,"69,979.03",0.84,"422,788.07",97.90,Relatively High,0.00,0.00,0.00,92.02,"728,926.53",98.44,Relatively High,December 2025
24310,T15003009902,Hawaii,HI,15,Honolulu,County,003,15003,009902,15003009902,3998,"414,314,907.00","2,192,478.00",1.95,,0.00,0.11,"58,893,248.17",694.18,"9,510,217,967.12","198,936.69","9,569,310,151.97",0.30,0.00,0.00,Relatively Low,"27,046.65",0.00,"2,944.76",0.61,"29,992.03",90.25,Relatively Moderate,0.00,0.00,0.00,92.74,"31,209.09",89.62,Relatively Moderate,December 2025
24311,T15003009905,Hawaii,HI,15,Honolulu,County,003,15003,009905,15003009905,3879,"476,101,547.00","1,714,105.00",1.43,,0.00,0.02,"342,186.77",120.09,"1,645,215,511.63","43,661.27","1,645,601,359.67",0.30,0.00,0.00,Relatively Low,82.12,0.00,551.72,0.33,634.18,61.97,Very Low,0.00,0.00,0.00,21.35,760.90,63.26,Very Low,December 2025
24312,T15003009906,Hawaii,HI,15,Honolulu,County,003,15003,009906,15003009906,1921,"380,997,614.00","23,008,278.00",37.26,,0.03,1.19,"59,320,489.36",124.40,"1,704,237,386.89","5,992,760.23","1,769,550,636.49",0.30,0.00,0.00,Relatively High,"354,972.69",0.00,"5,904.06",476.05,"361,352.81",97.66,Relatively High,0.00,0.00,0.00,99.84,"333,522.74",97.28,Relatively High,December 2025
24313,T15003010000,Hawaii,HI,15,Honolulu,County,003,15003,010000,15003010000,3768,"752,216,452.00","63,548,263.00",75.81,,0.03,6.51,"124,179,686.40",606.21,"8,305,083,181.75","39,307,983.29","8,468,570,851.43",0.30,0.00,0.00,Relatively High,"583,529.20",0.00,"16,442.04","2,992.36","602,963.60",98.37,Relatively High,0.00,0.00,0.00,99.44,"474,112.74",97.86,Relatively High,December 2025
24314,T15003010101,Hawaii,HI,15,Honolulu,County,003,15003,010101,15003010101,2892,"404,854,784.00","96,783.00",3.62,,0.01,0.27,"123,616,270.40","1,002.77","13,738,007,087.13","29,475.03","13,861,652,832.56",0.30,0.00,0.00,Relatively Moderate,"242,821.77",0.00,"19,292.31",0.74,"262,114.82",97.07,Relatively High,0.00,0.00,0.00,96.79,"292,390.40",97.02,Relatively High,December 2025
24315,T15003010102,Hawaii,HI,15,Honolulu,County,003,15003,010102,15003010102,2414,"353,195,799.00","18,504.00",9.77,,0.01,0.11,"58,993,797.14",457.87,"6,272,801,414.42","1,377.10","6,331,796,588.66",0.30,0.00,0.00,Relatively Moderate,"94,769.89",0.00,"5,842.69",0.02,"100,612.59",94.77,Relatively Moderate,0.00,0.00,0.00,96.89,"111,966.43",94.66,Relatively Moderate,December 2025
24316,T15003010103,Hawaii,HI,15,Honolulu,County,003,15003,010103,15003010103,3275,"603,931,634.00","8,121,868.00",24.36,,0.00,0.36,"75,521,964.45",280.19,"3,838,558,866.90","1,335,288.03","3,915,416,119.38",0.30,0.00,0.00,Relatively Moderate,"28,047.69",0.00,"1,371.75",10.09,"29,429.53",90.15,Relatively Moderate,0.00,0.00,0.00,94.68,"23,140.56",88.07,Relatively Low,December 2025
24317,T15003010202,Hawaii,HI,15,Honolulu,County,003,15003,010202,15003010202,7391,"1,368,406,366.00","2,317,649.00",15.61,,0.00,0.26,"80,699,098.89",366.27,"5,017,848,263.02","930,431.82","5,099,477,793.73",0.30,0.00,0.00,Relatively Moderate,"72,809.23",0.00,"3,146.47",8.88,"75,964.58",93.86,Relatively Moderate,0.00,0.00,0.00,95.25,"59,731.26",92.51,Relatively Moderate,December 2025
24318,T15003010203,Hawaii,HI,15,Honolulu,County,003,15003,010203,15003010203,1381,"150,240,372.00","1,387,639.00",9.89,,0.00,0.08,"9,342,836.68",195.96,"2,684,697,755.30","263,531.73","2,694,304,123.70",0.30,0.00,0.00,Relatively Low,"4,714.19",0.00,935.42,1.99,"5,651.60",80.48,Relatively Low,0.00,0.00,0.00,86.29,"7,100.18",81.05,Relatively Low,December 2025
24319,T15003010204,Hawaii,HI,15,Honolulu,County,003,15003,010204,15003010204,2836,"266,828,235.00","11,259.00",5.93,,0.00,0.02,"8,520,861.90",105.62,"1,446,943,118.87","11,259.00","1,455,475,239.77",0.30,0.00,0.00,Relatively Moderate,"8,275.74",0.00,940.69,0.09,"9,216.51",83.63,Relatively Low,0.00,0.00,0.00,90.74,"9,486.40",82.89,Relatively Low,December 2025
24320,T15003010205,Hawaii,HI,15,Honolulu,County,003,15003,010205,15003010205,1673,"185,065,741.00","55,027.00",12.85,,0.00,0.07,"22,666,638.51",459.81,"6,299,449,634.96","20,245.60","6,322,136,519.07",0.30,0.00,0.00,Relatively Low,"13,908.72",0.00,"2,705.42",0.15,"16,614.29",87.16,Relatively Low,0.00,0.00,0.00,88.96,"24,091.97",88.30,Relatively Low,December 2025
24321,T15003010303,Hawaii,HI,15,Honolulu,County,003,15003,010303,15003010303,5036,"635,802,284.00","2,820,757.00",18.46,,0.00,0.40,"100,799,357.23","1,230.16","16,853,255,288.14","916,170.41","16,954,970,815.79",0.30,0.00,0.00,Relatively Moderate,"102,537.40",0.00,"9,905.71",9.33,"112,452.44",95.09,Relatively Moderate,0.00,0.00,0.00,94.74,"133,552.51",95.18,Relatively Moderate,December 2025
24322,T15003010305,Hawaii,HI,15,Honolulu,County,003,15003,010305,15003010305,5356,"820,562,886.00","15,343.00",4.12,,0.00,0.11,"111,821,308.18",862.47,"11,815,779,457.44","2,245.95","11,927,603,011.57",0.30,0.00,0.00,Relatively Moderate,"53,334.26",0.00,"4,434.70",0.02,"57,768.98",92.93,Relatively Moderate,0.00,0.00,0.00,93.88,"79,830.43",93.56,Relatively Moderate,December 2025
24323,T15003010308,Hawaii,HI,15,Honolulu,County,003,15003,010308,15003010308,3427,"484,618,530.00","38,404.00",3.86,,0.00,0.04,"9,896,476.80",168.22,"2,304,550,110.52","38,404.00","2,314,484,991.32",0.30,0.00,0.00,Relatively Moderate,"7,839.99",0.00,970.88,0.28,"8,811.15",83.35,Relatively Low,0.00,0.00,0.00,87.88,"6,928.24",80.89,Relatively Low,December 2025
24324,T15003010309,Hawaii,HI,15,Honolulu,County,003,15003,010309,15003010309,3897,"611,567,353.00","22,060.00",3.52,,0.00,0.18,"163,765,773.60","1,079.79","14,793,182,276.20","17,945.60","14,956,965,995.40",0.30,0.00,0.00,Relatively Moderate,"153,034.43",0.00,"8,589.94",0.20,"161,624.56",96.03,Relatively Moderate,0.00,0.00,0.00,97.10,"146,918.42",95.46,Relatively Moderate,December 2025
24325,T15003010310,Hawaii,HI,15,Honolulu,County,003,15003,010310,15003010310,2497,"390,660,028.00",0.00,1.29,,0.00,0.03,"36,443,382.56",299.06,"4,097,067,258.66",0.00,"4,133,510,641.21",0.30,0.00,0.00,Relatively Moderate,"28,009.38",0.00,"1,631.93",0.00,"29,641.31",90.18,Relatively Moderate,0.00,0.00,0.00,95.14,"38,633.10",90.63,Relatively Moderate,December 2025
24326,T15003010503,Hawaii,HI,15,Honolulu,County,003,15003,010503,15003010503,2263,"325,394,217.00","8,443.00",0.54,,0.00,0.01,"8,866,048.80",34.10,"467,165,281.55","7,327.08","476,038,657.43",0.30,0.00,0.00,Relatively Moderate,"4,230.45",0.00,106.27,0.04,"4,336.77",78.65,Relatively Low,0.00,0.00,0.00,92.27,"6,381.61",80.33,Relatively Low,December 2025
24327,T15003010505,Hawaii,HI,15,Honolulu,County,003,15003,010505,15003010505,3521,"600,196,686.00","5,213.00",2.18,,0.00,0.04,"22,753,169.40",239.51,"3,281,342,781.16","5,213.00","3,304,101,163.57",0.30,0.00,0.00,Relatively Moderate,"12,286.71",0.00,"1,096.55",0.02,"13,383.28",85.87,Relatively Low,0.00,0.00,0.00,90.67,"15,121.17",85.71,Relatively Low,December 2025
24328,T15003010507,Hawaii,HI,15,Honolulu,County,003,15003,010507,15003010507,5510,"812,448,365.00",0.00,0.49,,0.00,0.04,"27,737,951.97",480.69,"6,585,461,617.91",0.00,"6,613,199,569.89",0.30,0.00,0.00,Relatively Moderate,"24,561.96",0.00,"2,127.86",0.00,"26,689.82",89.65,Relatively Moderate,0.00,0.00,0.00,91.95,"43,929.68",91.26,Relatively Moderate,December 2025
24329,T15003010508,Hawaii,HI,15,Honolulu,County,003,15003,010508,15003010508,2748,"456,099,495.00",0.00,0.68,,0.00,0.01,0.00,167.30,"2,291,948,680.61",0.00,"2,291,948,680.61",0.30,0.00,0.00,Very Low,0.00,0.00,71.00,0.00,71.00,35.93,Very Low,0.00,0.00,0.00,19.56,69.26,34.76,Very Low,December 2025
