OBJECTID,National Risk Index ID,State Name,State Name Abbreviation,State FIPS Code,County Name,County Type,County FIPS Code,State-County FIPS Code,Census Tract,Census Tract FIPS Code,Population (2020),Building Value ($),Agriculture Value ($),Area (sq mi),Expected Annual Loss - Score - Composite,Expected Annual Loss - Rating - Composite,Expected Annual Loss - State Percentile - Composite,Expected Annual Loss - Total - Composite,Expected Annual Loss - Building Value - Composite,Expected Annual Loss - Population - Composite,Expected Annual Loss - Population Equivalence - Composite,Expected Annual Loss - Agriculture Value - Composite,Expected Annual Loss Rate - Building - Composite,Expected Annual Loss Rate - Population - Composite,Expected Annual Loss Rate - Agriculture - Composite,Expected Annual Loss Rate - National Percentile - Composite,Social Vulnerability and Community Resilience Adjusted Expected Annual Loss Rate - National Percentile - Composite,National Risk Index Version
24119,T15003003410,Hawaii,HI,15,Honolulu,County,003,15003,003410,15003003410,1482,153741416,0,0.02710656,8.45292059092938,Very Low,7.58620689655172,491777.961076472,428725.034189308,0.00460240346840615,63052.9278871642,0,0.00313037844802467,3.10553540378282E-06,0,91.0139277074477,90.1727848929162,December 2025
24120,T15003003411,Hawaii,HI,15,Honolulu,County,003,15003,003411,15003003411,1231,139895379,0,0.02318589,2.94642647438758,Very Low,3.90804597701149,319963.455306569,267371.865593895,0.00383880204245792,52591.5881126735,0,0.00214546392329645,3.11844195163113E-06,0,80.9451112102779,74.2439917710154,December 2025
24121,T15003003412,Hawaii,HI,15,Honolulu,County,003,15003,003412,15003003412,1618,239808140,0,0.05510154,5.09429973929586,Very Low,5.74712643678161,396893.727657339,338929.926352754,0.00423093445402084,57963.8013145855,0,0.00158655405492725,2.61491622621807E-06,0,68.8082767691477,66.3765117191681,December 2025
24176,T15003006810,Hawaii,HI,15,Honolulu,County,003,15003,006810,15003006810,2374,170276353,0,0.38834874,15.6610376494351,Very Low,14.2528735632184,653966.707212261,579518.240215937,0.00543419472465133,74448.4672163232,0,0.00382051270310116,2.28904579808396E-06,0,94.7236771026611,88.7969272115396,December 2025
24177,T15003006811,Hawaii,HI,15,Honolulu,County,003,15003,006811,15003006811,1047,94559770,0,0.36591282,1.93414284707706,Very Low,2.98850574712644,268897.642530065,250654.896122301,0.00133158734175647,18242.7466677636,0,0.00297562817735206,1.27181216977695E-06,0,93.9509594381943,84.7074072752786,December 2025
24178,T15003006812,Hawaii,HI,15,Honolulu,County,003,15003,006812,15003006812,1363,292419913,0,0.21024237,12.3681800032882,Very Low,10.8045977011494,584565.067002911,538299.190860405,0.00337707127490555,46265.876152506,0,0.00206645361212702,2.47767518334963E-06,0,84.9073443408413,88.7184426765605,December 2025
24179,T15003006813,Hawaii,HI,15,Honolulu,County,003,15003,006813,15003006813,4680,611856922,0,0.72223671,72.447565587054,Relatively Moderate,63.6781609195402,2090976.41717908,1945623.33219146,0.0106097139033298,145353.080687618,0,0.00356958530691666,2.26703288532688E-06,0,96.3196091786645,96.0615033355927,December 2025
24180,T15003006814,Hawaii,HI,15,Honolulu,County,003,15003,006814,15003006814,2442,189112844,0,0.03075813,11.288958827536,Very Low,10.3448275862069,560538.57169406,455406.081069979,0.00767390440934899,105132.490024081,0,0.00270325289801123,3.14246699809541E-06,0,84.4693144185828,84.336389473559,December 2025
24181,T15003006815,Hawaii,HI,15,Honolulu,County,003,15003,006815,15003006815,2165,193287813,0,0.03389061,8.69600958263851,Very Low,8.04597701149425,498005.826935691,408850.901362256,0.00650765883163754,89154.9255734343,0,0.00237448464032559,3.0058470353984E-06,0,82.4729313948846,78.8127430344975,December 2025
24182,T15003006816,Hawaii,HI,15,Honolulu,County,003,15003,006816,15003006816,2411,175818458,0,0.08200335,4.11489771472861,Very Low,5.28735632183908,363735.765002944,296977.413842708,0.00487287232760843,66758.3500602355,0,0.00189612879150821,2.02110009440416E-06,0,75.5008572703572,55.8488815953765,December 2025
24232,T15003008611,Hawaii,HI,15,Honolulu,County,003,15003,008611,15003008611,38,71617416,54,5.72550771,3.07208117058506,Very Low,4.36781609195402,324473.650793842,322484.445598867,0.000145197135484477,1989.20074823734,0.00394790869693506,0.00505474213715537,3.82097724959151E-06,8.22480978528137E-05,99.8860887333537,98.4766865256323,December 2025
24233,T15003008623,Hawaii,HI,15,Honolulu,County,003,15003,008623,15003008623,4408,868597257,3020689,2.01431256,92.1459943161801,Relatively High,85.9770114942529,3870657.84052698,3665910.7973773,0.0149395877349386,204672.353013659,74.6902250182591,0.00473775191943595,3.38919866945068E-06,2.77566272578471E-05,99.0616999788618,96.0912323261151,December 2025
24234,T15003008624,Hawaii,HI,15,Honolulu,County,003,15003,008624,15003008624,3027,321665541,0,0.36257286,56.7466002771449,Relatively Moderate,47.816091954023,1541190.01101353,1407290.86698856,0.00977366010259254,133899.143806978,0,0.00491120664324336,3.2288272555641E-06,0,98.2584493975621,97.3767138763036,December 2025
24235,T15003008625,Hawaii,HI,15,Honolulu,County,003,15003,008625,15003008625,4032,230807235,0,0.28179177,38.5912581910421,Relatively Low,33.3333333333333,1113175.95471454,988619.964372763,0.00909167805537035,124555.988691774,0,0.00480826987611744,2.25488047008193E-06,0,97.1475209620217,95.9568572889539,December 2025
24236,T15003008626,Hawaii,HI,15,Honolulu,County,003,15003,008626,15003008626,3973,372338837,171,0.93108132,58.1757756535219,Relatively Moderate,48.735632183908,1580302.24398679,1396745.808305,0.0133982799360414,183556.434363467,0.00176503527535807,0.00421102592924349,3.37233323333537E-06,1.16120741799873E-05,95.6666744956197,93.1052525180455,December 2025
24296,T15003009509,Hawaii,HI,15,Honolulu,County,003,15003,009509,15003009509,2643,239596730,0,0.29355846,12.5055781290368,Very Low,11.264367816092,588065.00366671,485207.630497062,0.00750783741798894,102857.372249648,0,0.00227329403712339,2.8406497987094E-06,0,81.7906381379618,66.5299133102636,December 2025
24297,T15003009510,Hawaii,HI,15,Honolulu,County,003,15003,009510,15003009510,1255,252053146,0,0.14893086,17.0385419357869,Very Low,15.4022988505747,682190.740399879,649351.288759978,0.00239704022228473,32839.4503599008,0,0.00289198783679574,1.90999220899182E-06,0,94.6567395542194,84.8857812184129,December 2025
24298,T15003009511,Hawaii,HI,15,Honolulu,County,003,15003,009511,15003009511,2546,312273650,0,0.36709413,41.0679474833831,Relatively Low,36.3218390804598,1164572.21717096,1109771.61422462,0.00400004401409035,54800.6029063378,0,0.00398939602423196,1.57110919642197E-06,0,98.2056039645818,93.5071884699083,December 2025
24360,T15003980700,Hawaii,HI,15,Honolulu,County,003,15003,980700,15003980700,0,46410903,0,8.13755202,0.317072597881485,Very Low,1.83908045977011,46319.0173273822,46003.9173273822,2.3E-05,315.1,0,0.00111271432051881,0,0,48.9900650585997,8.56670590893416,December 2025
24361,T15003980800,Hawaii,HI,15,Honolulu,County,003,15003,980800,15003980800,3,12004622,12,0.75626226,0.164408013716326,Very Low,0.919540229885057,9243.14003757918,8179.85862864859,7.76117633383495E-05,1063.28115842539,0.000306505201444487,0.000764902687234544,2.58705877794498E-05,3.06505201444487E-05,16.5417948657726,1.53520507057662,December 2025
24362,T15003981000,Hawaii,HI,15,Honolulu,County,003,15003,981000,15003981000,30,3248942,0,1.37687121,0.21490476078634,Very Low,1.37931034482759,18874.1650243544,14872.3336040102,0.000292104436039864,4001.83076034414,0,0.00513861496978825,9.73681453466214E-06,0,91.5975761561406,89.0989737552472,December 2025
24363,T15003981100,Hawaii,HI,15,Honolulu,County,003,15003,981100,15003981100,167,17179487,0,2.31587499,0.251309392394955,Very Low,1.60919540229885,27587.2655297822,23702.0117419497,0.000283595169746892,3885.25380283242,0,0.00154875924803272,1.69817466914307E-06,0,67.6644667308641,44.3520863805549,December 2025
24364,T15003981300,Hawaii,HI,15,Honolulu,County,003,15003,981300,15003981300,252,1327803901,0,0.73993413,85.618996171642,Relatively High,77.7011494252874,2943003.59824924,2567958.79348271,0.0273755255258488,375044.699655539,0,0.00217101581527608,0.000108633037800987,0,83.4887380510604,74.7327363752036,December 2025
24418,T15009031001,Hawaii,HI,15,Maui,County,009,15009,031001,15009031001,6473,1005927974,102988,2.87326611,86.0112267186509,Relatively High,78.6206896551724,2982167.20092754,2836468.79839025,0.0106344624605678,145692.135718883,6.26688428567352,0.00316533734619377,1.64289548286232E-06,6.8308382953365E-05,95.9097634873288,84.142556455353,December 2025
24419,T15009031002,Hawaii,HI,15,Maui,County,009,15009,031002,15009031002,4162,1358023088,0,1.01278359,93.9744462972967,Relatively High,87.816091954023,4299296.73498846,3277199.4034022,0.074605644633137,1022097.33147006,0,0.00270897246172035,1.79254311948912E-05,0,81.1541442562886,86.3650957868075,December 2025
24420,T15009031102,Hawaii,HI,15,Maui,County,009,15009,031102,15009031102,5865,560187909,0,0.53679912,83.9749160344787,Relatively High,74.9425287356322,2794738.16417411,2116336.18639363,0.0495183925363035,678401.977739478,0,0.00424091730126752,8.44303368052916E-06,0,87.1174577823708,88.7648199017754,December 2025
24421,T15009031104,Hawaii,HI,15,Maui,County,009,15009,031104,15009031104,2144,247139666,0,0.65912925,25.8085351245978,Relatively Low,21.8390804597701,852913.819301723,817733.289739403,0.00256792186547296,35180.5295663196,0,0.00371430959729672,1.19772475068702E-06,0,97.8662188505531,89.5960424767817,December 2025
24067,T15003000901,Hawaii,HI,15,Honolulu,County,003,15003,000901,15003000901,2613,376119907,0,0.32687187,33.1059022476924,Relatively Low,28.0459770114943,997844.539193113,919033.137516462,0.00575265708806948,78811.4015766518,0,0.00274292370307368,2.2015526552122E-06,0,91.8300960612537,88.3795321846051,December 2025
24068,T15003000903,Hawaii,HI,15,Honolulu,County,003,15003,000903,15003000903,3039,442498564,0,0.24014211,27.8777274115133,Relatively Low,23.448275862069,891862.72705894,803403.414531884,0.00645688409628876,88459.311927056,0,0.00203812438418288,2.12467393757445E-06,0,83.2738332902741,77.618826775118,December 2025
24069,T15003000904,Hawaii,HI,15,Honolulu,County,003,15003,000904,15003000904,1975,354072809,0,0.25283622,10.8391854757263,Very Low,10.1149425287356,550304.739265725,499134.941984771,0.00373502173211339,51169.7971809535,0,0.00158246558742028,1.89115024410805E-06,0,72.0612067548207,48.281069767995,December 2025
24070,T15003000905,Hawaii,HI,15,Honolulu,County,003,15003,000905,15003000905,2357,490748993,0,0.32927661,18.8834347182751,Very Low,16.551724137931,718578.236317304,653287.062647326,0.00476577920015893,65291.1744499773,0,0.00149435409273292,2.02196826481075E-06,0,68.4818094276252,65.0898410093587,December 2025
24122,T15003003413,Hawaii,HI,15,Honolulu,County,003,15003,003413,15003003413,2532,295198402,0,0.05709327,23.3318458322569,Relatively Low,20.2298850574713,804707.601608457,699481.191403358,0.00768075977475176,105226.409705099,0,0.00265993434102883,3.03347542446752E-06,0,87.8572938440942,86.632656701509,December 2025
24123,T15003003414,Hawaii,HI,15,Honolulu,County,003,15003,003414,15003003414,4118,546844676,0,0.09779211,60.2661061136294,Relatively Moderate,50.5747126436782,1640231.50037255,1423319.12777038,0.0158330199078229,216912.373202174,0,0.00292177773030204,3.84483242054952E-06,0,89.5753575874298,94.2587373503145,December 2025
24124,T15003003501,Hawaii,HI,15,Honolulu,County,003,15003,003501,15003003501,2286,596224147,0,0.11613771,46.4687507339643,Relatively Low,40,1285838.14148788,1110112.39430907,0.0128266968324412,175725.746988804,0,0.00209009616234552,5.61097849188154E-06,0,81.9115954623388,90.6948259664895,December 2025
24125,T15003003503,Hawaii,HI,15,Honolulu,County,003,15003,003503,15003003503,1500,420496843,0,0.07205367,29.1084388284755,Relatively Low,25.0574712643678,915790.294702397,765188.066935168,0.0109928633876883,150602.228047229,0,0.00204274579764882,7.32857559179218E-06,0,79.4478239425042,88.5472036911515,December 2025
24183,T15003006817,Hawaii,HI,15,Honolulu,County,003,15003,006817,15003006817,4809,430676364,0,0.18052398,32.7723888484393,Relatively Low,27.5862068965517,991427.909900466,884923.756243201,0.00777402587731865,106504.153957265,0,0.00230655435384749,1.61655767879365E-06,0,86.3071611433403,88.6173641087843,December 2025
24184,T15003006818,Hawaii,HI,15,Honolulu,County,003,15003,006818,15003006818,1695,173604305,0,0.02998398,14.381003828358,Very Low,12.6436781609195,626650.240790065,573324.817048383,0.00389236670523227,53325.4237416821,0,0.00370722656970718,2.29638153701019E-06,0,95.9379477182516,92.7746661434364,December 2025
24185,T15003006819,Hawaii,HI,15,Honolulu,County,003,15003,006819,15003006819,2646,245769002,0,0.03449667,27.6546022500411,Relatively Low,22.9885057471264,887674.62756942,769809.560428798,0.00860328953070232,117865.067140622,0,0.00351613119996434,3.25143217335689E-06,0,92.4478004556451,91.4570772834838,December 2025
24071,T15003001000,Hawaii,HI,15,Honolulu,County,003,15003,001000,15003001000,3145,326647639,15612,3.27974985,34.6172816309275,Relatively Low,29.4252873563218,1028564.15003426,764063.464525723,0.0193065512045524,264499.750372268,0.934750080476208,0.00262578272334396,6.1388080141661E-06,6.72143582711015E-05,79.2763698710571,73.2367735721166,December 2025
24072,T15003001101,Hawaii,HI,15,Honolulu,County,003,15003,001101,15003001101,1961,169190035,0,0.12441351,6.23341240575898,Very Low,6.20689655172414,431903.772038547,382371.227905494,0.00361551420299659,49532.5445330532,0,0.00253699319510833,1.84370943549036E-06,0,87.965333395965,90.7423923513253,December 2025
24073,T15003001102,Hawaii,HI,15,Honolulu,County,003,15003,001102,15003001102,2249,185074403,0,0.19813326,8.16638090988092,Very Low,7.35632183908046,485176.182049638,423664.18380147,0.00448992688804148,61511.9981481683,0,0.00256971093209821,1.99641035484281E-06,0,87.4674119829955,91.9446327280511,December 2025
24126,T15003003504,Hawaii,HI,15,Honolulu,County,003,15003,003504,15003003504,2712,475249248,0,0.09174906,36.3553092045001,Relatively Low,31.4942528735632,1063350.95835972,889129.655450507,0.0127168835811351,174221.304742211,0,0.00210016073323259,4.68911636472533E-06,0,80.3884726495526,87.6077675906437,December 2025
24127,T15003003603,Hawaii,HI,15,Honolulu,County,003,15003,003603,15003003603,3181,343897583,0,0.06305364,34.1029194165864,Relatively Low,28.9655172413793,1017907.91753247,800735.796381147,0.0158519795339944,217172.119731324,0,0.00261377980030684,4.98333213894827E-06,0,82.1734739413298,88.2499137859275,December 2025
24128,T15003003604,Hawaii,HI,15,Honolulu,County,003,15003,003604,15003003604,2554,556555954,0,0.07376148,42.4043497663058,Relatively Low,37.4712643678161,1194744.95476671,999198.405694719,0.0142734702558649,195546.543567591,0,0.00201535601614243,5.5886727705031E-06,0,79.1072644855204,87.6898196044855,December 2025
24129,T15003003605,Hawaii,HI,15,Honolulu,County,003,15003,003605,15003003605,1036,302668789,0,0.0601029,19.0079150715175,Very Low,16.7816091954023,721043.263910183,616114.593344392,0.00765902691933281,104928.668734791,0,0.00228508697084764,7.39288312676912E-06,0,83.6965967541161,86.8027065272972,December 2025
24074,T15003001201,Hawaii,HI,15,Honolulu,County,003,15003,001201,15003001201,3022,440272231,0,0.2079753,41.1618949197924,Relatively Low,36.551724137931,1166965.12124342,1029976.52517882,0.00999916764694113,136988.596968593,0,0.0026261220685533,3.30879141195934E-06,0,88.5231462996453,84.5706539188755,December 2025
24075,T15003001202,Hawaii,HI,15,Honolulu,County,003,15003,001202,15003001202,3254,339011590,0,0.20308353,35.5778941682129,Relatively Low,30.1149425287356,1047273.23283175,981041.514522037,0.00483443192014714,66231.7166397158,0,0.00324849136650791,1.48568897361621E-06,0,95.5128355684994,93.9780956797831,December 2025
24076,T15003001300,Hawaii,HI,15,Honolulu,County,003,15003,001300,15003001300,4434,831364011,0,0.36195159,64.5583296145806,Relatively Moderate,55.1724137931034,1778653.67295564,1435857.31452168,0.0250216319819314,342796.35858396,0,0.001938781831121,5.64312854802241E-06,0,75.7932686661813,74.3724210100722,December 2025
24130,T15003003606,Hawaii,HI,15,Honolulu,County,003,15003,003606,15003003606,3058,599291146,0,0.08751522,52.4461563755079,Relatively Low,44.367816091954,1427501.9978091,1191429.32807304,0.0172315818307179,236072.671904055,0,0.00223171792527766,5.63491884588551E-06,0,81.9480000939474,79.1028979819961,December 2025
24131,T15003003701,Hawaii,HI,15,Honolulu,County,003,15003,003701,15003003701,2522,403859237,0,0.0665145,48.7317096084741,Relatively Low,41.3793103448276,1337823.50953528,974312.902562021,0.0265336199326689,363510.592713263,0,0.00270817865115149,1.05208643666411E-05,0,78.80193531719,83.2827940494453,December 2025
24132,T15003003702,Hawaii,HI,15,Honolulu,County,003,15003,003702,15003003702,3929,500541596,0,0.10334415,71.1851469103037,Relatively Moderate,61.8390804597701,2036880.29182262,1184732.38649487,0.0622005780550399,852147.920687747,0,0.0026569841484063,1.58311473797506E-05,0,66.1014162576039,60.5805477269214,December 2025
24077,T15003001400,Hawaii,HI,15,Honolulu,County,003,15003,001400,15003001400,2655,393739190,0,0.19682364,20.9479296333701,Relatively Low,17.9310344827586,758985.053242209,672706.625786939,0.00629769535495405,86278.4263552704,0,0.00191789991197601,2.37201331636687E-06,0,80.3520680179439,60.5936284827512,December 2025
24078,T15003001501,Hawaii,HI,15,Honolulu,County,003,15003,001501,15003001501,1473,189696231,0,0.08689863,15.8759424102215,Very Low,14.7126436781609,658441.708092302,559554.530731293,0.00721804212981818,98887.1771610091,0,0.00331125473697055,4.9002322673579E-06,0,90.4114897714729,90.8208768863044,December 2025
24079,T15003001502,Hawaii,HI,15,Honolulu,County,003,15003,001502,15003001502,2334,332852179,0,0.13197795,38.8096859806938,Relatively Low,33.5632183908046,1117811.02090473,1045036.0442683,0.00531204207362997,72774.9763264306,0,0.00352442880740786,2.27593919178662E-06,0,96.4006388425676,93.6046995588218,December 2025
24133,T15003003703,Hawaii,HI,15,Honolulu,County,003,15003,003703,15003003703,3434,1568260956,0,0.88230948,95.8393029100218,Relatively High,90.1149425287356,5010365.00444578,3328600.39416309,0.122756509760467,1681764.18413919,0,0.00238260586529157,3.57473819919823E-05,0,71.1663574230218,73.9990248891109,December 2025
24134,T15003003801,Hawaii,HI,15,Honolulu,County,003,15003,003801,15003003801,4909,833000973,0,0.48686625,79.3421330765437,Relatively Moderate,68.9655172413793,2451844.91627108,1742660.61332759,0.0517652823365776,709184.36786439,0,0.00234842223578148,1.05449750125438E-05,0,74.6365408553914,73.5626033082421,December 2025
24135,T15003003802,Hawaii,HI,15,Honolulu,County,003,15003,003802,15003003802,5114,677184256,0,0.11442444,74.6013105667379,Relatively Moderate,65.2873563218391,2188852.54016542,1518970.58420908,0.0488964930518679,669881.954499223,0,0.00251797484973662,9.56130094874225E-06,0,74.8209126993447,78.2110282663242,December 2025
24136,T15003003900,Hawaii,HI,15,Honolulu,County,003,15003,003900,15003003900,559,936277982,0,0.55381794,82.2815134932005,Relatively Moderate,72.183908045977,2658574.04223415,1757843.93641401,0.0657467226425421,900730.100318437,0,0.00210758151861609,0.000117614888448197,0,67.5681706085445,76.9029526833387,December 2025
24137,T15003004000,Hawaii,HI,15,Honolulu,County,003,15003,004000,15003004000,1627,2136812541,0,0.11623638,94.8998285459286,Relatively High,88.735632183908,4600680.03888091,2905733.23814702,0.123718744849379,1694946.80405389,0,0.00152650486896214,7.60410232632939E-05,0,51.298823308359,58.1582295791564,December 2025
24138,T15003004101,Hawaii,HI,15,Honolulu,County,003,15003,004101,15003004101,1618,207696099,0,0.06212232,6.91688000563685,Very Low,6.89655172413793,450596.04914309,365068.344190221,0.00624289805604886,85527.7035528693,0,0.00197312551720448,3.85840423736023E-06,0,76.5695093595134,82.1519032499732,December 2025
24422,T15009031105,Hawaii,HI,15,Maui,County,009,15009,031105,15009031105,6446,599245023,0,0.61719255,85.1093313291213,Relatively High,77.0114942528736,2894874.27947985,2046505.43083137,0.0619247334837677,848368.848719478,0,0.00383369309788704,9.60669151159908E-06,0,82.2063555440731,82.2850891275136,December 2025
24423,T15009031106,Hawaii,HI,15,Maui,County,009,15009,031106,15009031106,6002,864669710,0,0.95717076,93.8123869694906,Relatively High,87.5862068965517,4252720.36353557,3114147.28015883,0.083107524042887,1138573.07944273,0,0.00404294449887946,1.38466384609942E-05,0,84.7100547243817,77.162189480694,December 2025
24424,T15009031107,Hawaii,HI,15,Maui,County,009,15009,031107,15009031107,2079,396195316,0,1.68577812,32.5304741996853,Relatively Low,27.3563218390805,986724.878254003,918373.113474961,0.00498917991281633,68351.7648114417,0,0.00260206835718368,2.39979793786259E-06,0,91.4049839115015,95.4585994077985,December 2025
24425,T15009031402,Hawaii,HI,15,Maui,County,009,15009,031402,15009031402,3208,555539298,272858,9.84755889,73.2519905113089,Relatively Moderate,64.1379310344827,2125805.70051806,2002247.56681404,0.00901742429418917,123538.712887659,19.4180897076919,0.00404586945700671,2.81091779744051E-06,7.98874788441584E-05,97.9284590271743,98.4243635023129,December 2025
24426,T15009031404,Hawaii,HI,15,Maui,County,009,15009,031404,15009031404,3195,951067632,0,1.31907165,96.7353265847758,Relatively High,91.7241379310345,5514661.63615338,4956121.77397257,0.0407693327857783,558539.859251813,0,0.00584977879836639,1.27603545495394E-05,0,98.4299034690091,97.3243908529842,December 2025
24427,T15009031405,Hawaii,HI,15,Maui,County,009,15009,031405,15009031405,6280,634180511,150450,6.71134932,63.0739601193132,Relatively Moderate,53.7931034482759,1728363.87128362,1549847.71051126,0.0130295054640557,178504.225079338,11.9350823761689,0.00274337395709044,2.07476201656937E-06,8.90518293452586E-05,90.2635225591282,89.0050301451964,December 2025
24365,T15003981400,Hawaii,HI,15,Honolulu,County,003,15003,981400,15003981400,83,1264240457,0,2.38937556,71.7993282758297,Relatively Moderate,62.2988505747126,2062940.79544115,1688171.93462433,0.0273553914569785,374768.862959815,0,0.00149898010486588,0.00032958302960215,0,63.0563449749865,40.1127323320609,December 2025
24366,T15003981700,Hawaii,HI,15,Honolulu,County,003,15003,981700,15003981700,2841,442510945,0,2.98512513,25.8966108462315,Relatively Low,22.0689655172414,854450.177962876,742476.912665214,0.0081732317233695,111973.273827662,0,0.00188350949319752,2.87688550628986E-06,0,78.6199121591469,58.4900051133864,December 2025
24367,T15003981801,Hawaii,HI,15,Honolulu,County,003,15003,981801,15003981801,2394,323306822,0,0.35366877,10.5972708269723,Very Low,9.88505747126437,544822.157487134,505875.596410573,0.00284281461093073,38946.560382561,0,0.00175645787267473,1.18747477482487E-06,0,79.083777626418,56.9262602119082,December 2025
24368,T15003981802,Hawaii,HI,15,Honolulu,County,003,15003,981802,15003981802,948,118062438,0,1.38337407,2.37452145524579,Very Low,3.44827586206897,294006.521880906,247493.874498345,0.00339508377065774,46512.647892561,0,0.00235321487008792,3.58131199436471E-06,0,83.595603259976,69.3565457291332,December 2025
24369,T15003981803,Hawaii,HI,15,Honolulu,County,003,15003,981803,15003981803,3292,187794487,0,1.56581061,17.1430584587923,Very Low,15.632183908046,684375.064138767,500174.555180443,0.0134452924915185,184200.507716323,0,0.00298983783704369,4.08423222707123E-06,0,80.6632689010499,71.4851414505369,December 2025
24370,T15003981900,Hawaii,HI,15,Honolulu,County,003,15003,981900,15003981900,349,264929498,0,4.47517551,2.99105150668201,Very Low,4.13793103448276,321360.187874102,316350.629087745,0.000365661258855249,5009.55932235691,0,0.0013404396411579,1.04773999671991E-06,0,64.8519153533598,38.8486556550486,December 2025
24080,T15003001601,Hawaii,HI,15,Honolulu,County,003,15003,001601,15003001601,1981,316741887,0,0.12249237,41.3674049369378,Relatively Low,36.7816091954023,1171575.73236991,1003172.50528417,0.0122922063947696,168403.227595744,0,0.00355532247312801,6.20505118362929E-06,0,91.89351058083,91.2763250211076,December 2025
24081,T15003001602,Hawaii,HI,15,Honolulu,County,003,15003,001602,15003001602,1784,242244281,0,0.11892699,21.8263381637974,Relatively Low,18.6206896551724,775999.369519009,719006.998303906,0.00416002708989079,56992.3713951038,0,0.00333187316982558,2.33185374993878E-06,0,95.3120229231745,96.9533730512647,December 2025
24082,T15003001700,Hawaii,HI,15,Honolulu,County,003,15003,001700,15003001700,2327,568690702,0,1.03076844,59.1727928224159,Relatively Moderate,49.4252873563218,1608542.19461764,1382577.80444311,0.0164937542513883,225964.433399567,0,0.00272911810106119,7.08799065379817E-06,0,87.7128496606149,90.5081279060088,December 2025
24083,T15003001801,Hawaii,HI,15,Honolulu,County,003,15003,001801,15003001801,1119,1046165932,0,0.06581601,84.6736500927731,Relatively High,76.551724137931,2855963.4467432,2450035.07950133,0.0296298075541609,405928.363407472,0,0.00262893958688401,2.64788271261491E-05,0,86.9002043356742,91.3084323308718,December 2025
24186,T15003006900,Hawaii,HI,15,Honolulu,County,003,15003,006900,15003006900,3852,447713575,0,0.43021485,39.4720154073796,Relatively Low,34.4827586206897,1132687.08283566,950647.558820362,0.0132875564274234,182039.5234253,0,0.00238357132171781,3.4495213986042E-06,0,83.7189092702633,69.8191288216617,December 2025
24187,T15003007001,Hawaii,HI,15,Honolulu,County,003,15003,007001,15003007001,1565,389563587,0,0.52956618,12.8461375860206,Very Low,11.4942528735632,595377.014225232,494972.329741747,0.00732880919820328,100404.685183485,0,0.00142630183862673,4.68294517457079E-06,0,60.6184090001644,37.2730191573615,December 2025
24188,T15003007002,Hawaii,HI,15,Honolulu,County,003,15003,007002,15003007002,2100,240902864,0,0.5891847,9.43584564436198,Very Low,8.50574712643678,516119.458023984,424530.946061639,0.00668529277015659,91588.5114423452,0,0.00197822765279974,3.18347274769361E-06,0,77.5442140122601,58.825348126479,December 2025
24189,T15003007100,Hawaii,HI,15,Honolulu,County,003,15003,007100,15003007100,3043,529727819,0,0.48478872,53.1836437513211,Relatively Low,45.2873563218391,1445839.55711886,1256824.23503186,0.0137967388341537,189015.321787006,0,0.0026633647183209,4.53392666255462E-06,0,87.8901754468375,76.7554968903476,December 2025
24190,T15003007302,Hawaii,HI,15,Honolulu,County,003,15003,007302,15003007302,4088,633116615,0,1.27814505,50.7703689785565,Relatively Low,42.2988505747126,1385985.34600471,1200072.01636251,0.0135703159332526,185913.3286572,0,0.00212780818272852,3.31954890735141E-06,0,82.497592596942,65.475128726529,December 2025
24191,T15003007400,Hawaii,HI,15,Honolulu,County,003,15003,007400,15003007400,7651,1112580895,0,4.85046978,70.0777415036287,Relatively Moderate,60.6896551724138,1989966.81858183,1607301.88968718,0.0279317462045855,382664.922345153,0,0.00162171574790604,3.65073143439884E-06,0,67.0408906216972,45.03585316257,December 2025
24084,T15003001803,Hawaii,HI,15,Honolulu,County,003,15003,001803,15003001803,2902,502012938,0,0.05050656,74.9136857927989,Relatively Moderate,65.9770114942529,2203318.51012179,1407702.30542268,0.0580741732484605,795616.172999109,0,0.00314778302436843,2.00117757575674E-05,0,74.2818892829462,78.5820460680437,December 2025
24085,T15003001804,Hawaii,HI,15,Honolulu,County,003,15003,001804,15003001804,1785,379517647,0,0.05695716,52.4226695164056,Relatively Low,44.1379310344828,1426992.56829153,981027.098355988,0.0325522236197623,445965.464095544,0,0.00290173605971144,1.82365398430041E-05,0,76.8654437842027,76.6627424399177,December 2025
24086,T15003001901,Hawaii,HI,15,Honolulu,County,003,15003,001901,15003001901,316,1603325164,0,0.6791304,93.3050708128802,Relatively High,87.3563218390805,4127507.63174523,3529603.27616321,0.0436426480364337,597904.278020018,0,0.00247122996698279,0.000138109645684917,0,85.4945158183996,92.5071052287349,December 2025
24087,T15003001905,Hawaii,HI,15,Honolulu,County,003,15003,001905,15003001905,1377,84778194,0,0.02383758,10.5232872208,Very Low,9.6551724137931,542735.178757376,237373.461345027,0.0222891766794415,305361.721512349,0,0.00314309045784955,1.61867659255204E-05,0,54.1454306315616,59.2403648341717,December 2025
24088,T15003001906,Hawaii,HI,15,Honolulu,County,003,15003,001906,15003001906,2877,418901604,0,0.03626883,61.852643445992,Relatively Moderate,51.9540229885057,1689796.8101837,1059685.68773642,0.0459935171930125,630111.185047271,0,0.00283970955372587,1.59866239808872E-05,0,71.4258872161026,74.1869121092124,December 2025
