OBJECTID,National Risk Index ID,State Name,State Name Abbreviation,State FIPS Code,County Name,County Type,County FIPS Code,State-County FIPS Code,Census Tract,Census Tract FIPS Code,Population (2020),Building Value ($),Agriculture Value ($),Area (sq mi),Landslide - Number of Events,Landslide - Annualized Frequency,Landslide - Exposure - Impacted Area (sq mi),Landslide - Exposure - Building Value,Landslide - Exposure - Population,Landslide - Exposure - Population Equivalence,Landslide - Exposure - Total,Landslide - Historic Loss Ratio - Buildings,Landslide - Historic Loss Ratio - Population,Landslide - Historic Loss Ratio - Total Rating,Landslide - Expected Annual Loss - Building Value,Landslide - Expected Annual Loss - Population,Landslide - Expected Annual Loss - Population Equivalence,Landslide - Expected Annual Loss - Total,Landslide - Expected Annual Loss Score,Landslide - Expected Annual Loss Rating,Landslide - Expected Annual Loss Rate - Building,Landslide - Expected Annual Loss Rate - Population,Landslide - Expected Annual Loss Rate - National Percentile,Landslide - Hazard Type Risk Index Value,Landslide - Hazard Type Risk Index Score,Landslide - Hazard Type Risk Index Rating,National Risk Index Version
24292,T15003009401,Hawaii,HI,15,Honolulu,County,003,15003,009401,15003009401,1471,"176,035,530.00","6,765.00",0.39,,0.00,0.05,"3,428,087.04",38.07,"521,599,974.93","525,028,061.97",0.00,0.00,Very Low,0.10,0.00,21.09,21.19,68.32,Very Low,0.00,0.00,9.76,16.66,66.14,Very Low,December 2025
24293,T15003009402,Hawaii,HI,15,Honolulu,County,003,15003,009402,15003009402,3843,"368,858,087.00",0.00,0.30,,0.00,0.03,"3,502,885.12",32.28,"442,296,299.09","445,799,184.21",0.00,0.00,Very Low,0.09,0.00,15.20,15.29,65.48,Very Low,0.00,0.00,9.74,19.72,67.61,Very Low,December 2025
24294,T15003009507,Hawaii,HI,15,Honolulu,County,003,15003,009507,15003009507,2734,"330,664,122.00",0.00,0.68,,0.00,0.04,"3,952,131.53",18.61,"254,958,294.55","258,910,426.08",0.00,0.00,Relatively Low,1.52,0.00,130.65,132.17,81.98,Relatively Low,0.00,0.00,11.31,103.93,80.58,Very Low,December 2025
24295,T15003009508,Hawaii,HI,15,Honolulu,County,003,15003,009508,15003009508,991,"123,966,665.00",0.00,0.27,,0.00,0.00,"94,892.25",0.41,"5,589,601.10","5,684,493.35",0.00,0.00,Very Low,0.00,0.00,0.09,0.09,20.86,Very Low,0.00,0.00,9.73,0.07,19.19,Very Low,December 2025
24296,T15003009509,Hawaii,HI,15,Honolulu,County,003,15003,009509,15003009509,2643,"239,596,730.00",0.00,0.29,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24297,T15003009510,Hawaii,HI,15,Honolulu,County,003,15003,009510,15003009510,1255,"252,053,146.00",0.00,0.15,,0.00,0.00,"115,299.14",0.58,"7,908,748.70","8,024,047.83",0.00,0.00,Very Low,0.00,0.00,0.07,0.07,19.62,Very Low,0.00,0.00,9.52,0.05,18.01,Very Low,December 2025
24298,T15003009511,Hawaii,HI,15,Honolulu,County,003,15003,009511,15003009511,2546,"312,273,650.00",0.00,0.37,,0.00,0.00,"170,729.89",1.70,"23,288,593.56","23,459,323.45",0.00,0.00,Very Low,0.00,0.00,0.49,0.49,32.63,Very Low,0.00,0.00,9.28,0.39,29.88,Very Low,December 2025
24299,T15003009512,Hawaii,HI,15,Honolulu,County,003,15003,009512,15003009512,4713,"638,290,063.00",0.00,1.03,,0.00,0.03,"1,087,193.65",5.71,"78,216,683.61","79,303,877.26",0.00,0.00,Relatively Low,0.08,0.00,7.59,7.67,58.90,Very Low,0.00,0.00,10.05,6.03,56.08,Very Low,December 2025
24300,T15003009608,Hawaii,HI,15,Honolulu,County,003,15003,009608,15003009608,5664,"501,989,724.00","597,694.00",19.99,,0.01,0.14,"6,599,120.08",67.84,"929,375,665.92","935,974,786.00",0.00,0.00,Relatively High,92.84,0.00,"17,467.07","17,559.91",98.12,Relatively Moderate,0.00,0.00,10.75,"13,807.43",98.05,Relatively Moderate,December 2025
24301,T15003009609,Hawaii,HI,15,Honolulu,County,003,15003,009609,15003009609,5070,"491,807,044.00","867,053.00",1.97,,0.00,0.10,"11,917,668.88",141.02,"1,931,954,327.76","1,943,871,996.64",0.00,0.00,Relatively Moderate,11.38,0.00,"2,463.88","2,475.25",94.59,Relatively Low,0.00,0.00,10.35,"2,691.53",95.02,Relatively Low,December 2025
24302,T15003009610,Hawaii,HI,15,Honolulu,County,003,15003,009610,15003009610,7105,"561,539,711.00","58,658.00",1.81,,0.00,0.03,"4,665,532.13",57.17,"783,173,652.02","787,839,184.15",0.00,0.00,Very Low,0.07,0.00,15.96,16.03,65.90,Very Low,0.00,0.00,9.46,20.69,68.03,Very Low,December 2025
24303,T15003009704,Hawaii,HI,15,Honolulu,County,003,15003,009704,15003009704,3553,"306,052,719.00","2,460,382.00",2.23,,0.00,0.06,"5,423,230.29",32.64,"447,233,788.60","452,657,018.89",0.00,0.00,Relatively Moderate,7.84,0.00,863.43,871.27,91.29,Relatively Low,0.00,0.00,11.35,"1,293.24",92.85,Relatively Low,December 2025
24304,T15003009705,Hawaii,HI,15,Honolulu,County,003,15003,009705,15003009705,3640,"481,588,648.00",0.00,1.18,,0.00,0.10,"15,893,964.46",69.18,"947,759,349.28","963,653,313.75",0.00,0.00,Relatively Low,2.24,0.00,178.71,180.96,83.87,Relatively Low,0.00,0.00,11.48,170.69,83.68,Relatively Low,December 2025
24305,T15003009706,Hawaii,HI,15,Honolulu,County,003,15003,009706,15003009706,3134,"228,309,730.00","1,816,294.00",1.52,,0.00,0.11,"9,910,520.76",119.31,"1,634,574,386.12","1,644,484,906.88",0.00,0.00,Relatively Moderate,12.18,0.00,"2,684.00","2,696.18",94.80,Relatively Low,0.00,0.00,10.43,"2,930.89",95.23,Relatively Low,December 2025
24306,T15003009707,Hawaii,HI,15,Honolulu,County,003,15003,009707,15003009707,6575,"790,801,196.00","847,837.00",9.35,,0.00,0.08,"1,853,689.51",26.88,"368,224,550.16","370,078,239.67",0.00,0.00,Relatively Moderate,13.77,0.00,"3,655.50","3,669.27",95.52,Relatively Low,0.00,0.00,10.10,"4,776.00",96.27,Relatively Moderate,December 2025
24307,T15003009801,Hawaii,HI,15,Honolulu,County,003,15003,009801,15003009801,3805,"376,240,460.00",0.00,25.98,,0.01,0.14,"7,527,173.58",43.90,"601,400,664.39","608,927,837.97",0.00,0.00,Relatively High,253.79,0.00,"27,089.72","27,343.51",98.62,Relatively Moderate,0.00,0.00,11.86,"34,291.65",99.03,Relatively Moderate,December 2025
24308,T15003009803,Hawaii,HI,15,Honolulu,County,003,15003,009803,15003009803,2825,"379,946,054.00",0.00,2.36,,0.00,0.03,"2,976,997.12",7.65,"104,771,318.85","107,748,315.97",0.00,0.00,Very Low,0.01,0.00,0.55,0.57,33.77,Very Low,0.00,0.00,10.44,0.58,33.22,Very Low,December 2025
24309,T15003009804,Hawaii,HI,15,Honolulu,County,003,15003,009804,15003009804,3660,"339,407,134.00","39,515.00",0.70,,0.00,0.00,"112,051.48",1.39,"19,038,631.73","19,150,683.21",0.00,0.00,Very Low,0.00,0.00,0.79,0.80,36.59,Very Low,0.00,0.00,9.18,1.38,41.03,Very Low,December 2025
24310,T15003009902,Hawaii,HI,15,Honolulu,County,003,15003,009902,15003009902,3998,"414,314,907.00","2,192,478.00",1.95,,0.00,0.01,"557,499.46",2.98,"40,893,438.12","41,450,937.58",0.00,0.00,Relatively Low,0.03,0.00,2.96,2.99,49.34,Very Low,0.00,0.00,9.92,3.11,49.18,Very Low,December 2025
24311,T15003009905,Hawaii,HI,15,Honolulu,County,003,15003,009905,15003009905,3879,"476,101,547.00","1,714,105.00",1.43,,0.00,0.03,"656,228.26",6.04,"82,679,967.43","83,336,195.69",0.00,0.00,Relatively Low,0.03,0.00,5.60,5.63,55.75,Very Low,0.00,0.00,9.53,6.76,57.26,Very Low,December 2025
24312,T15003009906,Hawaii,HI,15,Honolulu,County,003,15003,009906,15003009906,1921,"380,997,614.00","23,008,278.00",37.26,,0.02,0.08,"12,517,697.57",7.49,"102,632,619.15","115,150,316.72",0.00,0.00,Relatively High,747.12,0.00,"8,183.72","8,930.83",97.25,Relatively Moderate,0.00,0.00,29.00,"8,243.01",97.31,Relatively Moderate,December 2025
24313,T15003010000,Hawaii,HI,15,Honolulu,County,003,15003,010000,15003010000,3768,"752,216,452.00","63,548,263.00",75.81,,0.05,0.15,"11,386,571.45",40.45,"554,108,168.12","565,494,739.58",0.00,0.00,Relatively High,"1,287.92",0.01,"83,732.27","85,020.20",99.29,Relatively High,0.00,0.00,13.63,"66,851.73",99.42,Relatively High,December 2025
24314,T15003010101,Hawaii,HI,15,Honolulu,County,003,15003,010101,15003010101,2892,"404,854,784.00","96,783.00",3.62,,0.00,0.39,"45,795,591.26",322.08,"4,412,536,346.94","4,458,331,938.20",0.00,0.00,Relatively Moderate,106.47,0.00,"13,705.80","13,812.28",97.83,Relatively Moderate,0.00,0.00,11.39,"15,407.66",98.18,Relatively Moderate,December 2025
24315,T15003010102,Hawaii,HI,15,Honolulu,County,003,15003,010102,15003010102,2414,"353,195,799.00","18,504.00",9.77,,0.00,0.17,"22,976,990.99",147.09,"2,015,173,465.54","2,038,150,456.53",0.00,0.00,Relatively Moderate,270.57,0.00,"31,703.47","31,974.04",98.78,Relatively Moderate,0.00,0.00,11.68,"35,582.22",99.05,Relatively Moderate,December 2025
24316,T15003010103,Hawaii,HI,15,Honolulu,County,003,15003,010103,15003010103,3275,"603,931,634.00","8,121,868.00",24.36,,0.01,0.17,"8,444,228.88",53.42,"731,853,012.02","740,297,240.89",0.00,0.00,Relatively High,180.85,0.00,"20,940.77","21,121.62",98.34,Relatively Moderate,0.00,0.00,11.63,"16,608.02",98.27,Relatively Moderate,December 2025
24317,T15003010202,Hawaii,HI,15,Honolulu,County,003,15003,010202,15003010202,7391,"1,368,406,366.00","2,317,649.00",15.61,,0.01,0.17,"10,281,430.62",48.26,"661,115,924.71","671,397,355.33",0.00,0.00,Relatively High,221.58,0.00,"19,034.74","19,256.32",98.22,Relatively Moderate,0.00,0.00,12.29,"15,141.32",98.16,Relatively Moderate,December 2025
24318,T15003010203,Hawaii,HI,15,Honolulu,County,003,15003,010203,15003010203,1381,"150,240,372.00","1,387,639.00",9.89,,0.01,0.04,"1,208,743.91",12.04,"165,004,139.13","166,212,883.04",0.00,0.00,Relatively High,18.88,0.00,"3,443.43","3,462.31",95.42,Relatively Low,0.00,0.00,10.76,"4,349.74",96.09,Relatively Moderate,December 2025
24319,T15003010204,Hawaii,HI,15,Honolulu,County,003,15003,010204,15003010204,2836,"266,828,235.00","11,259.00",5.93,,0.00,0.05,"5,112,827.62",77.34,"1,059,545,902.88","1,064,658,730.50",0.00,0.00,Relatively Moderate,60.84,0.00,"16,843.91","16,904.75",98.08,Relatively Moderate,0.00,0.00,10.29,"17,399.77",98.33,Relatively Moderate,December 2025
24320,T15003010205,Hawaii,HI,15,Honolulu,County,003,15003,010205,15003010205,1673,"185,065,741.00","55,027.00",12.85,,0.01,0.08,"10,282,633.51",92.78,"1,271,022,742.48","1,281,305,375.99",0.00,0.00,Relatively High,258.58,0.00,"42,701.89","42,960.47",98.97,Relatively Moderate,0.00,0.00,11.05,"62,295.94",99.40,Relatively High,December 2025
24321,T15003010303,Hawaii,HI,15,Honolulu,County,003,15003,010303,15003010303,5036,"635,802,284.00","2,820,757.00",18.46,,0.01,0.64,"58,658,899.67",514.16,"7,043,989,026.37","7,102,647,926.04",0.00,0.00,Relatively High,"1,554.64",0.02,"249,411.32","250,965.96",99.63,Relatively High,0.00,0.00,11.12,"298,056.10",99.82,Relatively High,December 2025
24322,T15003010305,Hawaii,HI,15,Honolulu,County,003,15003,010305,15003010305,5356,"820,562,886.00","15,343.00",4.12,,0.00,0.44,"156,976,104.22",952.86,"13,054,222,177.67","13,211,198,281.88",0.00,0.00,Relatively Moderate,138.51,0.00,"15,388.56","15,527.07",97.99,Relatively Moderate,0.00,0.00,11.65,"21,456.72",98.56,Relatively Moderate,December 2025
24323,T15003010308,Hawaii,HI,15,Honolulu,County,003,15003,010308,15003010308,3427,"484,618,530.00","38,404.00",3.86,,0.00,0.21,"15,016,447.58",104.78,"1,435,419,530.06","1,450,435,977.64",0.00,0.00,Relatively Moderate,83.48,0.00,"10,661.00","10,744.48",97.51,Relatively Moderate,0.00,0.00,11.37,"8,448.43",97.35,Relatively Moderate,December 2025
24324,T15003010309,Hawaii,HI,15,Honolulu,County,003,15003,010309,15003010309,3897,"611,567,353.00","22,060.00",3.52,,0.00,0.46,"49,373,593.29",249.02,"3,411,506,441.90","3,460,880,035.19",0.00,0.00,Relatively Moderate,280.82,0.00,"25,922.72","26,203.54",98.58,Relatively Moderate,0.00,0.00,12.22,"23,819.30",98.68,Relatively Moderate,December 2025
24325,T15003010310,Hawaii,HI,15,Honolulu,County,003,15003,010310,15003010310,2497,"390,660,028.00",0.00,1.29,,0.00,0.18,"85,629,435.36",546.09,"7,481,444,679.43","7,567,074,114.79",0.00,0.00,Relatively Moderate,127.22,0.00,"14,850.17","14,977.40",97.94,Relatively Moderate,0.00,0.00,11.61,"19,520.84",98.46,Relatively Moderate,December 2025
24326,T15003010503,Hawaii,HI,15,Honolulu,County,003,15003,010503,15003010503,2263,"325,394,217.00","8,443.00",0.54,,0.00,0.13,"28,354,716.43",238.30,"3,264,688,943.24","3,293,043,659.67",0.00,0.00,Relatively Low,4.21,0.00,647.17,651.38,90.14,Relatively Low,0.00,0.00,10.69,958.51,91.82,Relatively Low,December 2025
24327,T15003010505,Hawaii,HI,15,Honolulu,County,003,15003,010505,15003010505,3521,"600,196,686.00","5,213.00",2.18,,0.00,0.21,"27,615,004.12",133.03,"1,822,446,494.20","1,850,061,498.32",0.00,0.00,Very Low,1.04,0.00,91.82,92.86,79.68,Very Low,0.00,0.00,10.95,104.92,80.66,Very Low,December 2025
24328,T15003010507,Hawaii,HI,15,Honolulu,County,003,15003,010507,15003010507,5510,"812,448,365.00",0.00,0.49,,0.00,0.13,"10,394,949.03",87.75,"1,202,125,784.63","1,212,520,733.66",0.00,0.00,Relatively Low,0.55,0.00,84.38,84.93,79.09,Very Low,0.00,0.00,10.02,139.78,82.52,Relatively Low,December 2025
24329,T15003010508,Hawaii,HI,15,Honolulu,County,003,15003,010508,15003010508,2748,"456,099,495.00",0.00,0.68,,0.00,0.20,"164,232,504.88",964.76,"13,217,164,837.75","13,381,397,342.63",0.00,0.00,Relatively Low,29.03,0.00,"3,121.59","3,150.63",95.17,Relatively Low,0.00,0.00,11.59,"3,073.57",95.33,Relatively Low,December 2025
24330,T15003010509,Hawaii,HI,15,Honolulu,County,003,15003,010509,15003010509,2087,"200,322,642.00",0.00,0.16,,0.00,0.03,"1,936,966.18",20.76,"284,436,919.23","286,373,885.40",0.00,0.00,Very Low,0.02,0.00,3.95,3.97,52.21,Very Low,0.00,0.00,9.50,4.03,51.97,Very Low,December 2025
24331,T15003010510,Hawaii,HI,15,Honolulu,County,003,15003,010510,15003010510,3273,"408,651,530.00",0.00,0.47,,0.00,0.07,"4,095,272.37",34.55,"473,373,855.51","477,469,127.88",0.00,0.00,Very Low,0.07,0.00,10.06,10.12,61.62,Very Low,0.00,0.00,9.72,10.67,61.84,Very Low,December 2025
24332,T15003010601,Hawaii,HI,15,Honolulu,County,003,15003,010601,15003010601,3921,"400,309,879.00",0.00,0.50,,0.00,0.04,"1,481,046.23",14.22,"194,792,082.18","196,273,128.41",0.00,0.00,Very Low,0.03,0.00,5.39,5.42,55.37,Very Low,0.00,0.00,9.53,6.08,56.14,Very Low,December 2025
24333,T15003010602,Hawaii,HI,15,Honolulu,County,003,15003,010602,15003010602,5986,"1,042,191,403.00",0.00,0.78,,0.00,0.27,"57,924,597.39",355.49,"4,870,163,529.12","4,928,088,126.51",0.00,0.00,Relatively Low,10.35,0.00,"1,162.34","1,172.69",92.36,Relatively Low,0.00,0.00,11.09,"1,203.86",92.59,Relatively Low,December 2025
24334,T15003010701,Hawaii,HI,15,Honolulu,County,003,15003,010701,15003010701,4151,"747,242,871.00",0.00,1.89,,0.00,0.35,"181,296,595.17","1,121.30","15,361,812,222.52","15,543,108,817.70",0.00,0.00,Relatively Moderate,209.32,0.00,"23,695.98","23,905.30",98.47,Relatively Moderate,0.00,0.00,11.67,"32,674.00",98.99,Relatively Moderate,December 2025
24335,T15003010702,Hawaii,HI,15,Honolulu,County,003,15003,010702,15003010702,3832,"495,633,895.00",0.00,1.62,,0.00,0.21,"45,058,033.27",322.73,"4,421,369,679.92","4,466,427,713.18",0.00,0.00,Relatively Moderate,110.77,0.00,"14,521.70","14,632.48",97.92,Relatively Moderate,0.00,0.00,11.33,"13,756.40",98.05,Relatively Moderate,December 2025
24336,T15003010901,Hawaii,HI,15,Honolulu,County,003,15003,010901,15003010901,3256,"624,903,574.00",0.00,1.27,,0.00,0.08,"24,306,219.24",108.68,"1,488,981,887.67","1,513,288,106.91",0.00,0.00,Relatively Moderate,48.48,0.00,"3,967.77","4,016.25",95.72,Relatively Low,0.00,0.00,12.29,"4,690.47",96.24,Relatively Moderate,December 2025
24337,T15003010903,Hawaii,HI,15,Honolulu,County,003,15003,010903,15003010903,4157,"561,742,335.00",0.00,0.32,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24338,T15003010904,Hawaii,HI,15,Honolulu,County,003,15003,010904,15003010904,3803,"522,436,861.00",0.00,0.38,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24339,T15003010905,Hawaii,HI,15,Honolulu,County,003,15003,010905,15003010905,2630,"482,564,582.00",0.00,0.21,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24340,T15003011000,Hawaii,HI,15,Honolulu,County,003,15003,011000,15003011000,3697,"1,248,635,272.00","246,613.00",9.64,,0.01,0.50,"158,379,217.35",270.39,"3,704,357,484.15","3,862,736,701.50",0.00,0.00,Relatively High,"2,497.98",0.01,"78,055.70","80,553.68",99.27,Relatively High,0.00,0.00,18.10,"74,456.59",99.46,Relatively High,December 2025
24341,T15003011103,Hawaii,HI,15,Honolulu,County,003,15003,011103,15003011103,4212,"634,573,806.00","6,967.00",1.27,,0.00,0.32,"82,347,843.79",530.70,"7,270,647,013.99","7,352,994,857.78",0.00,0.00,Relatively Moderate,100.17,0.00,"11,815.12","11,915.29",97.65,Relatively Moderate,0.00,0.00,11.51,"9,369.04",97.52,Relatively Moderate,December 2025
24342,T15003011104,Hawaii,HI,15,Honolulu,County,003,15003,011104,15003011104,5089,"821,584,108.00",0.00,0.78,,0.00,0.03,"1,952,091.88",9.19,"125,836,613.89","127,788,705.77",0.00,0.00,Very Low,0.07,0.00,5.91,5.98,56.38,Very Low,0.00,0.00,10.06,5.51,55.18,Very Low,December 2025
24343,T15003011105,Hawaii,HI,15,Honolulu,County,003,15003,011105,15003011105,3664,"807,118,123.00",0.00,0.43,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24344,T15003011106,Hawaii,HI,15,Honolulu,County,003,15003,011106,15003011106,6143,"932,908,401.00",0.00,1.52,,0.00,0.48,"284,883,929.32","1,654.60","22,668,023,739.27","22,952,907,668.59",0.00,0.00,Relatively Moderate,544.88,0.00,"57,922.04","58,466.92",99.13,Relatively Moderate,0.00,0.00,11.86,"54,025.64",99.33,Relatively High,December 2025
24345,T15003011201,Hawaii,HI,15,Honolulu,County,003,15003,011201,15003011201,4611,"1,091,818,077.00",0.00,1.44,,0.00,0.05,"20,369,334.81",94.57,"1,295,658,343.52","1,316,027,678.32",0.00,0.00,Relatively Low,1.41,0.00,119.63,121.04,81.45,Very Low,0.00,0.00,10.91,113.32,81.19,Relatively Low,December 2025
24346,T15003011202,Hawaii,HI,15,Honolulu,County,003,15003,011202,15003011202,1676,"443,954,013.00",0.00,1.88,,0.00,0.14,"93,042,251.03",326.88,"4,478,287,337.32","4,571,329,588.35",0.00,0.00,Relatively Low,16.55,0.00,"1,064.17","1,080.72",92.07,Relatively Low,0.00,0.00,12.89,"1,058.92",92.17,Relatively Low,December 2025
24347,T15003011300,Hawaii,HI,15,Honolulu,County,003,15003,011300,15003011300,6057,"652,943,814.00","8,790,204.00",5.91,,0.00,0.20,"7,083,645.48",64.13,"878,519,322.36","885,602,967.84",0.00,0.00,Relatively Moderate,42.75,0.00,"7,082.85","7,125.60",96.89,Relatively Moderate,0.00,0.00,10.84,"8,903.17",97.45,Relatively Moderate,December 2025
24348,T15003011401,Hawaii,HI,15,Honolulu,County,003,15003,011401,15003011401,1759,"228,550,283.00","157,507.00",1.11,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24349,T15003011500,Hawaii,HI,15,Honolulu,County,003,15003,011500,15003011500,11046,"1,876,411,652.00",0.00,1.71,,0.00,0.04,"3,044,028.21",19.11,"261,745,750.59","264,789,778.79",0.00,0.00,Relatively Low,0.27,0.00,30.88,31.15,71.54,Very Low,0.00,0.00,9.94,33.01,72.07,Very Low,December 2025
24350,T15003011600,Hawaii,HI,15,Honolulu,County,003,15003,011600,15003011600,2023,"553,053,008.00",0.00,2.36,,0.00,0.40,"306,312,036.42","1,146.11","15,701,772,310.46","16,008,084,346.89",0.00,0.00,Relatively Moderate,"1,686.85",0.01,"115,521.39","117,208.24",99.42,Relatively High,0.00,0.00,13.45,"92,161.32",99.53,Relatively High,December 2025
24351,T15003940003,Hawaii,HI,15,Honolulu,County,003,15003,940003,15003940003,2509,"277,585,551.00",0.00,0.58,,0.00,0.01,"222,244.19",2.59,"35,450,645.87","35,672,890.05",0.00,0.00,Very Low,0.00,0.00,0.88,0.88,37.50,Very Low,0.00,0.00,9.25,0.93,37.31,Very Low,December 2025
24352,T15003940004,Hawaii,HI,15,Honolulu,County,003,15003,940004,15003940004,2330,"255,410,776.00","2,377,859.00",4.29,,0.00,0.09,"4,999,863.45",33.47,"458,535,300.98","463,535,164.43",0.00,0.00,Relatively Moderate,9.35,0.00,"1,145.01","1,154.35",92.32,Relatively Low,0.00,0.00,11.23,"1,517.80",93.35,Relatively Low,December 2025
24353,T15003940005,Hawaii,HI,15,Honolulu,County,003,15003,940005,15003940005,2367,"288,930,926.00",0.00,6.01,,0.00,0.10,"5,608,735.51",53.68,"735,397,084.93","741,005,820.44",0.00,0.00,Relatively Moderate,63.02,0.00,"11,039.49","11,102.51",97.56,Relatively Moderate,0.00,0.00,10.87,"13,616.53",98.02,Relatively Moderate,December 2025
24354,T15003940006,Hawaii,HI,15,Honolulu,County,003,15003,940006,15003940006,2446,"242,175,842.00",0.00,1.51,,0.00,0.02,"715,422.57",10.15,"138,986,622.96","139,702,045.53",0.00,0.00,Very Low,0.01,0.00,2.04,2.05,45.66,Very Low,0.00,0.00,9.24,2.90,48.48,Very Low,December 2025
24355,T15003940007,Hawaii,HI,15,Honolulu,County,003,15003,940007,15003940007,2059,"199,916,083.00",0.00,0.80,,0.00,0.02,"1,002,124.72",22.13,"303,142,547.86","304,144,672.57",0.00,0.00,Relatively Low,0.06,0.00,22.49,22.55,68.85,Very Low,0.00,0.00,9.28,31.77,71.76,Very Low,December 2025
24356,T15003980000,Hawaii,HI,15,Honolulu,County,003,15003,980000,15003980000,0,"10,424,045.00",0.00,2.84,,0.00,0.03,"2,028,702.77",0.00,0.00,"2,028,702.77",0.00,0.00,Relatively Moderate,5.48,0.00,0.00,5.48,55.49,Very Low,0.00,0.00,98.63,3.04,48.97,Very Low,December 2025
24357,T15003980200,Hawaii,HI,15,Honolulu,County,003,15003,980200,15003980200,304,"894,286,015.00",0.00,4.85,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24358,T15003980300,Hawaii,HI,15,Honolulu,County,003,15003,980300,15003980300,16,"1,111,221,711.00",0.00,3.24,,0.00,0.00,"8,398.68",0.00,"4,903.78","13,302.46",0.00,0.00,Relatively Low,0.00,0.00,0.00,0.00,9.74,Very Low,0.00,0.00,23.84,0.00,9.57,Very Low,December 2025
24359,T15003980600,Hawaii,HI,15,Honolulu,County,003,15003,980600,15003980600,9,"30,997,716.00","13,045.00",11.79,,0.01,0.04,"329,687.84",0.07,"915,175.26","1,244,863.10",0.00,0.00,Relatively High,6.20,0.00,22.98,29.18,71.00,Very Low,0.00,0.00,45.09,22.94,68.94,Very Low,December 2025
24360,T15003980700,Hawaii,HI,15,Honolulu,County,003,15003,980700,15003980700,0,"46,410,903.00",0.00,8.14,,0.01,0.01,"83,033.69",0.00,0.00,"83,033.69",0.00,0.00,Relatively Moderate,1.26,0.00,0.00,1.26,40.96,Very Low,0.00,0.00,90.82,0.70,34.83,Very Low,December 2025
24361,T15003980800,Hawaii,HI,15,Honolulu,County,003,15003,980800,15003980800,3,"12,004,622.00",12.00,0.76,,0.00,0.01,"802,483.13",0.20,"2,747,441.13","3,549,924.26",0.00,0.00,Relatively Low,0.19,0.00,0.86,1.04,39.07,Very Low,0.00,0.00,37.04,0.58,33.17,Very Low,December 2025
24362,T15003981000,Hawaii,HI,15,Honolulu,County,003,15003,981000,15003981000,30,"3,248,942.00",0.00,1.38,,0.00,0.00,0.00,0.02,"272,474.91","272,474.91",0.00,0.00,Relatively Low,0.00,0.00,0.03,0.03,16.45,Very Low,0.00,0.00,8.51,0.03,15.57,Very Low,December 2025
24363,T15003981100,Hawaii,HI,15,Honolulu,County,003,15003,981100,15003981100,167,"17,179,487.00",0.00,2.32,,0.00,0.02,"299,418.08",0.26,"3,507,553.02","3,806,971.10",0.00,0.00,Relatively Moderate,0.35,0.00,5.43,5.77,56.03,Very Low,0.00,0.00,21.61,4.54,53.21,Very Low,December 2025
24364,T15003981300,Hawaii,HI,15,Honolulu,County,003,15003,981300,15003981300,252,"1,327,803,901.00",0.00,0.74,,0.00,0.03,"3,024,781.51",5.47,"74,873,014.46","77,897,795.97",0.00,0.00,Very Low,0.12,0.00,3.85,3.97,52.20,Very Low,0.00,0.00,11.30,3.63,50.84,Very Low,December 2025
24365,T15003981400,Hawaii,HI,15,Honolulu,County,003,15003,981400,15003981400,83,"1,264,240,457.00",0.00,2.39,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24366,T15003981700,Hawaii,HI,15,Honolulu,County,003,15003,981700,15003981700,2841,"442,510,945.00",0.00,2.99,,0.00,0.06,"10,197,368.32",121.64,"1,666,459,127.86","1,676,656,496.17",0.00,0.00,Relatively Low,2.48,0.00,542.35,544.84,89.38,Relatively Low,0.00,0.00,10.11,428.41,88.46,Relatively Low,December 2025
