OBJECTID,National Risk Index ID,State Name,State Name Abbreviation,State FIPS Code,County Name,County Type,County FIPS Code,State-County FIPS Code,Census Tract,Census Tract FIPS Code,Population (2020),Building Value ($),Agriculture Value ($),Area (sq mi),Landslide - Number of Events,Landslide - Annualized Frequency,Landslide - Exposure - Impacted Area (sq mi),Landslide - Exposure - Building Value,Landslide - Exposure - Population,Landslide - Exposure - Population Equivalence,Landslide - Exposure - Total,Landslide - Historic Loss Ratio - Buildings,Landslide - Historic Loss Ratio - Population,Landslide - Historic Loss Ratio - Total Rating,Landslide - Expected Annual Loss - Building Value,Landslide - Expected Annual Loss - Population,Landslide - Expected Annual Loss - Population Equivalence,Landslide - Expected Annual Loss - Total,Landslide - Expected Annual Loss Score,Landslide - Expected Annual Loss Rating,Landslide - Expected Annual Loss Rate - Building,Landslide - Expected Annual Loss Rate - Population,Landslide - Expected Annual Loss Rate - National Percentile,Landslide - Hazard Type Risk Index Value,Landslide - Hazard Type Risk Index Score,Landslide - Hazard Type Risk Index Rating,National Risk Index Version
24059,T15003000301,Hawaii,HI,15,Honolulu,County,003,15003,000301,15003000301,3608,"1,051,686,629.00",0.00,3.34,,0.00,0.46,"305,004,418.84",779.79,"10,683,101,637.92","10,988,106,056.76",0.00,0.00,Relatively Moderate,"2,524.66",0.01,"118,139.57","120,664.23",99.42,Relatively High,0.00,0.00,15.33,"133,764.88",99.65,Relatively High,December 2025
24060,T15003000302,Hawaii,HI,15,Honolulu,County,003,15003,000302,15003000302,2702,"632,621,262.00",0.00,0.93,,0.00,0.12,"51,128,896.02",310.50,"4,253,845,695.04","4,304,974,591.06",0.00,0.00,Relatively Low,28.60,0.00,"3,178.58","3,207.18",95.21,Relatively Low,0.00,0.00,11.45,"2,521.82",94.87,Relatively Low,December 2025
24061,T15003000401,Hawaii,HI,15,Honolulu,County,003,15003,000401,15003000401,2758,"627,754,965.00",0.00,2.41,,0.00,0.32,"214,802,305.56",897.42,"12,294,658,998.38","12,509,461,303.94",0.00,0.00,Relatively Moderate,"1,285.73",0.01,"98,316.69","99,602.42",99.36,Relatively High,0.00,0.00,12.99,"142,442.78",99.68,Relatively High,December 2025
24062,T15003000402,Hawaii,HI,15,Honolulu,County,003,15003,000402,15003000402,4147,"1,381,442,795.00",0.00,1.17,,0.00,0.66,"551,057,704.24","1,564.50","21,433,636,991.20","21,984,694,695.44",0.00,0.00,Relatively Moderate,"1,060.10",0.00,"55,086.43","56,146.53",99.11,Relatively Moderate,0.00,0.00,14.60,"57,024.71",99.36,Relatively High,December 2025
24063,T15003000500,Hawaii,HI,15,Honolulu,County,003,15003,000500,15003000500,3872,"1,555,396,221.00",0.00,1.53,,0.00,0.04,"2,964,266.32",8.53,"116,902,232.93","119,866,499.25",0.00,0.00,Very Low,0.13,0.00,6.90,7.03,57.99,Very Low,0.00,0.00,10.60,6.74,57.23,Very Low,December 2025
24064,T15003000600,Hawaii,HI,15,Honolulu,County,003,15003,000600,15003000600,1276,"607,852,535.00",0.00,1.54,,0.00,0.23,"83,432,997.13",171.15,"2,344,805,866.01","2,428,238,863.14",0.00,0.00,Relatively Moderate,101.86,0.00,"3,824.35","3,926.21",95.67,Relatively Low,0.00,0.00,16.15,"4,110.56",95.96,Relatively Moderate,December 2025
24065,T15003000700,Hawaii,HI,15,Honolulu,County,003,15003,000700,15003000700,3215,"603,550,524.00",0.00,0.38,,0.00,0.09,"5,415,588.10",36.58,"501,159,748.67","506,575,336.77",0.00,0.00,Very Low,0.12,0.00,14.97,15.09,65.35,Very Low,0.00,0.00,9.95,13.30,64.00,Very Low,December 2025
24066,T15003000800,Hawaii,HI,15,Honolulu,County,003,15003,000800,15003000800,3770,"988,495,965.00",0.00,0.44,,0.00,0.22,"30,152,061.15",110.88,"1,519,036,946.18","1,549,189,007.33",0.00,0.00,Relatively Low,1.60,0.00,107.81,109.41,80.80,Very Low,0.00,0.00,11.37,129.82,82.06,Relatively Low,December 2025
24067,T15003000901,Hawaii,HI,15,Honolulu,County,003,15003,000901,15003000901,2613,"376,119,907.00",0.00,0.33,,0.00,0.08,"47,781,043.22",313.60,"4,296,378,863.34","4,344,159,906.56",0.00,0.00,Relatively Low,21.43,0.00,"2,574.35","2,595.78",94.71,Relatively Low,0.00,0.00,11.33,"2,564.84",94.91,Relatively Low,December 2025
24068,T15003000903,Hawaii,HI,15,Honolulu,County,003,15003,000903,15003000903,3039,"442,498,564.00",0.00,0.24,,0.00,0.11,"60,989,319.56",338.31,"4,634,887,881.25","4,695,877,200.81",0.00,0.00,Relatively Low,6.92,0.00,702.50,709.42,90.49,Relatively Low,0.00,0.00,11.38,709.48,90.67,Relatively Low,December 2025
24069,T15003000904,Hawaii,HI,15,Honolulu,County,003,15003,000904,15003000904,1975,"354,072,809.00",0.00,0.25,,0.00,0.19,"149,613,330.13",799.74,"10,956,390,490.13","11,106,003,820.26",0.00,0.00,Relatively Low,58.82,0.00,"5,754.70","5,813.52",96.52,Relatively Moderate,0.00,0.00,11.93,"4,571.19",96.19,Relatively Moderate,December 2025
24070,T15003000905,Hawaii,HI,15,Honolulu,County,003,15003,000905,15003000905,2357,"490,748,993.00",0.00,0.33,,0.00,0.27,"138,208,453.11",642.29,"8,799,309,336.04","8,937,517,789.15",0.00,0.00,Relatively Low,48.63,0.00,"4,136.71","4,185.34",95.79,Relatively Low,0.00,0.00,12.23,"4,448.87",96.14,Relatively Moderate,December 2025
24071,T15003001000,Hawaii,HI,15,Honolulu,County,003,15003,001000,15003001000,3145,"326,647,639.00","15,612.00",3.28,,0.00,0.32,"124,378,689.63","1,229.94","16,850,227,446.32","16,974,606,135.95",0.00,0.00,Relatively Moderate,"1,078.53",0.01,"195,205.16","196,283.68",99.56,Relatively High,0.00,0.00,10.94,"180,313.97",99.73,Relatively High,December 2025
24072,T15003001101,Hawaii,HI,15,Honolulu,County,003,15003,001101,15003001101,1961,"169,190,035.00",0.00,0.12,,0.00,0.05,"4,070,840.77",38.45,"526,732,868.20","530,803,708.97",0.00,0.00,Very Low,0.05,0.00,8.65,8.70,60.11,Very Low,0.00,0.00,9.75,11.33,62.45,Very Low,December 2025
24073,T15003001102,Hawaii,HI,15,Honolulu,County,003,15003,001102,15003001102,2249,"185,074,403.00",0.00,0.20,,0.00,0.09,"20,481,359.72",271.24,"3,716,044,789.78","3,736,526,149.50",0.00,0.00,Relatively Low,3.18,0.00,770.53,773.71,90.83,Relatively Low,0.00,0.00,10.21,"1,114.35",92.35,Relatively Low,December 2025
24074,T15003001201,Hawaii,HI,15,Honolulu,County,003,15003,001201,15003001201,3022,"440,272,231.00",0.00,0.21,,0.00,0.05,"11,582,384.44",68.92,"944,267,568.77","955,849,953.21",0.00,0.00,Very Low,0.27,0.00,29.21,29.47,71.08,Very Low,0.00,0.00,10.33,28.77,70.97,Very Low,December 2025
24075,T15003001202,Hawaii,HI,15,Honolulu,County,003,15003,001202,15003001202,3254,"339,011,590.00",0.00,0.20,,0.00,0.10,"42,150,052.67",391.41,"5,362,303,107.98","5,404,453,160.65",0.00,0.00,Relatively Low,3.73,0.00,634.73,638.46,90.05,Relatively Low,0.00,0.00,10.53,658.39,90.35,Relatively Low,December 2025
24076,T15003001300,Hawaii,HI,15,Honolulu,County,003,15003,001300,15003001300,4434,"831,364,011.00",0.00,0.36,,0.00,0.05,"3,963,199.74",25.22,"345,522,694.81","349,485,894.55",0.00,0.00,Very Low,0.07,0.00,8.68,8.75,60.16,Very Low,0.00,0.00,9.83,9.86,61.05,Very Low,December 2025
24077,T15003001400,Hawaii,HI,15,Honolulu,County,003,15003,001400,15003001400,2655,"393,739,190.00",0.00,0.20,,0.00,0.04,"3,859,723.40",27.55,"377,394,492.71","381,254,216.11",0.00,0.00,Very Low,0.05,0.00,5.94,5.98,56.40,Very Low,0.00,0.00,9.79,4.71,53.58,Very Low,December 2025
24078,T15003001501,Hawaii,HI,15,Honolulu,County,003,15003,001501,15003001501,1473,"189,696,231.00",0.00,0.09,,0.00,0.00,"47,425.12",0.38,"5,200,765.03","5,248,190.15",0.00,0.00,Very Low,0.00,0.00,0.03,0.03,15.65,Very Low,0.00,0.00,9.23,0.03,15.69,Very Low,December 2025
24079,T15003001502,Hawaii,HI,15,Honolulu,County,003,15003,001502,15003001502,2334,"332,852,179.00",0.00,0.13,,0.00,0.02,"1,409,535.45",10.99,"150,530,346.79","151,939,882.24",0.00,0.00,Very Low,0.01,0.00,1.33,1.34,41.53,Very Low,0.00,0.00,9.50,1.26,40.17,Very Low,December 2025
24080,T15003001601,Hawaii,HI,15,Honolulu,County,003,15003,001601,15003001601,1981,"316,741,887.00",0.00,0.12,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24081,T15003001602,Hawaii,HI,15,Honolulu,County,003,15003,001602,15003001602,1784,"242,244,281.00",0.00,0.12,,0.00,0.03,"1,554,599.19",11.46,"156,993,150.29","158,547,749.48",0.00,0.00,Very Low,0.01,0.00,1.32,1.33,41.45,Very Low,0.00,0.00,9.59,1.76,43.50,Very Low,December 2025
24082,T15003001700,Hawaii,HI,15,Honolulu,County,003,15003,001700,15003001700,2327,"568,690,702.00",0.00,1.03,,0.00,0.06,"11,379,781.18",46.24,"633,438,677.47","644,818,458.64",0.00,0.00,Very Low,0.31,0.00,23.26,23.57,69.22,Very Low,0.00,0.00,10.79,30.74,71.51,Very Low,December 2025
24083,T15003001801,Hawaii,HI,15,Honolulu,County,003,15003,001801,15003001801,1119,"1,046,165,932.00",0.00,0.07,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24084,T15003001803,Hawaii,HI,15,Honolulu,County,003,15003,001803,15003001803,2902,"502,012,938.00",0.00,0.05,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24085,T15003001804,Hawaii,HI,15,Honolulu,County,003,15003,001804,15003001804,1785,"379,517,647.00",0.00,0.06,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24086,T15003001901,Hawaii,HI,15,Honolulu,County,003,15003,001901,15003001901,316,"1,603,325,164.00",0.00,0.68,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24087,T15003001905,Hawaii,HI,15,Honolulu,County,003,15003,001905,15003001905,1377,"84,778,194.00",0.00,0.02,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24088,T15003001906,Hawaii,HI,15,Honolulu,County,003,15003,001906,15003001906,2877,"418,901,604.00",0.00,0.04,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24089,T15003001907,Hawaii,HI,15,Honolulu,County,003,15003,001907,15003001907,2546,"350,428,745.00",0.00,0.03,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24090,T15003002003,Hawaii,HI,15,Honolulu,County,003,15003,002003,15003002003,2126,"755,720,411.00",0.00,0.06,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24091,T15003002004,Hawaii,HI,15,Honolulu,County,003,15003,002004,15003002004,1140,"566,529,696.00",0.00,0.06,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24092,T15003002005,Hawaii,HI,15,Honolulu,County,003,15003,002005,15003002005,1834,"334,266,428.00",0.00,0.05,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24093,T15003002006,Hawaii,HI,15,Honolulu,County,003,15003,002006,15003002006,2267,"493,561,229.00",0.00,0.06,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24094,T15003002101,Hawaii,HI,15,Honolulu,County,003,15003,002101,15003002101,1746,"234,350,020.00",0.00,0.30,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24095,T15003002102,Hawaii,HI,15,Honolulu,County,003,15003,002102,15003002102,1839,"337,381,117.00",0.00,0.16,,0.00,0.01,"407,300.70",2.51,"34,343,338.63","34,750,639.33",0.00,0.00,Very Low,0.00,0.00,0.35,0.36,29.94,Very Low,0.00,0.00,9.51,0.56,32.93,Very Low,December 2025
24096,T15003002203,Hawaii,HI,15,Honolulu,County,003,15003,002203,15003002203,1836,"179,442,941.00",0.00,0.08,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24097,T15003002204,Hawaii,HI,15,Honolulu,County,003,15003,002204,15003002204,1308,"132,058,991.00",0.00,0.02,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24098,T15003002205,Hawaii,HI,15,Honolulu,County,003,15003,002205,15003002205,1888,"348,422,413.00",0.00,0.07,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24099,T15003002206,Hawaii,HI,15,Honolulu,County,003,15003,002206,15003002206,1961,"162,642,507.00",0.00,0.04,,0.00,0.01,"1,067,372.33",15.06,"206,276,781.52","207,344,153.84",0.00,0.00,Very Low,0.00,0.00,0.69,0.69,35.41,Very Low,0.00,0.00,9.16,1.19,39.64,Very Low,December 2025
24100,T15003002301,Hawaii,HI,15,Honolulu,County,003,15003,002301,15003002301,3250,"293,853,640.00",0.00,0.08,,0.00,0.01,"773,818.65",8.64,"118,324,222.47","119,098,041.12",0.00,0.00,Very Low,0.00,0.00,0.67,0.68,35.19,Very Low,0.00,0.00,9.25,0.74,35.25,Very Low,December 2025
24101,T15003002302,Hawaii,HI,15,Honolulu,County,003,15003,002302,15003002302,2087,"243,898,370.00",0.00,0.06,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24102,T15003002401,Hawaii,HI,15,Honolulu,County,003,15003,002401,15003002401,2912,"265,210,473.00",0.00,0.07,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24103,T15003002403,Hawaii,HI,15,Honolulu,County,003,15003,002403,15003002403,1567,"180,068,729.00",0.00,0.04,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24104,T15003002404,Hawaii,HI,15,Honolulu,County,003,15003,002404,15003002404,1423,"187,805,692.00",0.00,0.06,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24105,T15003002500,Hawaii,HI,15,Honolulu,County,003,15003,002500,15003002500,3941,"598,349,571.00",0.00,0.17,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24106,T15003002600,Hawaii,HI,15,Honolulu,County,003,15003,002600,15003002600,4174,"1,928,651,249.00",0.00,0.26,,0.00,0.01,"1,658,464.79",5.76,"78,978,555.20","80,637,019.99",0.00,0.00,Very Low,0.02,0.00,1.33,1.35,41.61,Very Low,0.00,0.00,9.93,1.84,43.93,Very Low,December 2025
24107,T15003002701,Hawaii,HI,15,Honolulu,County,003,15003,002701,15003002701,4078,"1,795,731,621.00",0.00,0.58,,0.00,0.20,"15,309,473.27",118.01,"1,616,696,392.99","1,632,005,866.26",0.00,0.00,Relatively Low,0.88,0.00,124.75,125.63,81.68,Very Low,0.00,0.00,10.03,151.50,83.01,Relatively Low,December 2025
24108,T15003002702,Hawaii,HI,15,Honolulu,County,003,15003,002702,15003002702,4705,"1,033,613,532.00",0.00,0.40,,0.00,0.17,"42,928,397.51",226.60,"3,104,387,264.75","3,147,315,662.26",0.00,0.00,Relatively Low,5.68,0.00,548.86,554.54,89.46,Relatively Low,0.00,0.00,11.18,650.97,90.30,Relatively Low,December 2025
24109,T15003002801,Hawaii,HI,15,Honolulu,County,003,15003,002801,15003002801,1778,"410,886,116.00",0.00,0.26,,0.00,0.15,"79,093,843.39",396.31,"5,429,489,460.52","5,508,583,303.91",0.00,0.00,Relatively Low,25.02,0.00,"2,294.36","2,319.38",94.45,Relatively Low,0.00,0.00,11.92,"3,542.29",95.62,Relatively Low,December 2025
24110,T15003002802,Hawaii,HI,15,Honolulu,County,003,15003,002802,15003002802,2353,"336,826,557.00",0.00,0.64,,0.00,0.20,"102,242,243.44",708.67,"9,708,738,056.92","9,810,980,300.37",0.00,0.00,Relatively Moderate,112.61,0.00,"14,286.45","14,399.06",97.89,Relatively Moderate,0.00,0.00,11.44,"16,211.50",98.24,Relatively Moderate,December 2025
24111,T15003002900,Hawaii,HI,15,Honolulu,County,003,15003,002900,15003002900,2251,"332,975,387.00",0.00,0.46,,0.00,0.12,"41,881,411.94",533.86,"7,313,884,699.93","7,355,766,111.87",0.00,0.00,Relatively Low,26.26,0.00,"6,127.26","6,153.52",96.62,Relatively Moderate,0.00,0.00,10.39,"4,838.54",96.31,Relatively Moderate,December 2025
24112,T15003003000,Hawaii,HI,15,Honolulu,County,003,15003,003000,15003003000,4305,"911,851,857.00",0.00,0.59,,0.00,0.34,"136,041,239.10",528.24,"7,236,832,803.65","7,372,874,042.75",0.00,0.00,Relatively Low,46.77,0.00,"3,324.02","3,370.79",95.35,Relatively Low,0.00,0.00,12.64,"3,614.12",95.67,Relatively Moderate,December 2025
24113,T15003003102,Hawaii,HI,15,Honolulu,County,003,15003,003102,15003003102,3345,"626,336,494.00",0.00,1.52,,0.00,0.17,"30,822,740.18",143.45,"1,965,307,111.14","1,996,129,851.32",0.00,0.00,Relatively Moderate,80.32,0.00,"6,842.03","6,922.35",96.84,Relatively Moderate,0.00,0.00,12.27,"7,340.11",97.11,Relatively Moderate,December 2025
24114,T15003003103,Hawaii,HI,15,Honolulu,County,003,15003,003103,15003003103,1567,"254,393,001.00",0.00,1.76,,0.00,0.09,"41,012,793.91",244.45,"3,349,021,922.57","3,390,034,716.48",0.00,0.00,Relatively Moderate,179.39,0.00,"19,569.97","19,749.35",98.24,Relatively Moderate,0.00,0.00,11.81,"21,032.77",98.54,Relatively Moderate,December 2025
24115,T15003003104,Hawaii,HI,15,Honolulu,County,003,15003,003104,15003003104,2175,"416,250,673.00",0.00,0.34,,0.00,0.20,"89,677,769.92",431.87,"5,916,664,309.80","6,006,342,079.72",0.00,0.00,Relatively Low,23.53,0.00,"2,074.00","2,097.53",94.17,Relatively Low,0.00,0.00,12.01,"2,001.25",94.22,Relatively Low,December 2025
24116,T15003003404,Hawaii,HI,15,Honolulu,County,003,15003,003404,15003003404,4517,"611,754,376.00",0.00,0.10,,0.00,0.05,"10,079,624.04",65.39,"895,819,203.82","905,898,827.86",0.00,0.00,Very Low,0.08,0.00,9.16,9.23,60.74,Very Low,0.00,0.00,9.88,14.24,64.67,Very Low,December 2025
24117,T15003003408,Hawaii,HI,15,Honolulu,County,003,15003,003408,15003003408,2256,"252,146,055.00",0.00,0.04,,0.00,0.00,"89,028.99",0.79,"10,828,272.66","10,917,301.64",0.00,0.00,Very Low,0.00,0.00,0.02,0.02,15.12,Very Low,0.00,0.00,9.16,0.03,15.28,Very Low,December 2025
24118,T15003003409,Hawaii,HI,15,Honolulu,County,003,15003,003409,15003003409,1901,"241,294,964.00",0.00,0.03,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24119,T15003003410,Hawaii,HI,15,Honolulu,County,003,15003,003410,15003003410,1482,"153,741,416.00",0.00,0.03,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24120,T15003003411,Hawaii,HI,15,Honolulu,County,003,15003,003411,15003003411,1231,"139,895,379.00",0.00,0.02,,0.00,0.02,"8,914,822.31",71.54,"980,086,069.92","989,000,892.23",0.00,0.00,Very Low,0.04,0.00,6.31,6.35,57.01,Very Low,0.00,0.00,9.90,6.15,56.27,Very Low,December 2025
24121,T15003003412,Hawaii,HI,15,Honolulu,County,003,15003,003412,15003003412,1618,"239,808,140.00",0.00,0.06,,0.00,0.04,"34,976,772.39",222.78,"3,052,084,964.11","3,087,061,736.50",0.00,0.00,Very Low,0.73,0.00,85.22,85.95,79.17,Very Low,0.00,0.00,10.71,93.39,79.85,Very Low,December 2025
24122,T15003003413,Hawaii,HI,15,Honolulu,County,003,15003,003413,15003003413,2532,"295,198,402.00",0.00,0.06,,0.00,0.02,"2,427,691.67",19.48,"266,808,247.93","269,235,939.59",0.00,0.00,Very Low,0.01,0.00,1.17,1.18,40.26,Very Low,0.00,0.00,9.48,1.27,40.24,Very Low,December 2025
24123,T15003003414,Hawaii,HI,15,Honolulu,County,003,15003,003414,15003003414,4118,"546,844,676.00",0.00,0.10,,0.00,0.02,"3,568,955.79",30.28,"414,767,818.96","418,336,774.75",0.00,0.00,Very Low,0.02,0.00,2.90,2.92,49.14,Very Low,0.00,0.00,9.48,4.53,53.20,Very Low,December 2025
24124,T15003003501,Hawaii,HI,15,Honolulu,County,003,15003,003501,15003003501,2286,"596,224,147.00",0.00,0.12,,0.00,0.01,"679,629.70",5.94,"81,318,978.31","81,998,608.01",0.00,0.00,Very Low,0.00,0.00,0.55,0.55,33.57,Very Low,0.00,0.00,9.31,0.94,37.46,Very Low,December 2025
24125,T15003003503,Hawaii,HI,15,Honolulu,County,003,15003,003503,15003003503,1500,"420,496,843.00",0.00,0.07,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24126,T15003003504,Hawaii,HI,15,Honolulu,County,003,15003,003504,15003003504,2712,"475,249,248.00",0.00,0.09,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24127,T15003003603,Hawaii,HI,15,Honolulu,County,003,15003,003603,15003003603,3181,"343,897,583.00",0.00,0.06,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24128,T15003003604,Hawaii,HI,15,Honolulu,County,003,15003,003604,15003003604,2554,"556,555,954.00",0.00,0.07,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24129,T15003003605,Hawaii,HI,15,Honolulu,County,003,15003,003605,15003003605,1036,"302,668,789.00",0.00,0.06,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24130,T15003003606,Hawaii,HI,15,Honolulu,County,003,15003,003606,15003003606,3058,"599,291,146.00",0.00,0.09,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24131,T15003003701,Hawaii,HI,15,Honolulu,County,003,15003,003701,15003003701,2522,"403,859,237.00",0.00,0.07,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24132,T15003003702,Hawaii,HI,15,Honolulu,County,003,15003,003702,15003003702,3929,"500,541,596.00",0.00,0.10,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24133,T15003003703,Hawaii,HI,15,Honolulu,County,003,15003,003703,15003003703,3434,"1,568,260,956.00",0.00,0.88,,0.00,0.00,"2,805.53",0.00,0.00,"2,805.53",0.00,0.00,Very Low,0.00,0.00,0.00,0.00,8.64,Very Low,0.00,0.00,30.20,0.00,8.73,Very Low,December 2025
24134,T15003003801,Hawaii,HI,15,Honolulu,County,003,15003,003801,15003003801,4909,"833,000,973.00",0.00,0.49,,0.00,0.00,"119,656.88",0.18,"2,406,115.59","2,525,772.47",0.00,0.00,Very Low,0.00,0.00,0.05,0.06,18.76,Very Low,0.00,0.00,10.56,0.06,18.78,Very Low,December 2025
24135,T15003003802,Hawaii,HI,15,Honolulu,County,003,15003,003802,15003003802,5114,"677,184,256.00",0.00,0.11,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24136,T15003003900,Hawaii,HI,15,Honolulu,County,003,15003,003900,15003003900,559,"936,277,982.00",0.00,0.55,,0.00,0.00,"699,087.17",0.51,"6,948,664.10","7,647,751.27",0.00,0.00,Very Low,0.01,0.00,0.12,0.13,23.02,Very Low,0.00,0.00,12.18,0.23,25.91,Very Low,December 2025
24137,T15003004000,Hawaii,HI,15,Honolulu,County,003,15003,004000,15003004000,1627,"2,136,812,541.00",0.00,0.12,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
