OBJECTID,National Risk Index ID,State Name,State Name Abbreviation,State FIPS Code,County Name,County Type,County FIPS Code,State-County FIPS Code,Census Tract,Census Tract FIPS Code,Population (2020),Building Value ($),Agriculture Value ($),Area (sq mi),Hurricane - Number of Events,Hurricane - Annualized Frequency,Hurricane - Exposure - Impacted Area (sq mi),Hurricane - Exposure - Building Value,Hurricane - Exposure - Population,Hurricane - Exposure - Population Equivalence,Hurricane - Exposure - Agriculture Value,Hurricane - Exposure - Total,Hurricane - Historic Loss Ratio - Buildings,Hurricane - Historic Loss Ratio - Population,Hurricane - Historic Loss Ratio - Agriculture,Hurricane - Historic Loss Ratio - Total Rating,Hurricane - Expected Annual Loss - Building Value,Hurricane - Expected Annual Loss - Population,Hurricane - Expected Annual Loss - Population Equivalence,Hurricane - Expected Annual Loss - Agriculture Value,Hurricane - Expected Annual Loss - Total,Hurricane - Expected Annual Loss Score,Hurricane - Expected Annual Loss Rating,Hurricane - Expected Annual Loss Rate - Building,Hurricane - Expected Annual Loss Rate - Population,Hurricane - Expected Annual Loss Rate - Agriculture,Hurricane - Expected Annual Loss Rate - National Percentile,Hurricane - Hazard Type Risk Index Value,Hurricane - Hazard Type Risk Index Score,Hurricane - Hazard Type Risk Index Rating,National Risk Index Version
24195,T15003007701,Hawaii,HI,15,Honolulu,County,003,15003,007701,15003007701,4906,"656,275,257.00",0.00,0.96,0,0.02,0.96,"656,275,257.00","4,906","67,212,200,000.00",0.00,"67,868,475,257.00",0.00,0.00,0.00,Very Low,"3,624.45",0.00,534.78,0.00,"4,159.23",45.55,Very Low,0.00,0.00,0.00,38.53,"4,974.58",46.51,Very Low,December 2025
24196,T15003007702,Hawaii,HI,15,Honolulu,County,003,15003,007702,15003007702,5487,"983,354,968.00",0.00,2.43,0,0.03,2.43,"983,354,968.00","5,487","75,171,900,000.00",0.00,"76,155,254,968.00",0.00,0.00,0.00,Very Low,"5,804.18",0.00,702.26,0.00,"6,506.44",48.97,Very Low,0.00,0.00,0.00,40.54,"7,732.69",49.82,Very Low,December 2025
24197,T15003007804,Hawaii,HI,15,Honolulu,County,003,15003,007804,15003007804,2005,"250,067,688.00",0.00,0.18,0,0.01,0.18,"250,067,688.00","2,005","27,468,500,000.00",0.00,"27,718,567,688.00",0.00,0.00,0.00,Very Low,560.88,0.00,97.51,0.00,658.40,30.87,Very Low,0.00,0.00,0.00,30.94,824.54,32.19,Very Low,December 2025
24198,T15003007807,Hawaii,HI,15,Honolulu,County,003,15003,007807,15003007807,5292,"566,790,774.00",0.00,0.14,0,0.01,0.14,"566,790,774.00","5,292","72,500,400,000.00",0.00,"73,067,190,774.00",0.00,0.00,0.00,Very Low,"2,131.60",0.00,441.29,0.00,"2,572.89",41.57,Very Low,0.00,0.00,0.00,33.41,"3,079.51",42.58,Very Low,December 2025
24199,T15003007808,Hawaii,HI,15,Honolulu,County,003,15003,007808,15003007808,3459,"1,314,358,636.00","83,770.00",0.75,0,0.01,0.75,"1,314,358,636.00","3,459","47,388,300,000.00","83,770.00","48,702,742,406.00",0.00,0.00,0.00,Very Low,"2,416.28",0.00,167.11,0.49,"2,583.88",41.60,Very Low,0.00,0.00,0.00,33.45,"2,031.71",39.14,Very Low,December 2025
24200,T15003007809,Hawaii,HI,15,Honolulu,County,003,15003,007809,15003007809,3363,"677,696,119.00",0.00,0.96,0,0.02,0.96,"677,696,119.00","3,363","46,073,100,000.00",0.00,"46,750,796,119.00",0.00,0.00,0.00,Very Low,"2,879.43",0.00,238.14,0.00,"3,117.57",43.22,Very Low,0.00,0.00,0.00,39.31,"3,501.09",43.70,Very Low,December 2025
24201,T15003007812,Hawaii,HI,15,Honolulu,County,003,15003,007812,15003007812,2164,"302,896,418.00",0.00,0.29,0,0.01,0.29,"302,896,418.00","2,164","29,646,800,000.00",0.00,"29,949,696,418.00",0.00,0.00,0.00,Very Low,679.37,0.00,105.25,0.00,784.62,32.17,Very Low,0.00,0.00,0.00,31.43,934.37,33.11,Very Low,December 2025
24202,T15003007813,Hawaii,HI,15,Honolulu,County,003,15003,007813,15003007813,2880,"359,569,228.00",0.00,0.21,0,0.01,0.21,"359,569,228.00","2,880","39,456,000,000.00",0.00,"39,815,569,228.00",0.00,0.00,0.00,Very Low,806.49,0.00,140.07,0.00,946.55,33.57,Very Low,0.00,0.00,0.00,30.90,933.62,33.11,Very Low,December 2025
24203,T15003007814,Hawaii,HI,15,Honolulu,County,003,15003,007814,15003007814,3416,"614,023,274.00",0.00,0.59,0,0.01,0.59,"614,023,274.00","3,416","46,799,200,000.00",0.00,"47,413,223,274.00",0.00,0.00,0.00,Very Low,"1,659.76",0.00,198.30,0.00,"1,858.06",38.90,Very Low,0.00,0.00,0.00,33.95,"2,148.91",39.59,Very Low,December 2025
24204,T15003007815,Hawaii,HI,15,Honolulu,County,003,15003,007815,15003007815,2034,"392,270,154.00",0.00,7.77,0,0.02,7.77,"392,270,154.00","2,034","27,865,800,000.00",0.00,"28,258,070,154.00",0.00,0.00,0.00,Very Low,961.63,0.00,130.76,0.00,"1,092.39",34.69,Very Low,0.00,0.00,0.00,32.81,858.95,32.48,Very Low,December 2025
24205,T15003007816,Hawaii,HI,15,Honolulu,County,003,15003,007816,15003007816,3443,"478,000,276.00",0.00,4.36,0,0.03,4.36,"478,000,276.00","3,443","47,169,100,000.00",0.00,"47,647,100,276.00",0.00,0.00,0.00,Very Low,"2,090.67",0.00,318.23,0.00,"2,408.89",41.03,Very Low,0.00,0.00,0.00,36.36,"2,559.54",41.04,Very Low,December 2025
24206,T15003007817,Hawaii,HI,15,Honolulu,County,003,15003,007817,15003007817,1631,"239,162,169.00",0.00,0.30,0,0.02,0.30,"239,162,169.00","1,631","22,344,700,000.00",0.00,"22,583,862,169.00",0.00,0.00,0.00,Very Low,813.78,0.00,104.48,0.00,918.26,33.34,Very Low,0.00,0.00,0.00,35.61,895.28,32.77,Very Low,December 2025
24207,T15003008001,Hawaii,HI,15,Honolulu,County,003,15003,008001,15003008001,2664,"393,391,118.00","91,077.00",0.75,0,0.01,0.75,"393,391,118.00","2,664","36,496,800,000.00","91,077.00","36,890,282,195.00",0.00,0.00,0.00,Very Low,882.34,0.00,129.56,0.53,"1,012.44",34.10,Very Low,0.00,0.00,0.00,31.83,"1,696.68",37.71,Very Low,December 2025
24208,T15003008002,Hawaii,HI,15,Honolulu,County,003,15003,008002,15003008002,2897,"792,473,061.00",0.00,0.49,0,0.01,0.49,"792,473,061.00","2,897","39,688,900,000.00",0.00,"40,481,373,061.00",0.00,0.00,0.00,Very Low,"1,777.45",0.00,140.90,0.00,"1,918.35",39.15,Very Low,0.00,0.00,0.00,33.96,"2,227.62",39.90,Very Low,December 2025
24209,T15003008005,Hawaii,HI,15,Honolulu,County,003,15003,008005,15003008005,6997,"807,797,201.00",0.00,5.16,0,0.02,5.16,"807,797,201.00","6,997","95,858,900,000.00",0.00,"96,666,697,201.00",0.00,0.00,0.00,Very Low,"1,661.29",0.00,309.38,0.00,"1,970.67",39.39,Very Low,0.00,0.00,0.00,30.07,"2,518.42",40.91,Very Low,December 2025
24210,T15003008008,Hawaii,HI,15,Honolulu,County,003,15003,008008,15003008008,1655,"184,577,491.00",0.00,0.19,0,0.01,0.19,"184,577,491.00","1,655","22,673,500,000.00",0.00,"22,858,077,491.00",0.00,0.00,0.00,Very Low,413.99,0.00,80.49,0.00,494.48,28.94,Very Low,0.00,0.00,0.00,30.26,431.58,28.00,Very Low,December 2025
24211,T15003008009,Hawaii,HI,15,Honolulu,County,003,15003,008009,15003008009,2760,"535,107,553.00",0.00,0.39,0,0.01,0.39,"535,107,553.00","2,760","37,812,000,000.00",0.00,"38,347,107,553.00",0.00,0.00,0.00,Very Low,"1,200.20",0.00,134.23,0.00,"1,334.44",36.29,Very Low,0.00,0.00,0.00,32.87,"1,754.51",37.97,Very Low,December 2025
24212,T15003008010,Hawaii,HI,15,Honolulu,County,003,15003,008010,15003008010,2439,"272,320,898.00",0.00,0.20,0,0.01,0.20,"272,320,898.00","2,439","33,414,300,000.00",0.00,"33,686,620,898.00",0.00,0.00,0.00,Very Low,610.79,0.00,118.62,0.00,729.41,31.58,Very Low,0.00,0.00,0.00,30.23,646.50,30.55,Very Low,December 2025
24213,T15003008011,Hawaii,HI,15,Honolulu,County,003,15003,008011,15003008011,2697,"592,100,463.00",0.00,0.60,0,0.01,0.60,"592,100,463.00","2,697","36,948,900,000.00",0.00,"37,541,000,463.00",0.00,0.00,0.00,Very Low,"1,328.03",0.00,131.17,0.00,"1,459.20",37.03,Very Low,0.00,0.00,0.00,33.32,"1,531.90",36.91,Very Low,December 2025
24214,T15003008012,Hawaii,HI,15,Honolulu,County,003,15003,008012,15003008012,2933,"423,544,032.00",0.00,0.31,0,0.01,0.31,"423,544,032.00","2,933","40,182,100,000.00",0.00,"40,605,644,032.00",0.00,0.00,0.00,Very Low,949.98,0.00,142.65,0.00,"1,092.62",34.69,Very Low,0.00,0.00,0.00,31.71,"1,615.43",37.33,Very Low,December 2025
24215,T15003008013,Hawaii,HI,15,Honolulu,County,003,15003,008013,15003008013,2634,"361,596,402.00",0.00,0.27,0,0.01,0.27,"361,596,402.00","2,634","36,085,800,000.00",0.00,"36,447,396,402.00",0.00,0.00,0.00,Very Low,811.03,0.00,128.10,0.00,939.14,33.51,Very Low,0.00,0.00,0.00,31.42,929.01,33.06,Very Low,December 2025
24216,T15003008301,Hawaii,HI,15,Honolulu,County,003,15003,008301,15003008301,4550,"522,338,942.00","2,967,460.00",6.74,0,0.01,5.85,"522,338,942.00","4,550","62,335,000,000.00","2,967,460.00","62,860,306,402.00",0.00,0.00,0.00,Very Low,"1,171.56",0.00,221.29,17.35,"1,410.20",36.72,Very Low,0.00,0.00,0.00,30.56,"1,108.85",34.44,Very Low,December 2025
24217,T15003008302,Hawaii,HI,15,Honolulu,County,003,15003,008302,15003008302,7253,"752,770,119.00","18,067.00",0.60,0,0.01,0.60,"752,770,119.00","7,253","99,366,100,000.00","18,067.00","100,118,888,186.00",0.00,0.00,0.00,Very Low,"1,688.40",0.00,352.75,0.11,"2,041.26",39.69,Very Low,0.00,0.00,0.00,29.58,"1,887.74",38.57,Very Low,December 2025
24218,T15003008405,Hawaii,HI,15,Honolulu,County,003,15003,008405,15003008405,4988,"529,392,716.00","50,675.00",0.42,0,0.01,0.42,"529,392,716.00","4,988","68,335,600,000.00","50,675.00","68,865,043,391.00",0.00,0.00,0.00,Very Low,"1,187.39",0.00,242.59,0.30,"1,430.27",36.87,Very Low,0.00,0.00,0.00,29.73,"1,601.12",37.27,Very Low,December 2025
24219,T15003008407,Hawaii,HI,15,Honolulu,County,003,15003,008407,15003008407,3778,"495,721,098.00",0.00,0.29,0,0.01,0.29,"495,721,098.00","3,778","51,758,600,000.00",0.00,"52,254,321,098.00",0.00,0.00,0.00,Very Low,"1,111.86",0.00,183.74,0.00,"1,295.61",36.01,Very Low,0.00,0.00,0.00,31.23,"1,818.07",38.26,Very Low,December 2025
24220,T15003008408,Hawaii,HI,15,Honolulu,County,003,15003,008408,15003008408,9057,"1,275,953,976.00","5,718.00",1.73,0,0.01,1.58,"1,275,953,976.00","9,057","124,080,900,000.00","5,718.00","125,356,859,694.00",0.00,0.00,0.00,Very Low,"2,861.86",0.00,440.49,0.03,"3,302.38",43.70,Very Low,0.00,0.00,0.00,31.55,"2,596.68",41.16,Very Low,December 2025
24221,T15003008410,Hawaii,HI,15,Honolulu,County,003,15003,008410,15003008410,6931,"638,435,481.00",0.00,0.72,0,0.01,0.72,"638,435,481.00","6,931","94,954,700,000.00",0.00,"95,593,135,481.00",0.00,0.00,0.00,Very Low,"1,431.96",0.00,337.09,0.00,"1,769.05",38.54,Very Low,0.00,0.00,0.00,28.74,"1,391.01",36.20,Very Low,December 2025
24222,T15003008411,Hawaii,HI,15,Honolulu,County,003,15003,008411,15003008411,3609,"381,888,273.00",0.00,0.50,0,0.01,0.50,"381,888,273.00","3,609","49,443,300,000.00",0.00,"49,825,188,273.00",0.00,0.00,0.00,Very Low,856.54,0.00,175.52,0.00,"1,032.07",34.27,Very Low,0.00,0.00,0.00,29.69,906.28,32.88,Very Low,December 2025
24223,T15003008413,Hawaii,HI,15,Honolulu,County,003,15003,008413,15003008413,3400,"237,916,277.00",0.00,0.19,0,0.01,0.19,"237,916,277.00","3,400","46,580,000,000.00",0.00,"46,817,916,277.00",0.00,0.00,0.00,Very Low,533.63,0.00,165.36,0.00,698.99,31.29,Very Low,0.00,0.00,0.00,27.13,549.62,29.48,Very Low,December 2025
24224,T15003008414,Hawaii,HI,15,Honolulu,County,003,15003,008414,15003008414,2168,"291,005,740.00","35,205.00",0.67,0,0.01,0.67,"291,005,740.00","2,168","29,701,600,000.00","35,205.00","29,992,640,945.00",0.00,0.00,0.00,Very Low,652.70,0.00,105.44,0.21,758.35,31.90,Very Low,0.00,0.00,0.00,31.33,596.29,29.99,Very Low,December 2025
24225,T15003008415,Hawaii,HI,15,Honolulu,County,003,15003,008415,15003008415,4275,"398,034,765.00",0.00,0.23,0,0.01,0.23,"398,034,765.00","4,275","58,567,500,000.00",0.00,"58,965,534,765.00",0.00,0.00,0.00,Very Low,892.76,0.00,207.91,0.00,"1,100.67",34.74,Very Low,0.00,0.00,0.00,28.82,865.47,32.53,Very Low,December 2025
24226,T15003008416,Hawaii,HI,15,Honolulu,County,003,15003,008416,15003008416,2217,"236,011,376.00",0.00,0.10,0,0.01,0.10,"236,011,376.00","2,217","30,372,900,000.00",0.00,"30,608,911,376.00",0.00,0.00,0.00,Very Low,529.35,0.00,107.82,0.00,637.18,30.64,Very Low,0.00,0.00,0.00,29.77,501.02,28.90,Very Low,December 2025
24227,T15003008417,Hawaii,HI,15,Honolulu,County,003,15003,008417,15003008417,3661,"407,826,059.00",0.00,0.16,0,0.01,0.16,"407,826,059.00","3,661","50,155,700,000.00",0.00,"50,563,526,059.00",0.00,0.00,0.00,Very Low,914.72,0.00,178.05,0.00,"1,092.77",34.69,Very Low,0.00,0.00,0.00,30.12,859.25,32.48,Very Low,December 2025
24228,T15003008418,Hawaii,HI,15,Honolulu,County,003,15003,008418,15003008418,5762,"506,980,367.00",0.00,0.58,0,0.01,0.42,"506,980,367.00","5,762","78,939,400,000.00",0.00,"79,446,380,367.00",0.00,0.00,0.00,Very Low,"1,137.12",0.00,280.23,0.00,"1,417.35",36.77,Very Low,0.00,0.00,0.00,28.36,"1,729.54",37.85,Very Low,December 2025
24229,T15003008502,Hawaii,HI,15,Honolulu,County,003,15003,008502,15003008502,2341,"810,259,743.00","847,040.00",8.38,0,0.01,7.70,"810,259,743.00","2,341","32,071,700,000.00","847,040.00","32,882,806,783.00",0.00,0.00,0.00,Very Low,"1,817.35",0.00,113.85,4.95,"1,936.15",39.24,Very Low,0.00,0.00,0.00,34.54,"2,971.64",42.28,Very Low,December 2025
24230,T15003008609,Hawaii,HI,15,Honolulu,County,003,15003,008609,15003008609,2179,"404,871,278.00",0.00,1.07,0,0.01,1.07,"404,871,278.00","2,179","29,852,300,000.00",0.00,"30,257,171,278.00",0.00,0.00,0.00,Very Low,908.09,0.00,105.98,0.00,"1,014.07",34.11,Very Low,0.00,0.00,0.00,32.76,797.37,31.99,Very Low,December 2025
24231,T15003008610,Hawaii,HI,15,Honolulu,County,003,15003,008610,15003008610,1240,"566,127,926.00",0.00,1.63,0,0.01,0.83,"566,127,926.00","1,240","16,988,000,000.00",0.00,"17,554,127,926.00",0.00,0.00,0.00,Very Low,"1,269.78",0.00,60.31,0.00,"1,330.09",36.26,Very Low,0.00,0.00,0.00,34.92,"1,218.97",35.16,Very Low,December 2025
24232,T15003008611,Hawaii,HI,15,Honolulu,County,003,15003,008611,15003008611,38,"71,617,416.00",54.00,5.73,0,0.01,5.10,"71,617,416.00",38,"520,600,000.00",54.00,"592,217,470.00",0.00,0.00,0.00,Relatively Low,160.63,0.00,1.85,0.00,162.48,22.11,Very Low,0.00,0.00,0.00,36.72,127.76,20.60,Very Low,December 2025
24233,T15003008623,Hawaii,HI,15,Honolulu,County,003,15003,008623,15003008623,4408,"868,597,257.00","3,020,689.00",2.01,0,0.01,2.01,"868,597,257.00","4,408","60,389,600,000.00","3,020,689.00","61,261,217,946.00",0.00,0.00,0.00,Very Low,"1,948.19",0.00,214.38,17.66,"2,180.24",40.23,Very Low,0.00,0.00,0.00,33.02,"1,714.33",37.80,Very Low,December 2025
24234,T15003008624,Hawaii,HI,15,Honolulu,County,003,15003,008624,15003008624,3027,"321,665,541.00",0.00,0.36,0,0.01,0.36,"321,665,541.00","3,027","41,469,900,000.00",0.00,"41,791,565,541.00",0.00,0.00,0.00,Very Low,721.47,0.00,147.22,0.00,868.69,32.94,Very Low,0.00,0.00,0.00,29.88,888.34,32.72,Very Low,December 2025
24235,T15003008625,Hawaii,HI,15,Honolulu,County,003,15003,008625,15003008625,4032,"230,807,235.00",0.00,0.28,0,0.01,0.28,"230,807,235.00","4,032","55,238,400,000.00",0.00,"55,469,207,235.00",0.00,0.00,0.00,Very Low,517.68,0.00,196.10,0.00,713.78,31.44,Very Low,0.00,0.00,0.00,25.55,719.12,31.25,Very Low,December 2025
24236,T15003008626,Hawaii,HI,15,Honolulu,County,003,15003,008626,15003008626,3973,"372,338,837.00",171.00,0.93,0,0.01,0.93,"372,338,837.00","3,973","54,430,100,000.00",171.00,"54,802,439,008.00",0.00,0.00,0.00,Very Low,835.13,0.00,193.23,0.00,"1,028.35",34.24,Very Low,0.00,0.00,0.00,28.93,936.74,33.13,Very Low,December 2025
24237,T15003008627,Hawaii,HI,15,Honolulu,County,003,15003,008627,15003008627,8147,"855,249,825.00","35,453,248.00",28.67,0,0.01,28.67,"855,249,825.00","8,147","111,613,900,000.00","35,453,248.00","112,504,603,073.00",0.00,0.00,0.00,Very Low,"1,918.26",0.00,396.23,207.25,"2,521.74",41.40,Very Low,0.00,0.00,0.00,30.74,"2,518.81",40.92,Very Low,December 2025
24238,T15003008628,Hawaii,HI,15,Honolulu,County,003,15003,008628,15003008628,3847,"352,570,005.00",0.00,0.25,0,0.01,0.25,"352,570,005.00","3,847","52,703,900,000.00",0.00,"53,056,470,005.00",0.00,0.00,0.00,Very Low,790.79,0.00,187.10,0.00,977.89,33.83,Very Low,0.00,0.00,0.00,28.64,895.93,32.78,Very Low,December 2025
24239,T15003008629,Hawaii,HI,15,Honolulu,County,003,15003,008629,15003008629,2110,"158,468,843.00",0.00,0.10,0,0.01,0.10,"158,468,843.00","2,110","28,907,000,000.00",0.00,"29,065,468,843.00",0.00,0.00,0.00,Very Low,355.43,0.00,102.62,0.00,458.05,28.46,Very Low,0.00,0.00,0.00,27.43,360.17,26.87,Very Low,December 2025
24240,T15003008630,Hawaii,HI,15,Honolulu,County,003,15003,008630,15003008630,2779,"258,321,693.00",0.00,0.28,0,0.01,0.28,"258,321,693.00","2,779","38,072,300,000.00",0.00,"38,330,621,693.00",0.00,0.00,0.00,Very Low,579.39,0.00,135.16,0.00,714.55,31.45,Very Low,0.00,0.00,0.00,28.75,561.85,29.62,Very Low,December 2025
24241,T15003008631,Hawaii,HI,15,Honolulu,County,003,15003,008631,15003008631,3226,"395,010,992.00",0.00,1.69,0,0.01,1.69,"395,010,992.00","3,226","44,196,200,000.00",0.00,"44,591,210,992.00",0.00,0.00,0.00,Very Low,885.98,0.00,156.90,0.00,"1,042.87",34.34,Very Low,0.00,0.00,0.00,30.73,820.02,32.17,Very Low,December 2025
24242,T15003008632,Hawaii,HI,15,Honolulu,County,003,15003,008632,15003008632,5317,"556,424,387.00","251,217.00",1.10,0,0.01,1.10,"556,424,387.00","5,317","72,842,900,000.00","251,217.00","73,399,575,604.00",0.00,0.00,0.00,Very Low,"1,248.02",0.00,258.59,1.47,"1,508.08",37.31,Very Low,0.00,0.00,0.00,29.76,"1,185.81",34.93,Very Low,December 2025
24243,T15003008633,Hawaii,HI,15,Honolulu,County,003,15003,008633,15003008633,2726,"371,108,131.00","129,477.00",0.47,0,0.01,0.47,"371,108,131.00","2,726","37,346,200,000.00","129,477.00","37,717,437,608.00",0.00,0.00,0.00,Very Low,832.37,0.00,132.58,0.76,965.70,33.74,Very Low,0.00,0.00,0.00,31.31,759.34,31.64,Very Low,December 2025
24244,T15003008634,Hawaii,HI,15,Honolulu,County,003,15003,008634,15003008634,2800,"232,625,806.00",0.00,0.27,0,0.01,0.27,"232,625,806.00","2,800","38,360,000,000.00",0.00,"38,592,625,806.00",0.00,0.00,0.00,Very Low,521.76,0.00,136.18,0.00,657.94,30.86,Very Low,0.00,0.00,0.00,27.89,517.34,29.10,Very Low,December 2025
24245,T15003008702,Hawaii,HI,15,Honolulu,County,003,15003,008702,15003008702,6490,"686,875,059.00","49,204.00",0.42,0,0.01,0.42,"686,875,059.00","6,490","88,913,000,000.00","49,204.00","89,599,924,263.00",0.00,0.00,0.00,Very Low,"1,540.61",0.00,315.64,0.29,"1,856.53",38.89,Very Low,0.00,0.00,0.00,29.76,"2,059.01",39.26,Very Low,December 2025
24246,T15003008704,Hawaii,HI,15,Honolulu,County,003,15003,008704,15003008704,3331,"483,648,857.00","109,780.00",0.76,0,0.01,0.76,"483,648,857.00","3,331","45,634,700,000.00","109,780.00","46,118,458,637.00",0.00,0.00,0.00,Very Low,"1,084.79",0.00,162.00,0.64,"1,247.43",35.72,Very Low,0.00,0.00,0.00,31.69,"1,294.41",35.63,Very Low,December 2025
24247,T15003008705,Hawaii,HI,15,Honolulu,County,003,15003,008705,15003008705,3250,"327,018,152.00",0.00,0.31,0,0.01,0.31,"327,018,152.00","3,250","44,525,000,000.00",0.00,"44,852,018,152.00",0.00,0.00,0.00,Very Low,733.48,0.00,158.06,0.00,891.54,33.13,Very Low,0.00,0.00,0.00,29.29,"1,365.65",36.05,Very Low,December 2025
24248,T15003008706,Hawaii,HI,15,Honolulu,County,003,15003,008706,15003008706,3591,"842,964,755.00",0.00,1.16,0,0.01,1.16,"842,964,755.00","3,591","49,196,700,000.00",0.00,"50,039,664,755.00",0.00,0.00,0.00,Very Low,"1,890.70",0.00,174.65,0.00,"2,065.35",39.79,Very Low,0.00,0.00,0.00,33.45,"2,611.47",41.22,Very Low,December 2025
24249,T15003008707,Hawaii,HI,15,Honolulu,County,003,15003,008707,15003008707,6985,"450,538,176.00",0.00,0.32,0,0.01,0.32,"450,538,176.00","6,985","95,694,500,000.00",0.00,"96,145,038,176.00",0.00,0.00,0.00,Very Low,"1,010.52",0.00,339.72,0.00,"1,350.24",36.39,Very Low,0.00,0.00,0.00,26.41,"1,464.35",36.58,Very Low,December 2025
24250,T15003008801,Hawaii,HI,15,Honolulu,County,003,15003,008801,15003008801,4056,"226,703,522.00",0.00,0.16,0,0.01,0.16,"226,703,522.00","4,056","55,567,200,000.00",0.00,"55,793,903,522.00",0.00,0.00,0.00,Very Low,508.48,0.00,197.26,0.00,705.74,31.37,Very Low,0.00,0.00,0.00,25.36,666.18,30.75,Very Low,December 2025
24251,T15003008802,Hawaii,HI,15,Honolulu,County,003,15003,008802,15003008802,5304,"635,604,840.00",0.00,0.43,0,0.01,0.43,"635,604,840.00","5,304","72,664,800,000.00",0.00,"73,300,404,840.00",0.00,0.00,0.00,Very Low,"1,425.61",0.00,257.96,0.00,"1,683.57",38.14,Very Low,0.00,0.00,0.00,30.64,"1,780.39",38.10,Very Low,December 2025
24252,T15003008906,Hawaii,HI,15,Honolulu,County,003,15003,008906,15003008906,4026,"486,847,501.00",0.00,0.65,0,0.01,0.65,"486,847,501.00","4,026","55,156,200,000.00",0.00,"55,643,047,501.00",0.00,0.00,0.00,Very Low,"1,091.96",0.00,195.80,0.00,"1,287.76",35.96,Very Low,0.00,0.00,0.00,30.72,"1,228.44",35.22,Very Low,December 2025
24253,T15003008909,Hawaii,HI,15,Honolulu,County,003,15003,008909,15003008909,3820,"515,037,267.00",0.00,0.39,0,0.01,0.39,"515,037,267.00","3,820","52,334,000,000.00",0.00,"52,849,037,267.00",0.00,0.00,0.00,Very Low,"1,155.19",0.00,185.79,0.00,"1,340.97",36.33,Very Low,0.00,0.00,0.00,31.32,"1,222.43",35.17,Very Low,December 2025
24254,T15003008912,Hawaii,HI,15,Honolulu,County,003,15003,008912,15003008912,3103,"318,609,165.00",0.00,0.19,0,0.01,0.19,"318,609,165.00","3,103","42,511,100,000.00",0.00,"42,829,709,165.00",0.00,0.00,0.00,Very Low,714.61,0.00,150.91,0.00,865.53,32.91,Very Low,0.00,0.00,0.00,29.52,980.76,33.48,Very Low,December 2025
24255,T15003008913,Hawaii,HI,15,Honolulu,County,003,15003,008913,15003008913,5128,"404,962,635.00",0.00,0.32,0,0.01,0.32,"404,962,635.00","5,128","70,253,600,000.00",0.00,"70,658,562,635.00",0.00,0.00,0.00,Very Low,908.30,0.00,249.40,0.00,"1,157.70",35.14,Very Low,0.00,0.00,0.00,27.63,"1,111.90",34.46,Very Low,December 2025
24256,T15003008917,Hawaii,HI,15,Honolulu,County,003,15003,008917,15003008917,4579,"770,563,241.00","10,261.00",0.77,0,0.01,0.77,"770,563,241.00","4,579","62,732,300,000.00","10,261.00","63,502,873,502.00",0.00,0.00,0.00,Very Low,"1,728.31",0.00,222.70,0.06,"1,951.07",39.30,Very Low,0.00,0.00,0.00,32.49,"1,782.29",38.11,Very Low,December 2025
24257,T15003008918,Hawaii,HI,15,Honolulu,County,003,15003,008918,15003008918,5529,"766,428,744.00","27,638.00",0.92,0,0.01,0.92,"766,428,744.00","5,529","75,747,300,000.00","27,638.00","76,513,756,382.00",0.00,0.00,0.00,Very Low,"1,719.04",0.00,268.90,0.16,"1,988.10",39.44,Very Low,0.00,0.00,0.00,31.43,"1,563.25",37.06,Very Low,December 2025
24258,T15003008921,Hawaii,HI,15,Honolulu,County,003,15003,008921,15003008921,3121,"271,634,712.00",0.00,0.35,0,0.01,0.35,"271,634,712.00","3,121","42,757,700,000.00",0.00,"43,029,334,712.00",0.00,0.00,0.00,Very Low,609.25,0.00,151.79,0.00,761.04,31.93,Very Low,0.00,0.00,0.00,28.28,722.57,31.28,Very Low,December 2025
24259,T15003008926,Hawaii,HI,15,Honolulu,County,003,15003,008926,15003008926,1742,"333,238,530.00",0.00,0.90,0,0.01,0.90,"333,238,530.00","1,742","23,865,400,000.00",0.00,"24,198,638,530.00",0.00,0.00,0.00,Very Low,747.43,0.00,84.72,0.00,832.15,32.62,Very Low,0.00,0.00,0.00,32.84,654.32,30.61,Very Low,December 2025
24260,T15003008928,Hawaii,HI,15,Honolulu,County,003,15003,008928,15003008928,4102,"519,880,837.00",0.00,0.50,0,0.01,0.50,"519,880,837.00","4,102","56,197,400,000.00",0.00,"56,717,280,837.00",0.00,0.00,0.00,Very Low,"1,166.05",0.00,199.50,0.00,"1,365.55",36.48,Very Low,0.00,0.00,0.00,30.95,"1,073.74",34.20,Very Low,December 2025
24261,T15003008929,Hawaii,HI,15,Honolulu,County,003,15003,008929,15003008929,4906,"623,085,308.00",0.00,0.53,0,0.01,0.53,"623,085,308.00","4,906","67,212,200,000.00",0.00,"67,835,285,308.00",0.00,0.00,0.00,Very Low,"1,397.53",0.00,238.60,0.00,"1,636.13",37.92,Very Low,0.00,0.00,0.00,30.95,"2,047.68",39.22,Very Low,December 2025
24262,T15003008930,Hawaii,HI,15,Honolulu,County,003,15003,008930,15003008930,2416,"501,774,551.00",0.00,0.41,0,0.01,0.41,"501,774,551.00","2,416","33,099,200,000.00",0.00,"33,600,974,551.00",0.00,0.00,0.00,Very Low,"1,125.44",0.00,117.50,0.00,"1,242.94",35.69,Very Low,0.00,0.00,0.00,33.13,977.33,33.45,Very Low,December 2025
