OBJECTID,National Risk Index ID,State Name,State Name Abbreviation,State FIPS Code,County Name,County Type,County FIPS Code,State-County FIPS Code,Census Tract,Census Tract FIPS Code,Population (2020),Building Value ($),Agriculture Value ($),Area (sq mi),Tornado - Number of Events,Tornado - Annualized Frequency,Tornado - Exposure - Impacted Area (sq mi),Tornado - Exposure - Building Value,Tornado - Exposure - Population,Tornado - Exposure - Population Equivalence,Tornado - Exposure - Agriculture Value,Tornado - Exposure - Total,Tornado - Historic Loss Ratio - Buildings,Tornado - Historic Loss Ratio - Population,Tornado - Historic Loss Ratio - Agriculture,Tornado - Historic Loss Ratio - Total Rating,Tornado - Expected Annual Loss - Building Value,Tornado - Expected Annual Loss - Population,Tornado - Expected Annual Loss - Population Equivalence,Tornado - Expected Annual Loss - Agriculture Value,Tornado - Expected Annual Loss - Total,Tornado - Expected Annual Loss Score,Tornado - Expected Annual Loss Rating,Tornado - Expected Annual Loss Rate - Building,Tornado - Expected Annual Loss Rate - Population,Tornado - Expected Annual Loss Rate - Agriculture,Tornado - Expected Annual Loss Rate - National Percentile,Tornado - Hazard Type Risk Index Value,Tornado - Hazard Type Risk Index Score,Tornado - Hazard Type Risk Index Rating,National Risk Index Version
24321,T15003010303,Hawaii,HI,15,Honolulu,County,003,15003,010303,15003010303,5036,"635,802,284.00","2,820,757.00",18.46,0.00,0.00,14.45,"635,802,284.00","5,036.00","68,993,200,000.00","2,820,757.00","69,631,823,041.00",0.01,0.00,0.00,Very Low,"1,734.41",0.00,"1,181.64",2.43,"2,918.49",7.48,Very Low,0.00,0.00,0.00,13.94,"3,466.10",7.26,Very Low,December 2025
24322,T15003010305,Hawaii,HI,15,Honolulu,County,003,15003,010305,15003010305,5356,"820,562,886.00","15,343.00",4.12,0.00,0.00,3.45,"820,562,886.00","5,356.00","73,377,200,000.00","15,343.00","74,197,778,229.00",0.04,0.00,0.01,Very Low,"2,236.85",0.00,"1,256.62",0.01,"3,493.47",8.94,Very Low,0.00,0.00,0.00,14.88,"4,827.60",10.48,Very Low,December 2025
24323,T15003010308,Hawaii,HI,15,Honolulu,County,003,15003,010308,15003010308,3427,"484,618,530.00","38,404.00",3.86,0.00,0.00,3.19,"484,618,530.00","3,427.00","46,949,900,000.00","38,404.00","47,434,556,934.00",0.04,0.00,0.01,Very Low,"1,321.07",0.00,804.04,0.02,"2,125.13",5.69,Very Low,0.00,0.00,0.00,14.31,"1,671.00",3.89,Very Low,December 2025
24324,T15003010309,Hawaii,HI,15,Honolulu,County,003,15003,010309,15003010309,3897,"611,567,353.00","22,060.00",3.52,0.00,0.00,3.00,"611,567,353.00","3,897.00","53,388,900,000.00","22,060.00","54,000,489,413.00",0.04,0.00,0.01,Very Low,"1,667.13",0.00,914.31,0.02,"2,581.46",6.71,Very Low,0.00,0.00,0.00,15.09,"2,346.57",5.00,Very Low,December 2025
24325,T15003010310,Hawaii,HI,15,Honolulu,County,003,15003,010310,15003010310,2497,"390,660,028.00",0.00,1.29,0.00,0.00,1.17,"390,660,028.00","2,497.00","34,208,900,000.00",0.00,"34,599,560,028.00",0.11,0.00,0.00,Very Low,"1,064.94",0.00,585.84,0.00,"1,650.78",4.61,Very Low,0.00,0.00,0.00,14.77,"2,151.55",4.69,Very Low,December 2025
24326,T15003010503,Hawaii,HI,15,Honolulu,County,003,15003,010503,15003010503,2263,"325,394,217.00","8,443.00",0.54,0.00,0.00,0.54,"325,394,217.00","2,263.00","31,003,100,000.00","8,443.00","31,328,502,660.00",0.28,0.00,0.06,Very Low,887.02,0.00,530.94,0.00,"1,417.97",4.11,Very Low,0.00,0.00,0.00,14.59,"2,086.56",4.55,Very Low,December 2025
24327,T15003010505,Hawaii,HI,15,Honolulu,County,003,15003,010505,15003010505,3521,"600,196,686.00","5,213.00",2.18,0.00,0.00,1.97,"600,196,686.00","3,521.00","48,237,700,000.00","5,213.00","48,837,901,899.00",0.07,0.00,0.02,Very Low,"1,636.13",0.00,826.09,0.00,"2,462.22",6.44,Very Low,0.00,0.00,0.00,15.19,"2,781.96",5.79,Very Low,December 2025
24328,T15003010507,Hawaii,HI,15,Honolulu,County,003,15003,010507,15003010507,5510,"812,448,365.00",0.00,0.49,0.00,0.00,0.49,"812,448,365.00","5,510.00","75,487,000,000.00",0.00,"76,299,448,365.00",0.30,0.00,0.00,Very Low,"2,214.73",0.00,"1,292.75",0.00,"3,507.47",8.98,Very Low,0.00,0.00,0.00,14.52,"5,773.06",12.79,Very Low,December 2025
24329,T15003010508,Hawaii,HI,15,Honolulu,County,003,15003,010508,15003010508,2748,"456,099,495.00",0.00,0.68,0.00,0.00,0.65,"456,099,495.00","2,748.00","37,647,600,000.00",0.00,"38,103,699,495.00",0.22,0.00,0.00,Very Low,"1,243.32",0.00,644.73,0.00,"1,888.05",5.13,Very Low,0.00,0.00,0.00,15.13,"1,841.88",4.18,Very Low,December 2025
24330,T15003010509,Hawaii,HI,15,Honolulu,County,003,15003,010509,15003010509,2087,"200,322,642.00",0.00,0.16,0.00,0.00,0.16,"200,322,642.00","2,087.00","28,591,900,000.00",0.00,"28,792,222,642.00",0.94,0.01,0.00,Very Low,546.08,0.00,489.65,0.00,"1,035.73",3.21,Very Low,0.00,0.00,0.00,11.61,"1,051.64",2.80,Very Low,December 2025
24331,T15003010510,Hawaii,HI,15,Honolulu,County,003,15003,010510,15003010510,3273,"408,651,530.00",0.00,0.47,0.00,0.00,0.47,"408,651,530.00","3,273.00","44,840,100,000.00",0.00,"45,248,751,530.00",0.32,0.00,0.00,Very Low,"1,113.98",0.00,767.91,0.00,"1,881.88",5.11,Very Low,0.00,0.00,0.00,13.12,"1,984.02",4.38,Very Low,December 2025
24332,T15003010601,Hawaii,HI,15,Honolulu,County,003,15003,010601,15003010601,3921,"400,309,879.00",0.00,0.50,0.00,0.00,0.50,"400,309,879.00","3,921.00","53,717,700,000.00",0.00,"54,118,009,879.00",0.30,0.00,0.00,Very Low,"1,091.24",0.00,919.94,0.00,"2,011.18",5.41,Very Low,0.00,0.00,0.00,11.55,"2,254.75",4.86,Very Low,December 2025
24333,T15003010602,Hawaii,HI,15,Honolulu,County,003,15003,010602,15003010602,5986,"1,042,191,403.00",0.00,0.78,0.00,0.00,0.78,"1,042,191,403.00","5,986.00","82,008,200,000.00",0.00,"83,050,391,403.00",0.19,0.00,0.00,Very Low,"2,841.00",0.00,"1,404.43",0.00,"4,245.43",11.00,Very Low,0.00,0.00,0.00,15.60,"4,358.27",9.32,Very Low,December 2025
24334,T15003010701,Hawaii,HI,15,Honolulu,County,003,15003,010701,15003010701,4151,"747,242,871.00",0.00,1.89,0.00,0.00,1.66,"747,242,871.00","4,151.00","56,868,700,000.00",0.00,"57,615,942,871.00",0.08,0.00,0.00,Very Low,"2,036.98",0.00,973.90,0.00,"3,010.88",7.71,Very Low,0.00,0.00,0.00,15.51,"4,115.30",8.72,Very Low,December 2025
24335,T15003010702,Hawaii,HI,15,Honolulu,County,003,15003,010702,15003010702,3832,"495,633,895.00",0.00,1.62,0.00,0.00,1.28,"495,633,895.00","3,832.00","52,498,400,000.00",0.00,"52,994,033,895.00",0.09,0.00,0.00,Very Low,"1,351.09",0.00,899.06,0.00,"2,250.15",5.93,Very Low,0.00,0.00,0.00,13.59,"2,115.43",4.61,Very Low,December 2025
24336,T15003010901,Hawaii,HI,15,Honolulu,County,003,15003,010901,15003010901,3256,"624,903,574.00",0.00,1.27,0.00,0.00,1.08,"624,903,574.00","3,256.00","44,607,200,000.00",0.00,"45,232,103,574.00",0.12,0.00,0.00,Very Low,"1,703.48",0.00,763.92,0.00,"2,467.40",6.46,Very Low,0.00,0.00,0.00,16.06,"2,881.61",5.98,Very Low,December 2025
24337,T15003010903,Hawaii,HI,15,Honolulu,County,003,15003,010903,15003010903,4157,"561,742,335.00",0.00,0.32,0.00,0.00,0.32,"561,742,335.00","4,157.00","56,950,900,000.00",0.00,"57,512,642,335.00",0.46,0.00,0.00,Very Low,"1,531.30",0.00,975.31,0.00,"2,506.61",6.53,Very Low,0.00,0.00,0.00,14.03,"2,882.65",5.99,Very Low,December 2025
24338,T15003010904,Hawaii,HI,15,Honolulu,County,003,15003,010904,15003010904,3803,"522,436,861.00",0.00,0.38,0.00,0.00,0.38,"522,436,861.00","3,803.00","52,101,100,000.00",0.00,"52,623,536,861.00",0.39,0.00,0.00,Very Low,"1,424.16",0.00,892.25,0.00,"2,316.41",6.09,Very Low,0.00,0.00,0.00,13.99,"2,376.92",5.07,Very Low,December 2025
24339,T15003010905,Hawaii,HI,15,Honolulu,County,003,15003,010905,15003010905,2630,"482,564,582.00",0.00,0.21,0.00,0.00,0.21,"482,564,582.00","2,630.00","36,031,000,000.00",0.00,"36,513,564,582.00",0.70,0.00,0.00,Very Low,"1,315.47",0.00,617.05,0.00,"1,932.51",5.23,Very Low,0.00,0.00,0.00,15.88,"1,729.16",4.00,Very Low,December 2025
24340,T15003011000,Hawaii,HI,15,Honolulu,County,003,15003,011000,15003011000,3697,"1,248,635,272.00","246,613.00",9.64,1.00,0.00,7.51,"1,248,635,272.00","3,697.00","50,648,900,000.00","246,613.00","51,897,781,885.00",0.02,0.00,0.01,Very Low,"3,403.77",0.00,867.38,0.40,"4,271.55",11.08,Very Low,0.00,0.00,0.00,18.21,"3,948.24",8.32,Very Low,December 2025
24341,T15003011103,Hawaii,HI,15,Honolulu,County,003,15003,011103,15003011103,4212,"634,573,806.00","6,967.00",1.27,0.00,0.00,1.27,"634,573,806.00","4,212.00","57,704,400,000.00","6,967.00","58,338,980,773.00",0.12,0.00,0.02,Very Low,"1,729.84",0.00,988.21,0.00,"2,718.06",7.03,Very Low,0.00,0.00,0.00,14.92,"2,137.22",4.66,Very Low,December 2025
24342,T15003011104,Hawaii,HI,15,Honolulu,County,003,15003,011104,15003011104,5089,"821,584,108.00",0.00,0.78,1.00,0.00,0.78,"821,584,108.00","5,089.00","69,719,300,000.00",0.00,"70,540,884,108.00",0.19,0.00,0.00,Very Low,"2,239.63",0.00,"1,193.97",0.00,"3,433.60",8.78,Very Low,0.00,0.00,0.00,14.83,"3,163.14",6.58,Very Low,December 2025
24343,T15003011105,Hawaii,HI,15,Honolulu,County,003,15003,011105,15003011105,3664,"807,118,123.00",0.00,0.43,0.00,0.00,0.43,"807,118,123.00","3,664.00","50,196,800,000.00",0.00,"51,003,918,123.00",0.34,0.00,0.00,Very Low,"2,200.20",0.00,859.64,0.00,"3,059.84",7.82,Very Low,0.00,0.00,0.00,16.45,"3,241.90",6.75,Very Low,December 2025
24344,T15003011106,Hawaii,HI,15,Honolulu,County,003,15003,011106,15003011106,6143,"932,908,401.00",0.00,1.52,1.00,0.00,1.35,"932,908,401.00","6,143.00","84,159,100,000.00",0.00,"85,092,008,401.00",0.10,0.00,0.00,Very Low,"2,543.10",0.00,"1,441.26",0.00,"3,984.36",10.24,Very Low,0.00,0.00,0.00,14.78,"3,681.70",7.70,Very Low,December 2025
24345,T15003011201,Hawaii,HI,15,Honolulu,County,003,15003,011201,15003011201,4611,"1,091,818,077.00",0.00,1.44,0.00,0.00,1.44,"1,091,818,077.00","4,611.00","63,170,700,000.00",0.00,"64,262,518,077.00",0.10,0.00,0.00,Very Low,"2,976.28",0.00,"1,081.83",0.00,"4,058.11",10.46,Very Low,0.00,0.00,0.00,16.76,"3,799.51",7.98,Very Low,December 2025
24346,T15003011202,Hawaii,HI,15,Honolulu,County,003,15003,011202,15003011202,1676,"443,954,013.00",0.00,1.88,1.00,0.00,1.61,"443,954,013.00","1,676.00","22,961,200,000.00",0.00,"23,405,154,013.00",0.08,0.00,0.00,Very Low,"1,210.21",0.00,393.22,0.00,"1,603.43",4.53,Very Low,0.00,0.00,0.00,17.33,"1,571.09",3.72,Very Low,December 2025
24347,T15003011300,Hawaii,HI,15,Honolulu,County,003,15003,011300,15003011300,6057,"652,943,814.00","8,790,204.00",5.91,1.00,0.00,5.04,"652,943,814.00","6,057.00","82,980,900,000.00","8,790,204.00","83,642,634,018.00",0.03,0.00,0.01,Very Low,"1,779.92",0.00,"1,421.08",5.84,"3,206.85",8.18,Very Low,0.00,0.00,0.00,12.19,"4,006.83",8.45,Very Low,December 2025
24348,T15003011401,Hawaii,HI,15,Honolulu,County,003,15003,011401,15003011401,1759,"228,550,283.00","157,507.00",1.11,0.00,0.00,1.09,"228,550,283.00","1,759.00","24,098,300,000.00","157,507.00","24,327,007,790.00",0.13,0.00,0.03,Very Low,623.03,0.00,412.69,0.09,"1,035.81",3.21,Very Low,0.00,0.00,0.00,13.54,814.46,2.41,Very Low,December 2025
24349,T15003011500,Hawaii,HI,15,Honolulu,County,003,15003,011500,15003011500,11046,"1,876,411,652.00",0.00,1.71,0.00,0.00,1.71,"1,876,411,652.00","11,046.00","151,330,200,000.00",0.00,"153,206,611,652.00",0.09,0.00,0.00,Very Low,"5,115.08",0.00,"2,591.60",0.00,"7,706.68",20.04,Very Low,0.00,0.00,0.00,15.42,"8,167.12",18.13,Very Low,December 2025
24350,T15003011600,Hawaii,HI,15,Honolulu,County,003,15003,011600,15003011600,2023,"553,053,008.00",0.00,2.36,0.00,0.00,2.09,"553,053,008.00","2,023.00","27,715,100,000.00",0.00,"28,268,153,008.00",0.06,0.00,0.00,Very Low,"1,507.62",0.00,474.63,0.00,"1,982.25",5.34,Very Low,0.00,0.00,0.00,17.42,"1,558.65",3.69,Very Low,December 2025
24351,T15003940003,Hawaii,HI,15,Honolulu,County,003,15003,940003,15003940003,2509,"277,585,551.00",0.00,0.58,0.00,0.00,0.58,"277,585,551.00","2,509.00","34,373,300,000.00",0.00,"34,650,885,551.00",0.26,0.00,0.00,Very Low,756.70,0.00,588.66,0.00,"1,345.35",3.94,Very Low,0.00,0.00,0.00,12.41,"1,415.98",3.47,Very Low,December 2025
24352,T15003940004,Hawaii,HI,15,Honolulu,County,003,15003,940004,15003940004,2330,"255,410,776.00","2,377,859.00",4.29,0.00,0.00,3.87,"255,410,776.00","2,330.00","31,921,000,000.00","2,377,859.00","32,178,788,635.00",0.03,0.00,0.01,Very Low,696.25,0.00,546.66,1.41,"1,244.32",3.69,Very Low,0.00,0.00,0.00,12.69,"1,636.09",3.84,Very Low,December 2025
24353,T15003940005,Hawaii,HI,15,Honolulu,County,003,15003,940005,15003940005,2367,"288,930,926.00",0.00,6.01,0.00,0.00,4.59,"288,930,926.00","2,367.00","32,427,900,000.00",0.00,"32,716,830,926.00",0.02,0.00,0.00,Very Low,787.62,0.00,555.34,0.00,"1,342.97",3.93,Very Low,0.00,0.00,0.00,13.06,"1,647.06",3.85,Very Low,December 2025
24354,T15003940006,Hawaii,HI,15,Honolulu,County,003,15003,940006,15003940006,2446,"242,175,842.00",0.00,1.51,0.00,0.00,1.29,"242,175,842.00","2,446.00","33,510,200,000.00",0.00,"33,752,375,842.00",0.10,0.00,0.00,Very Low,660.17,0.00,573.88,0.00,"1,234.05",3.66,Very Low,0.00,0.00,0.00,11.79,"1,749.73",4.04,Very Low,December 2025
24355,T15003940007,Hawaii,HI,15,Honolulu,County,003,15003,940007,15003940007,2059,"199,916,083.00",0.00,0.80,0.00,0.00,0.72,"199,916,083.00","2,059.00","28,208,300,000.00",0.00,"28,408,216,083.00",0.19,0.00,0.00,Very Low,544.97,0.00,483.08,0.00,"1,028.05",3.18,Very Low,0.00,0.00,0.00,11.63,"1,448.28",3.52,Very Low,December 2025
24356,T15003980000,Hawaii,HI,15,Honolulu,County,003,15003,980000,15003980000,0,"10,424,045.00",0.00,2.84,0.00,0.00,2.23,"10,424,045.00",0.00,0.00,0.00,"10,424,045.00",0.05,0.00,0.00,Relatively Moderate,28.42,0.00,0.00,0.00,28.42,0.32,Very Low,0.00,0.00,0.00,22.41,15.79,0.28,Very Low,December 2025
24357,T15003980200,Hawaii,HI,15,Honolulu,County,003,15003,980200,15003980200,304,"894,286,015.00",0.00,4.85,0.00,0.00,3.57,"894,286,015.00",304.00,"4,164,800,000.00",0.00,"5,059,086,015.00",0.03,0.00,0.00,Relatively Low,"2,437.87",0.00,71.32,0.00,"2,509.19",6.55,Very Low,0.00,0.00,0.00,22.26,"1,972.99",4.37,Very Low,December 2025
24358,T15003980300,Hawaii,HI,15,Honolulu,County,003,15003,980300,15003980300,16,"1,111,221,711.00",0.00,3.24,0.00,0.00,2.73,"1,111,221,711.00",16.00,"219,200,000.00",0.00,"1,330,421,711.00",0.05,0.00,0.00,Relatively Moderate,"3,029.18",0.00,3.75,0.00,"3,032.93",7.76,Very Low,0.00,0.00,0.00,22.46,"2,384.81",5.08,Very Low,December 2025
24359,T15003980600,Hawaii,HI,15,Honolulu,County,003,15003,980600,15003980600,9,"30,997,716.00","13,045.00",11.79,0.00,0.00,7.84,"30,997,716.00",9.00,"123,300,000.00","13,045.00","154,310,761.00",0.01,0.00,0.00,Relatively Low,84.50,0.00,2.11,0.01,86.62,0.88,Very Low,0.00,0.00,0.00,21.83,68.11,0.53,Very Low,December 2025
24360,T15003980700,Hawaii,HI,15,Honolulu,County,003,15003,980700,15003980700,0,"46,410,903.00",0.00,8.14,1.00,0.00,5.40,"46,410,903.00",0.00,0.00,0.00,"46,410,903.00",0.02,0.00,0.00,Relatively Moderate,126.53,0.00,0.00,0.00,126.53,1.22,Very Low,0.00,0.00,0.00,22.84,70.31,0.55,Very Low,December 2025
24361,T15003980800,Hawaii,HI,15,Honolulu,County,003,15003,980800,15003980800,3,"12,004,622.00",12.00,0.76,0.00,0.00,0.76,"12,004,622.00",3.00,"41,100,000.00",12.00,"53,104,634.00",0.20,0.00,0.04,Relatively Low,32.72,0.00,0.70,0.00,33.43,0.33,Very Low,0.00,0.00,0.00,22.33,18.57,0.29,Very Low,December 2025
24362,T15003981000,Hawaii,HI,15,Honolulu,County,003,15003,981000,15003981000,30,"3,248,942.00",0.00,1.38,0.00,0.00,1.06,"3,248,942.00",30.00,"411,000,000.00",0.00,"414,248,942.00",0.11,0.00,0.00,Very Low,8.86,0.00,7.04,0.00,15.90,0.28,Very Low,0.00,0.00,0.00,12.01,13.84,0.28,Very Low,December 2025
24363,T15003981100,Hawaii,HI,15,Honolulu,County,003,15003,981100,15003981100,167,"17,179,487.00",0.00,2.32,0.00,0.00,1.92,"17,179,487.00",167.00,"2,287,900,000.00",0.00,"2,305,079,487.00",0.06,0.00,0.00,Very Low,46.83,0.00,39.18,0.00,86.01,0.87,Very Low,0.00,0.00,0.00,11.66,67.63,0.53,Very Low,December 2025
24364,T15003981300,Hawaii,HI,15,Honolulu,County,003,15003,981300,15003981300,252,"1,327,803,901.00",0.00,0.74,0.00,0.00,0.74,"1,327,803,901.00",252.00,"3,452,400,000.00",0.00,"4,780,203,901.00",0.20,0.00,0.00,Relatively Low,"3,619.58",0.00,59.12,0.00,"3,678.70",9.37,Very Low,0.00,0.00,0.00,22.06,"3,370.38",7.02,Very Low,December 2025
24365,T15003981400,Hawaii,HI,15,Honolulu,County,003,15003,981400,15003981400,83,"1,264,240,457.00",0.00,2.39,0.00,0.00,1.92,"1,264,240,457.00",83.00,"1,137,100,000.00",0.00,"2,401,340,457.00",0.06,0.00,0.00,Relatively Low,"3,446.31",0.00,19.47,0.00,"3,465.78",8.86,Very Low,0.00,0.00,0.00,22.50,"2,725.16",5.69,Very Low,December 2025
24366,T15003981700,Hawaii,HI,15,Honolulu,County,003,15003,981700,15003981700,2841,"442,510,945.00",0.00,2.99,0.00,0.00,2.56,"442,510,945.00","2,841.00","38,921,700,000.00",0.00,"39,364,210,945.00",0.05,0.00,0.00,Very Low,"1,206.28",0.00,666.55,0.00,"1,872.83",5.09,Very Low,0.00,0.00,0.00,14.99,"1,472.61",3.56,Very Low,December 2025
24367,T15003981801,Hawaii,HI,15,Honolulu,County,003,15003,981801,15003981801,2394,"323,306,822.00",0.00,0.35,0.00,0.00,0.35,"323,306,822.00","2,394.00","32,797,800,000.00",0.00,"33,121,106,822.00",0.42,0.00,0.00,Very Low,881.33,0.00,561.68,0.00,"1,443.01",4.17,Very Low,0.00,0.00,0.00,13.74,"1,134.64",2.95,Very Low,December 2025
24368,T15003981802,Hawaii,HI,15,Honolulu,County,003,15003,981802,15003981802,948,"118,062,438.00",0.00,1.38,0.00,0.00,1.28,"118,062,438.00",948.00,"12,987,600,000.00",0.00,"13,105,662,438.00",0.11,0.00,0.00,Very Low,321.84,0.00,222.42,0.00,544.26,2.15,Very Low,0.00,0.00,0.00,13.51,427.95,1.84,Very Low,December 2025
24369,T15003981803,Hawaii,HI,15,Honolulu,County,003,15003,981803,15003981803,3292,"187,794,487.00",0.00,1.57,0.00,0.00,1.36,"187,794,487.00","3,292.00","45,100,400,000.00",0.00,"45,288,194,487.00",0.10,0.00,0.00,Very Low,535.49,0.00,773.34,0.00,"1,308.84",3.85,Very Low,0.00,0.00,0.00,9.23,"1,029.14",2.77,Very Low,December 2025
24370,T15003981900,Hawaii,HI,15,Honolulu,County,003,15003,981900,15003981900,349,"264,929,498.00",0.00,4.48,0.00,0.00,3.93,"264,929,498.00",349.00,"4,781,300,000.00",0.00,"5,046,229,498.00",0.03,0.00,0.00,Very Low,722.20,0.00,81.88,0.00,804.08,2.66,Very Low,0.00,0.00,0.00,20.60,632.25,2.11,Very Low,December 2025
24371,T15003982000,Hawaii,HI,15,Honolulu,County,003,15003,982000,15003982000,1060,"160,163,621.00",0.00,1.64,0.00,0.00,1.43,"160,163,621.00","1,060.00","14,522,000,000.00",0.00,"14,682,163,621.00",0.09,0.00,0.00,Very Low,436.60,0.00,248.70,0.00,685.30,2.42,Very Low,0.00,0.00,0.00,14.65,538.85,1.99,Very Low,December 2025
24372,T15003982100,Hawaii,HI,15,Honolulu,County,003,15003,982100,15003982100,1,"10,456,220.00",0.00,0.02,0.00,0.00,0.02,"10,456,220.00",1.00,"13,700,000.00",0.00,"24,156,220.00",7.96,0.05,0.00,Relatively Low,28.50,0.00,0.23,0.00,28.74,0.32,Very Low,0.00,0.00,0.00,21.90,15.97,0.29,Very Low,December 2025
24373,T15003982200,Hawaii,HI,15,Honolulu,County,003,15003,982200,15003982200,31,"53,581,751.00",0.00,5.57,0.00,0.00,4.62,"53,581,751.00",31.00,"424,700,000.00",0.00,"478,281,751.00",0.03,0.00,0.00,Very Low,146.06,0.00,7.27,0.00,153.34,1.35,Very Low,0.00,0.00,0.00,21.37,120.57,1.01,Very Low,December 2025
24374,T15005031900,Hawaii,HI,15,Kalawao,County,005,15005,031900,15005031900,82,"92,527,450.00",0.00,17.62,0.00,0.00,11.67,"92,527,450.00",82.00,"1,123,400,000.00",0.00,"1,215,927,450.00",0.01,0.00,0.00,Very Low,96.97,0.00,6.79,0.00,103.76,1.05,Very Low,0.00,0.00,0.00,7.75,139.61,1.13,Very Low,December 2025
24375,T15007040104,Hawaii,HI,15,Kauai,County,007,15007,040104,15007040104,1552,"511,976,797.00","1,001,368.00",84.76,0.00,0.00,21.79,"511,976,797.00","1,552.00","21,262,400,000.00","1,001,368.00","21,775,378,165.00",0.00,0.00,0.01,Very Low,98.65,0.00,2.72,3.98,105.35,1.07,Very Low,0.00,0.00,0.00,7.47,99.77,0.84,Very Low,December 2025
24376,T15007040105,Hawaii,HI,15,Kauai,County,007,15007,040105,15007040105,4393,"849,898,727.00","5,241,446.00",46.30,0.00,0.00,27.27,"849,898,727.00","4,393.00","60,184,100,000.00","5,241,446.00","61,039,240,173.00",0.00,0.00,0.00,Very Low,164.05,0.00,7.75,1.59,173.39,1.45,Very Low,0.00,0.00,0.00,4.06,241.06,1.54,Very Low,December 2025
24377,T15007040106,Hawaii,HI,15,Kauai,County,007,15007,040106,15007040106,2157,"1,048,497,526.00","99,082.00",3.72,0.00,0.00,3.29,"1,048,497,526.00","2,157.00","29,550,900,000.00","99,082.00","30,599,496,608.00",0.01,0.00,0.01,Very Low,200.25,0.00,3.76,0.01,204.02,1.55,Very Low,0.00,0.00,0.00,3.31,252.91,1.57,Very Low,December 2025
24378,T15007040204,Hawaii,HI,15,Kauai,County,007,15007,040204,15007040204,5735,"733,821,078.00","656,256.00",8.05,0.00,0.00,6.87,"733,821,078.00","5,735.00","78,569,500,000.00","656,256.00","79,303,977,334.00",0.00,0.00,0.00,Very Low,146.29,0.00,10.56,0.06,156.92,1.37,Very Low,0.00,0.00,0.00,3.21,142.23,1.15,Very Low,December 2025
24379,T15007040205,Hawaii,HI,15,Kauai,County,007,15007,040205,15007040205,4069,"959,825,143.00","801,158.00",6.65,0.00,0.00,5.82,"959,825,143.00","4,069.00","55,745,300,000.00","801,158.00","56,705,926,301.00",0.01,0.00,0.00,Very Low,286.16,0.00,10.55,0.10,296.82,1.73,Very Low,0.00,0.00,0.00,4.28,319.62,1.70,Very Low,December 2025
24380,T15007040301,Hawaii,HI,15,Kauai,County,007,15007,040301,15007040301,6843,"620,986,635.00","215,977.00",2.35,0.00,0.00,2.02,"620,986,635.00","6,843.00","93,749,100,000.00","215,977.00","94,370,302,612.00",0.02,0.00,0.01,Very Low,197.66,0.00,19.89,0.03,217.59,1.59,Very Low,0.00,0.00,0.00,4.06,265.26,1.60,Very Low,December 2025
24381,T15007040302,Hawaii,HI,15,Kauai,County,007,15007,040302,15007040302,2127,"830,371,144.00","41,058.00",2.19,0.00,0.00,2.15,"830,371,144.00","2,127.00","29,139,900,000.00","41,058.00","29,970,312,202.00",0.02,0.00,0.00,Very Low,264.08,0.00,6.18,0.00,270.26,1.68,Very Low,0.00,0.00,0.00,4.33,306.47,1.68,Very Low,December 2025
24382,T15007040401,Hawaii,HI,15,Kauai,County,007,15007,040401,15007040401,7245,"1,151,337,319.00","8,173,674.00",80.87,0.00,0.00,50.04,"1,151,337,319.00","7,245.00","99,256,500,000.00","8,173,674.00","100,416,010,993.00",0.00,0.00,0.00,Very Low,366.23,0.00,21.05,2.48,389.76,1.89,Very Low,0.00,0.00,0.00,4.75,371.03,1.77,Very Low,December 2025
24383,T15007040402,Hawaii,HI,15,Kauai,County,007,15007,040402,15007040402,3158,"978,868,884.00","127,202.00",2.45,0.00,0.00,2.26,"978,868,884.00","3,158.00","43,264,600,000.00","127,202.00","44,243,596,086.00",0.01,0.00,0.00,Very Low,311.30,0.00,9.17,0.01,320.49,1.78,Very Low,0.00,0.00,0.00,4.30,371.74,1.77,Very Low,December 2025
24384,T15007040500,Hawaii,HI,15,Kauai,County,007,15007,040500,15007040500,6455,"2,510,430,345.00","755,243.00",7.71,0.00,0.00,6.83,"2,510,430,345.00","6,455.00","88,433,500,000.00","755,243.00","90,944,685,588.00",0.00,0.00,0.00,Very Low,798.63,0.00,18.77,0.08,817.47,2.70,Very Low,0.00,0.00,0.00,4.36,993.43,2.70,Very Low,December 2025
24385,T15007040603,Hawaii,HI,15,Kauai,County,007,15007,040603,15007040603,2936,"1,576,187,641.00","1,893,802.00",18.84,0.00,0.00,14.43,"1,576,187,641.00","2,936.00","40,223,200,000.00","1,893,802.00","41,801,281,443.00",0.00,0.00,0.00,Very Low,501.26,0.00,8.53,0.63,510.42,2.11,Very Low,0.00,0.00,0.00,4.46,488.19,1.93,Very Low,December 2025
24386,T15007040604,Hawaii,HI,15,Kauai,County,007,15007,040604,15007040604,3538,"713,275,412.00","1,412,889.00",9.40,0.00,0.00,8.01,"713,275,412.00","3,538.00","48,470,600,000.00","1,412,889.00","49,185,288,301.00",0.00,0.00,0.00,Very Low,227.43,0.00,10.31,0.22,237.96,1.62,Very Low,0.00,0.00,0.00,4.34,297.31,1.67,Very Low,December 2025
