OBJECTID,National Risk Index ID,State Name,State Name Abbreviation,State FIPS Code,County Name,County Type,County FIPS Code,State-County FIPS Code,Census Tract,Census Tract FIPS Code,Population (2020),Building Value ($),Agriculture Value ($),Area (sq mi),Coastal Flooding - Number of Events,Coastal Flooding - Annualized Frequency,Coastal Flooding - Exposure - Impacted Area (sq mi),Coastal Flooding - Exposure - Building Value,Coastal Flooding - Exposure - Population,Coastal Flooding - Exposure - Population Equivalence,Coastal Flooding - Exposure - Total,Coastal Flooding - Historic Loss Ratio - Buildings,Coastal Flooding - Historic Loss Ratio - Population,Coastal Flooding - Historic Loss Ratio - Total Rating,Coastal Flooding - Expected Annual Loss - Building Value,Coastal Flooding - Expected Annual Loss - Population,Coastal Flooding - Expected Annual Loss - Population Equivalence,Coastal Flooding - Expected Annual Loss - Total,Coastal Flooding - Expected Annual Loss Score,Coastal Flooding - Expected Annual Loss Rating,Coastal Flooding - Expected Annual Loss Rate - Building,Coastal Flooding - Expected Annual Loss Rate - Population,Coastal Flooding - Expected Annual Loss Rate - National Percentile,Coastal Flooding - Hazard Type Risk Index Value,Coastal Flooding - Hazard Type Risk Index Score,Coastal Flooding - Hazard Type Risk Index Rating,National Risk Index Version
24218,T15003008405,Hawaii,HI,15,Honolulu,County,003,15003,008405,15003008405,4988,"529,392,716.00","50,675.00",0.42,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24219,T15003008407,Hawaii,HI,15,Honolulu,County,003,15003,008407,15003008407,3778,"495,721,098.00",0.00,0.29,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24220,T15003008408,Hawaii,HI,15,Honolulu,County,003,15003,008408,15003008408,9057,"1,275,953,976.00","5,718.00",1.73,,0.25,0.00,"117,719.35",0.97,"13,261,505.01","13,379,224.36",0.00,0.00,Relatively Low,21.01,0.00,0.14,21.15,70.84,Very Low,0.00,0.00,79.32,16.63,70.69,Very Low,December 2025
24221,T15003008410,Hawaii,HI,15,Honolulu,County,003,15003,008410,15003008410,6931,"638,435,481.00",0.00,0.72,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24222,T15003008411,Hawaii,HI,15,Honolulu,County,003,15003,008411,15003008411,3609,"381,888,273.00",0.00,0.50,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24223,T15003008413,Hawaii,HI,15,Honolulu,County,003,15003,008413,15003008413,3400,"237,916,277.00",0.00,0.19,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24224,T15003008414,Hawaii,HI,15,Honolulu,County,003,15003,008414,15003008414,2168,"291,005,740.00","35,205.00",0.67,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24225,T15003008415,Hawaii,HI,15,Honolulu,County,003,15003,008415,15003008415,4275,"398,034,765.00",0.00,0.23,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24226,T15003008416,Hawaii,HI,15,Honolulu,County,003,15003,008416,15003008416,2217,"236,011,376.00",0.00,0.10,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24227,T15003008417,Hawaii,HI,15,Honolulu,County,003,15003,008417,15003008417,3661,"407,826,059.00",0.00,0.16,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24228,T15003008418,Hawaii,HI,15,Honolulu,County,003,15003,008418,15003008418,5762,"506,980,367.00",0.00,0.58,,0.25,0.10,"139,403,239.56","1,238.18","16,963,037,795.22","17,102,441,034.78",0.00,0.00,Relatively Low,"3,000.82",0.00,20.06,"3,020.89",81.92,Relatively Low,0.00,0.00,90.85,"3,686.26",82.07,Relatively Low,December 2025
24229,T15003008502,Hawaii,HI,15,Honolulu,County,003,15003,008502,15003008502,2341,"810,259,743.00","847,040.00",8.38,,0.25,0.00,"1,883,622.95",0.75,"10,250,630.44","12,134,253.39",0.00,0.00,Relatively Moderate,166.34,0.00,0.12,166.45,73.72,Very Low,0.00,0.00,83.24,255.48,74.48,Very Low,December 2025
24230,T15003008609,Hawaii,HI,15,Honolulu,County,003,15003,008609,15003008609,2179,"404,871,278.00",0.00,1.07,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24231,T15003008610,Hawaii,HI,15,Honolulu,County,003,15003,008610,15003008610,1240,"566,127,926.00",0.00,1.63,,0.25,0.00,"2,744,146.01",0.92,"12,609,233.45","15,353,379.45",0.00,0.00,Relatively Moderate,584.00,0.00,0.15,584.15,76.79,Relatively Low,0.00,0.00,87.08,535.35,76.27,Very Low,December 2025
24232,T15003008611,Hawaii,HI,15,Honolulu,County,003,15003,008611,15003008611,38,"71,617,416.00",54.00,5.73,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24233,T15003008623,Hawaii,HI,15,Honolulu,County,003,15003,008623,15003008623,4408,"868,597,257.00","3,020,689.00",2.01,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24234,T15003008624,Hawaii,HI,15,Honolulu,County,003,15003,008624,15003008624,3027,"321,665,541.00",0.00,0.36,,0.01,0.00,"2,347,284.87",19.20,"263,042,451.70","265,389,736.57",0.00,0.00,Relatively Low,80.43,0.00,0.52,80.95,72.44,Very Low,0.00,0.00,83.22,82.78,72.42,Very Low,December 2025
24235,T15003008625,Hawaii,HI,15,Honolulu,County,003,15003,008625,15003008625,4032,"230,807,235.00",0.00,0.28,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24236,T15003008626,Hawaii,HI,15,Honolulu,County,003,15003,008626,15003008626,3973,"372,338,837.00",171.00,0.93,,0.01,0.00,"3,238,162.65",35.17,"481,866,025.57","485,104,188.22",0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24237,T15003008627,Hawaii,HI,15,Honolulu,County,003,15003,008627,15003008627,8147,"855,249,825.00","35,453,248.00",28.67,,0.01,0.04,"27,230,841.81",134.28,"1,839,646,942.56","1,866,877,784.37",0.00,0.00,Relatively Low,866.80,0.00,3.28,870.08,77.96,Relatively Low,0.00,0.00,86.81,869.07,77.59,Relatively Low,December 2025
24238,T15003008628,Hawaii,HI,15,Honolulu,County,003,15003,008628,15003008628,3847,"352,570,005.00",0.00,0.25,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24239,T15003008629,Hawaii,HI,15,Honolulu,County,003,15003,008629,15003008629,2110,"158,468,843.00",0.00,0.10,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24240,T15003008630,Hawaii,HI,15,Honolulu,County,003,15003,008630,15003008630,2779,"258,321,693.00",0.00,0.28,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24241,T15003008631,Hawaii,HI,15,Honolulu,County,003,15003,008631,15003008631,3226,"395,010,992.00",0.00,1.69,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24242,T15003008632,Hawaii,HI,15,Honolulu,County,003,15003,008632,15003008632,5317,"556,424,387.00","251,217.00",1.10,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24243,T15003008633,Hawaii,HI,15,Honolulu,County,003,15003,008633,15003008633,2726,"371,108,131.00","129,477.00",0.47,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24244,T15003008634,Hawaii,HI,15,Honolulu,County,003,15003,008634,15003008634,2800,"232,625,806.00",0.00,0.27,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24245,T15003008702,Hawaii,HI,15,Honolulu,County,003,15003,008702,15003008702,6490,"686,875,059.00","49,204.00",0.42,,0.21,0.14,"305,472,877.25","2,429.57","33,285,136,010.51","33,590,608,887.75",0.00,0.00,Relatively Low,"14,450.83",0.00,89.97,"14,540.79",88.43,Relatively Low,0.00,0.00,94.74,"16,126.60",88.12,Relatively Low,December 2025
24246,T15003008704,Hawaii,HI,15,Honolulu,County,003,15003,008704,15003008704,3331,"483,648,857.00","109,780.00",0.76,,0.21,0.06,"48,435,309.65",677.74,"9,285,087,220.42","9,333,522,530.07",0.00,0.00,Relatively Low,"3,071.45",0.00,35.62,"3,107.06",82.05,Relatively Low,0.00,0.00,90.76,"3,224.07",81.57,Relatively Low,December 2025
24247,T15003008705,Hawaii,HI,15,Honolulu,County,003,15003,008705,15003008705,3250,"327,018,152.00",0.00,0.31,,0.21,0.00,"10,256,656.02",100.32,"1,374,418,757.30","1,384,675,413.32",0.00,0.00,Relatively Low,"1,531.51",0.00,7.83,"1,539.34",79.62,Relatively Low,0.00,0.00,90.40,"2,357.95",80.53,Relatively Low,December 2025
24248,T15003008706,Hawaii,HI,15,Honolulu,County,003,15003,008706,15003008706,3591,"842,964,755.00",0.00,1.16,,0.21,0.00,"5,855,894.05",19.10,"261,648,175.16","267,504,069.21",0.00,0.00,Relatively Moderate,"1,848.07",0.00,3.90,"1,851.97",80.22,Relatively Low,0.00,0.00,88.79,"2,341.67",80.50,Relatively Low,December 2025
24249,T15003008707,Hawaii,HI,15,Honolulu,County,003,15003,008707,15003008707,6985,"450,538,176.00",0.00,0.32,,0.21,0.01,"15,939,643.76",242.95,"3,328,385,256.16","3,344,324,899.91",0.00,0.00,Relatively Low,538.65,0.00,6.47,545.11,76.60,Relatively Low,0.00,0.00,86.64,591.18,76.54,Very Low,December 2025
24250,T15003008801,Hawaii,HI,15,Honolulu,County,003,15003,008801,15003008801,4056,"226,703,522.00",0.00,0.16,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24251,T15003008802,Hawaii,HI,15,Honolulu,County,003,15003,008802,15003008802,5304,"635,604,840.00",0.00,0.43,,0.01,0.03,"36,962,207.47",472.14,"6,468,363,812.40","6,505,326,019.87",0.00,0.00,Relatively Low,766.41,0.00,7.91,774.31,77.62,Relatively Low,0.00,0.00,86.78,818.84,77.45,Relatively Low,December 2025
24252,T15003008906,Hawaii,HI,15,Honolulu,County,003,15003,008906,15003008906,4026,"486,847,501.00",0.00,0.65,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24253,T15003008909,Hawaii,HI,15,Honolulu,County,003,15003,008909,15003008909,3820,"515,037,267.00",0.00,0.39,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24254,T15003008912,Hawaii,HI,15,Honolulu,County,003,15003,008912,15003008912,3103,"318,609,165.00",0.00,0.19,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24255,T15003008913,Hawaii,HI,15,Honolulu,County,003,15003,008913,15003008913,5128,"404,962,635.00",0.00,0.32,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24256,T15003008917,Hawaii,HI,15,Honolulu,County,003,15003,008917,15003008917,4579,"770,563,241.00","10,261.00",0.77,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24257,T15003008918,Hawaii,HI,15,Honolulu,County,003,15003,008918,15003008918,5529,"766,428,744.00","27,638.00",0.92,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24258,T15003008921,Hawaii,HI,15,Honolulu,County,003,15003,008921,15003008921,3121,"271,634,712.00",0.00,0.35,,0.01,0.00,"4,324,120.89",47.00,"643,840,277.94","648,164,398.83",0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24259,T15003008926,Hawaii,HI,15,Honolulu,County,003,15003,008926,15003008926,1742,"333,238,530.00",0.00,0.90,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24260,T15003008928,Hawaii,HI,15,Honolulu,County,003,15003,008928,15003008928,4102,"519,880,837.00",0.00,0.50,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24261,T15003008929,Hawaii,HI,15,Honolulu,County,003,15003,008929,15003008929,4906,"623,085,308.00",0.00,0.53,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24262,T15003008930,Hawaii,HI,15,Honolulu,County,003,15003,008930,15003008930,2416,"501,774,551.00",0.00,0.41,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24263,T15003008931,Hawaii,HI,15,Honolulu,County,003,15003,008931,15003008931,3224,"594,642,397.00","461,792.00",28.07,,0.01,0.00,"118,042.00",0.00,0.00,"118,042.00",0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24264,T15003008932,Hawaii,HI,15,Honolulu,County,003,15003,008932,15003008932,2645,"389,340,730.00",0.00,0.31,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24265,T15003008933,Hawaii,HI,15,Honolulu,County,003,15003,008933,15003008933,3223,"436,306,311.00","4,429,999.00",1.56,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24266,T15003008934,Hawaii,HI,15,Honolulu,County,003,15003,008934,15003008934,3526,"462,373,475.00","19,764,360.00",8.45,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24267,T15003008935,Hawaii,HI,15,Honolulu,County,003,15003,008935,15003008935,3931,"389,450,935.00",0.00,0.27,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24268,T15003008936,Hawaii,HI,15,Honolulu,County,003,15003,008936,15003008936,3275,"348,533,211.00",0.00,0.31,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24269,T15003008937,Hawaii,HI,15,Honolulu,County,003,15003,008937,15003008937,1737,"205,507,773.00",0.00,0.10,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24270,T15003008938,Hawaii,HI,15,Honolulu,County,003,15003,008938,15003008938,3242,"299,381,979.00",0.00,0.12,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24271,T15003008939,Hawaii,HI,15,Honolulu,County,003,15003,008939,15003008939,2595,"260,775,098.00",0.00,0.50,,0.01,0.00,"8,651,795.50",98.34,"1,347,285,971.53","1,355,937,767.03",0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24272,T15003008940,Hawaii,HI,15,Honolulu,County,003,15003,008940,15003008940,2936,"270,585,252.00","20,054.00",0.49,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24273,T15003008941,Hawaii,HI,15,Honolulu,County,003,15003,008941,15003008941,1934,"388,311,615.00",0.00,0.28,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24274,T15003008942,Hawaii,HI,15,Honolulu,County,003,15003,008942,15003008942,2370,"342,650,108.00",0.00,0.24,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24275,T15003008943,Hawaii,HI,15,Honolulu,County,003,15003,008943,15003008943,1372,"192,256,697.00",0.00,0.19,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24276,T15003008944,Hawaii,HI,15,Honolulu,County,003,15003,008944,15003008944,3517,"427,413,458.00",0.00,0.25,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24277,T15003008945,Hawaii,HI,15,Honolulu,County,003,15003,008945,15003008945,1436,"731,287,120.00","2,727,001.00",1.69,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24278,T15003008946,Hawaii,HI,15,Honolulu,County,003,15003,008946,15003008946,2882,"357,562,455.00",0.00,0.23,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24279,T15003008947,Hawaii,HI,15,Honolulu,County,003,15003,008947,15003008947,1846,"221,995,728.00",0.00,0.11,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24280,T15003008948,Hawaii,HI,15,Honolulu,County,003,15003,008948,15003008948,2807,"497,556,973.00",0.00,0.24,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24281,T15003008949,Hawaii,HI,15,Honolulu,County,003,15003,008949,15003008949,1540,"383,470,875.00",0.00,0.28,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24282,T15003008950,Hawaii,HI,15,Honolulu,County,003,15003,008950,15003008950,2068,"199,634,063.00",0.00,0.16,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24283,T15003008951,Hawaii,HI,15,Honolulu,County,003,15003,008951,15003008951,2101,"180,086,704.00",0.00,0.11,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24284,T15003008952,Hawaii,HI,15,Honolulu,County,003,15003,008952,15003008952,6000,"778,597,608.00",0.00,1.56,,0.01,0.00,"60,555.72",0.32,"4,421,825.56","4,482,381.28",0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24285,T15003009000,Hawaii,HI,15,Honolulu,County,003,15003,009000,15003009000,2412,"291,265,877.00","10,425.00",2.62,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24286,T15003009100,Hawaii,HI,15,Honolulu,County,003,15003,009100,15003009100,5684,"512,410,165.00","383,894.00",12.94,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24287,T15003009201,Hawaii,HI,15,Honolulu,County,003,15003,009201,15003009201,3423,"337,751,539.00",0.00,0.54,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24288,T15003009202,Hawaii,HI,15,Honolulu,County,003,15003,009202,15003009202,2762,"418,572,799.00",0.00,0.47,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24289,T15003009203,Hawaii,HI,15,Honolulu,County,003,15003,009203,15003009203,2260,"297,655,343.00",0.00,0.38,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24290,T15003009301,Hawaii,HI,15,Honolulu,County,003,15003,009301,15003009301,1575,"383,725,888.00",0.00,0.15,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24291,T15003009302,Hawaii,HI,15,Honolulu,County,003,15003,009302,15003009302,3324,"408,841,159.00",0.00,0.33,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24292,T15003009401,Hawaii,HI,15,Honolulu,County,003,15003,009401,15003009401,1471,"176,035,530.00","6,765.00",0.39,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24293,T15003009402,Hawaii,HI,15,Honolulu,County,003,15003,009402,15003009402,3843,"368,858,087.00",0.00,0.30,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24294,T15003009507,Hawaii,HI,15,Honolulu,County,003,15003,009507,15003009507,2734,"330,664,122.00",0.00,0.68,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24295,T15003009508,Hawaii,HI,15,Honolulu,County,003,15003,009508,15003009508,991,"123,966,665.00",0.00,0.27,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24296,T15003009509,Hawaii,HI,15,Honolulu,County,003,15003,009509,15003009509,2643,"239,596,730.00",0.00,0.29,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24297,T15003009510,Hawaii,HI,15,Honolulu,County,003,15003,009510,15003009510,1255,"252,053,146.00",0.00,0.15,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24298,T15003009511,Hawaii,HI,15,Honolulu,County,003,15003,009511,15003009511,2546,"312,273,650.00",0.00,0.37,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
