OBJECTID,National Risk Index ID,State Name,State Name Abbreviation,State FIPS Code,County Name,County Type,County FIPS Code,State-County FIPS Code,Census Tract,Census Tract FIPS Code,Population (2020),Building Value ($),Agriculture Value ($),Area (sq mi),Coastal Flooding - Number of Events,Coastal Flooding - Annualized Frequency,Coastal Flooding - Exposure - Impacted Area (sq mi),Coastal Flooding - Exposure - Building Value,Coastal Flooding - Exposure - Population,Coastal Flooding - Exposure - Population Equivalence,Coastal Flooding - Exposure - Total,Coastal Flooding - Historic Loss Ratio - Buildings,Coastal Flooding - Historic Loss Ratio - Population,Coastal Flooding - Historic Loss Ratio - Total Rating,Coastal Flooding - Expected Annual Loss - Building Value,Coastal Flooding - Expected Annual Loss - Population,Coastal Flooding - Expected Annual Loss - Population Equivalence,Coastal Flooding - Expected Annual Loss - Total,Coastal Flooding - Expected Annual Loss Score,Coastal Flooding - Expected Annual Loss Rating,Coastal Flooding - Expected Annual Loss Rate - Building,Coastal Flooding - Expected Annual Loss Rate - Population,Coastal Flooding - Expected Annual Loss Rate - National Percentile,Coastal Flooding - Hazard Type Risk Index Value,Coastal Flooding - Hazard Type Risk Index Score,Coastal Flooding - Hazard Type Risk Index Rating,National Risk Index Version
24063,T15003000500,Hawaii,HI,15,Honolulu,County,003,15003,000500,15003000500,3872,"1,555,396,221.00",0.00,1.53,,0.33,0.38,"810,794,296.32","1,814.25","24,855,165,264.73","25,665,959,561.05",0.00,0.00,Relatively Low,"27,107.20",0.00,46.16,"27,153.36",91.07,Relatively Moderate,0.00,0.00,94.43,"26,028.02",90.11,Relatively Moderate,December 2025
24064,T15003000600,Hawaii,HI,15,Honolulu,County,003,15003,000600,15003000600,1276,"607,852,535.00",0.00,1.54,,0.33,0.00,"7,421,552.69",17.28,"236,750,561.24","244,172,113.92",0.00,0.00,Relatively Moderate,"2,473.22",0.00,4.53,"2,477.75",81.20,Relatively Low,0.00,0.00,90.20,"2,594.09",80.84,Relatively Low,December 2025
24065,T15003000700,Hawaii,HI,15,Honolulu,County,003,15003,000700,15003000700,3215,"603,550,524.00",0.00,0.38,,0.01,0.01,"12,876,459.96",38.89,"532,786,262.80","545,662,722.76",0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24066,T15003000800,Hawaii,HI,15,Honolulu,County,003,15003,000800,15003000800,3770,"988,495,965.00",0.00,0.44,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24067,T15003000901,Hawaii,HI,15,Honolulu,County,003,15003,000901,15003000901,2613,"376,119,907.00",0.00,0.33,,0.01,0.01,"9,417,236.04",54.36,"744,718,182.51","754,135,418.55",0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24068,T15003000903,Hawaii,HI,15,Honolulu,County,003,15003,000903,15003000903,3039,"442,498,564.00",0.00,0.24,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24069,T15003000904,Hawaii,HI,15,Honolulu,County,003,15003,000904,15003000904,1975,"354,072,809.00",0.00,0.25,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24070,T15003000905,Hawaii,HI,15,Honolulu,County,003,15003,000905,15003000905,2357,"490,748,993.00",0.00,0.33,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24071,T15003001000,Hawaii,HI,15,Honolulu,County,003,15003,001000,15003001000,3145,"326,647,639.00","15,612.00",3.28,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24072,T15003001101,Hawaii,HI,15,Honolulu,County,003,15003,001101,15003001101,1961,"169,190,035.00",0.00,0.12,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24073,T15003001102,Hawaii,HI,15,Honolulu,County,003,15003,001102,15003001102,2249,"185,074,403.00",0.00,0.20,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24074,T15003001201,Hawaii,HI,15,Honolulu,County,003,15003,001201,15003001201,3022,"440,272,231.00",0.00,0.21,,0.01,0.00,"9,335,495.65",63.21,"865,953,645.79","875,289,141.44",0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24075,T15003001202,Hawaii,HI,15,Honolulu,County,003,15003,001202,15003001202,3254,"339,011,590.00",0.00,0.20,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24076,T15003001300,Hawaii,HI,15,Honolulu,County,003,15003,001300,15003001300,4434,"831,364,011.00",0.00,0.36,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24077,T15003001400,Hawaii,HI,15,Honolulu,County,003,15003,001400,15003001400,2655,"393,739,190.00",0.00,0.20,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24078,T15003001501,Hawaii,HI,15,Honolulu,County,003,15003,001501,15003001501,1473,"189,696,231.00",0.00,0.09,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24079,T15003001502,Hawaii,HI,15,Honolulu,County,003,15003,001502,15003001502,2334,"332,852,179.00",0.00,0.13,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24080,T15003001601,Hawaii,HI,15,Honolulu,County,003,15003,001601,15003001601,1981,"316,741,887.00",0.00,0.12,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24081,T15003001602,Hawaii,HI,15,Honolulu,County,003,15003,001602,15003001602,1784,"242,244,281.00",0.00,0.12,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24082,T15003001700,Hawaii,HI,15,Honolulu,County,003,15003,001700,15003001700,2327,"568,690,702.00",0.00,1.03,,0.33,0.06,"112,840,284.92",316.18,"4,331,702,184.77","4,444,542,469.69",0.00,0.00,Relatively Low,"14,744.53",0.00,31.61,"14,776.10",88.53,Relatively Low,0.00,0.00,95.49,"19,272.24",88.83,Relatively Low,December 2025
24083,T15003001801,Hawaii,HI,15,Honolulu,County,003,15003,001801,15003001801,1119,"1,046,165,932.00",0.00,0.07,,0.03,0.02,"355,678,496.63",575.11,"7,879,023,195.12","8,234,701,691.75",0.00,0.00,Relatively Low,"19,359.06",0.00,23.76,"19,382.83",89.67,Relatively Moderate,0.00,0.00,94.66,"27,776.30",90.39,Relatively Moderate,December 2025
24084,T15003001803,Hawaii,HI,15,Honolulu,County,003,15003,001803,15003001803,2902,"502,012,938.00",0.00,0.05,,0.03,0.04,"457,366,196.44","2,670.69","36,588,506,296.32","37,045,872,492.76",0.00,0.00,Relatively Low,"29,425.30",0.00,128.58,"29,553.91",91.36,Relatively Moderate,0.00,0.00,97.03,"45,559.42",92.16,Relatively Moderate,December 2025
24085,T15003001804,Hawaii,HI,15,Honolulu,County,003,15003,001804,15003001804,1785,"379,517,647.00",0.00,0.06,,0.03,0.03,"282,822,102.20","1,217.76","16,683,272,920.81","16,966,095,023.01",0.00,0.00,Relatively Low,"15,515.35",0.00,51.64,"15,566.99",88.75,Relatively Low,0.00,0.00,96.43,"17,418.17",88.47,Relatively Low,December 2025
24086,T15003001901,Hawaii,HI,15,Honolulu,County,003,15003,001901,15003001901,316,"1,603,325,164.00",0.00,0.68,,0.33,0.17,"1,513,369,508.35",287.00,"3,931,880,048.37","5,445,249,556.72",0.00,0.00,Relatively Moderate,"132,631.77",0.00,22.56,"132,654.41",96.03,Relatively High,0.00,0.00,97.84,"223,804.45",96.98,Relatively High,December 2025
24087,T15003001905,Hawaii,HI,15,Honolulu,County,003,15003,001905,15003001905,1377,"84,778,194.00",0.00,0.02,,0.33,0.02,"84,778,194.00","1,377.00","18,864,900,000.00","18,949,678,194.00",0.00,0.00,Relatively Low,"26,678.27",0.00,341.53,"27,019.80",91.05,Relatively Moderate,0.00,0.00,99.00,"45,919.98",92.19,Relatively Moderate,December 2025
24088,T15003001906,Hawaii,HI,15,Honolulu,County,003,15003,001906,15003001906,2877,"418,901,604.00",0.00,0.04,,0.33,0.03,"418,901,604.00","2,877.00","39,414,900,000.00","39,833,801,604.00",0.00,0.00,Relatively Low,"73,799.25",0.00,400.46,"74,199.65",94.41,Relatively Moderate,0.00,0.00,98.68,"97,717.51",94.61,Relatively Moderate,December 2025
24089,T15003001907,Hawaii,HI,15,Honolulu,County,003,15003,001907,15003001907,2546,"350,428,745.00",0.00,0.03,,0.18,0.02,"343,560,574.69","2,436.61","33,381,564,095.40","33,725,124,670.09",0.00,0.00,Relatively Low,"125,412.30",0.00,671.75,"126,084.10",95.87,Relatively High,0.00,0.00,99.36,"132,068.81",95.52,Relatively Moderate,December 2025
24090,T15003002003,Hawaii,HI,15,Honolulu,County,003,15003,002003,15003002003,2126,"755,720,411.00",0.00,0.06,,0.18,0.07,"755,720,411.00","2,126.00","29,126,200,000.00","29,881,920,411.00",0.00,0.00,Relatively Low,"63,921.63",0.00,193.35,"64,114.96",93.97,Relatively Moderate,0.00,0.00,97.73,"103,199.80",94.81,Relatively Moderate,December 2025
24091,T15003002004,Hawaii,HI,15,Honolulu,County,003,15003,002004,15003002004,1140,"566,529,696.00",0.00,0.06,,0.33,0.06,"527,767,966.02","1,140.00","15,618,000,000.00","16,145,767,966.02",0.00,0.00,Relatively Low,"46,473.36",0.00,116.99,"46,590.31",92.98,Relatively Moderate,0.00,0.00,97.69,"77,808.99",93.94,Relatively Moderate,December 2025
24092,T15003002005,Hawaii,HI,15,Honolulu,County,003,15003,002005,15003002005,1834,"334,266,428.00",0.00,0.05,,0.18,0.05,"334,266,428.00","1,834.00","25,125,800,000.00","25,460,066,428.00",0.00,0.00,Relatively Low,"39,684.42",0.00,166.17,"39,850.53",92.45,Relatively Moderate,0.00,0.00,98.28,"63,176.96",93.28,Relatively Moderate,December 2025
24093,T15003002006,Hawaii,HI,15,Honolulu,County,003,15003,002006,15003002006,2267,"493,561,229.00",0.00,0.06,,0.18,0.08,"493,561,229.00","2,267.00","31,057,900,000.00","31,551,461,229.00",0.00,0.00,Relatively Low,"74,505.85",0.00,330.84,"74,836.65",94.44,Relatively Moderate,0.00,0.00,98.52,"103,641.45",94.83,Relatively Moderate,December 2025
24094,T15003002101,Hawaii,HI,15,Honolulu,County,003,15003,002101,15003002101,1746,"234,350,020.00",0.00,0.30,,0.33,0.03,"121,151,514.63",941.59,"12,899,757,783.99","13,020,909,298.62",0.00,0.00,Relatively Low,"4,865.19",0.00,25.56,"4,890.75",83.83,Relatively Low,0.00,0.00,94.73,"6,308.10",84.17,Relatively Low,December 2025
24095,T15003002102,Hawaii,HI,15,Honolulu,County,003,15003,002102,15003002102,1839,"337,381,117.00",0.00,0.16,,0.33,0.04,"68,458,223.01",563.54,"7,720,463,045.89","7,788,921,268.89",0.00,0.00,Relatively Low,"1,923.76",0.00,13.37,"1,937.13",80.36,Relatively Low,0.00,0.00,90.78,"3,073.98",81.40,Relatively Low,December 2025
24096,T15003002203,Hawaii,HI,15,Honolulu,County,003,15003,002203,15003002203,1836,"179,442,941.00",0.00,0.08,,0.33,0.02,"179,442,941.00","1,836.00","25,153,200,000.00","25,332,642,941.00",0.00,0.00,Relatively Low,"19,499.07",0.00,156.95,"19,656.02",89.72,Relatively Moderate,0.00,0.00,97.91,"27,387.47",90.32,Relatively Moderate,December 2025
24097,T15003002204,Hawaii,HI,15,Honolulu,County,003,15003,002204,15003002204,1308,"132,058,991.00",0.00,0.02,,0.18,0.02,"105,790,933.12","1,045.78","14,327,150,789.80","14,432,941,722.92",0.00,0.00,Relatively Low,"6,738.41",0.00,52.94,"6,791.35",85.28,Relatively Low,0.00,0.00,96.59,"10,008.66",86.17,Relatively Low,December 2025
24098,T15003002205,Hawaii,HI,15,Honolulu,County,003,15003,002205,15003002205,1888,"348,422,413.00",0.00,0.07,,0.33,0.04,"286,904,527.68","1,536.59","21,051,274,602.09","21,338,179,129.77",0.00,0.00,Relatively Low,"20,774.60",0.00,74.11,"20,848.71",89.95,Relatively Moderate,0.00,0.00,97.11,"28,095.38",90.45,Relatively Moderate,December 2025
24099,T15003002206,Hawaii,HI,15,Honolulu,County,003,15003,002206,15003002206,1961,"162,642,507.00",0.00,0.04,,0.33,0.03,"91,360,144.36","1,168.91","16,014,043,291.06","16,105,403,435.42",0.00,0.00,Relatively Low,"3,793.60",0.00,39.05,"3,832.65",82.88,Relatively Low,0.00,0.00,94.80,"6,582.97",84.37,Relatively Low,December 2025
24100,T15003002301,Hawaii,HI,15,Honolulu,County,003,15003,002301,15003002301,3250,"293,853,640.00",0.00,0.08,,0.01,0.00,"10,999,227.71",119.76,"1,640,759,717.66","1,651,758,945.37",0.00,0.00,Relatively Low,234.10,0.00,1.88,235.98,74.45,Very Low,0.00,0.00,85.84,256.59,74.49,Very Low,December 2025
24101,T15003002302,Hawaii,HI,15,Honolulu,County,003,15003,002302,15003002302,2087,"243,898,370.00",0.00,0.06,,0.03,0.02,"86,283,878.93",807.05,"11,056,652,100.24","11,142,935,979.18",0.00,0.00,Relatively Low,"4,767.88",0.00,35.36,"4,803.23",83.75,Relatively Low,0.00,0.00,94.45,"5,147.52",83.43,Relatively Low,December 2025
24102,T15003002401,Hawaii,HI,15,Honolulu,County,003,15003,002401,15003002401,2912,"265,210,473.00",0.00,0.07,,0.03,0.08,"264,593,800.23","2,904.90","39,797,092,862.76","40,061,686,662.99",0.00,0.00,Relatively Low,"19,217.69",0.00,164.22,"19,381.91",89.67,Relatively Moderate,0.00,0.00,97.24,"24,822.92",89.93,Relatively Moderate,December 2025
24103,T15003002403,Hawaii,HI,15,Honolulu,County,003,15003,002403,15003002403,1567,"180,068,729.00",0.00,0.04,,0.03,0.02,"92,151,994.88",933.44,"12,788,142,537.46","12,880,294,532.35",0.00,0.00,Relatively Low,"5,086.52",0.00,40.13,"5,126.64",84.03,Relatively Low,0.00,0.00,95.44,"7,444.97",84.91,Relatively Low,December 2025
24104,T15003002404,Hawaii,HI,15,Honolulu,County,003,15003,002404,15003002404,1423,"187,805,692.00",0.00,0.06,,0.03,0.02,"63,768,680.75",562.43,"7,705,347,784.29","7,769,116,465.04",0.00,0.00,Relatively Low,"3,581.63",0.00,25.89,"3,607.53",82.59,Relatively Low,0.00,0.00,94.35,"5,621.94",83.76,Relatively Low,December 2025
24105,T15003002500,Hawaii,HI,15,Honolulu,County,003,15003,002500,15003002500,3941,"598,349,571.00",0.00,0.17,,0.33,0.17,"469,145,448.04","3,379.42","46,298,078,852.72","46,767,224,300.75",0.00,0.00,Relatively Low,"33,466.26",0.00,205.15,"33,671.41",91.81,Relatively Moderate,0.00,0.00,96.83,"54,170.89",92.75,Relatively Moderate,December 2025
24106,T15003002600,Hawaii,HI,15,Honolulu,County,003,15003,002600,15003002600,4174,"1,928,651,249.00",0.00,0.26,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24107,T15003002701,Hawaii,HI,15,Honolulu,County,003,15003,002701,15003002701,4078,"1,795,731,621.00",0.00,0.58,,0.01,0.04,"71,451,104.96",627.36,"8,594,778,184.93","8,666,229,289.89",0.00,0.00,Very Low,787.28,0.00,4.22,791.50,77.69,Relatively Low,0.00,0.00,84.58,954.47,77.84,Relatively Low,December 2025
24108,T15003002702,Hawaii,HI,15,Honolulu,County,003,15003,002702,15003002702,4705,"1,033,613,532.00",0.00,0.40,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24109,T15003002801,Hawaii,HI,15,Honolulu,County,003,15003,002801,15003002801,1778,"410,886,116.00",0.00,0.26,,0.01,0.00,"7,160,892.98",22.35,"306,199,843.73","313,360,736.72",0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24110,T15003002802,Hawaii,HI,15,Honolulu,County,003,15003,002802,15003002802,2353,"336,826,557.00",0.00,0.64,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24111,T15003002900,Hawaii,HI,15,Honolulu,County,003,15003,002900,15003002900,2251,"332,975,387.00",0.00,0.46,,0.01,0.03,"37,319,356.93",284.91,"3,903,230,856.32","3,940,550,213.24",0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24112,T15003003000,Hawaii,HI,15,Honolulu,County,003,15003,003000,15003003000,4305,"911,851,857.00",0.00,0.59,,0.01,0.01,"10,683,834.91",71.56,"980,371,352.50","991,055,187.41",0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24113,T15003003102,Hawaii,HI,15,Honolulu,County,003,15003,003102,15003003102,3345,"626,336,494.00",0.00,1.52,,0.01,0.02,"21,693,117.32",112.19,"1,537,053,852.35","1,558,746,969.66",0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24114,T15003003103,Hawaii,HI,15,Honolulu,County,003,15003,003103,15003003103,1567,"254,393,001.00",0.00,1.76,,0.01,0.03,"52,753,860.46",346.75,"4,750,533,226.31","4,803,287,086.78",0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24115,T15003003104,Hawaii,HI,15,Honolulu,County,003,15003,003104,15003003104,2175,"416,250,673.00",0.00,0.34,,0.00,0.00,"50,460.06",0.29,"4,032,922.04","4,083,382.10",0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24116,T15003003404,Hawaii,HI,15,Honolulu,County,003,15003,003404,15003003404,4517,"611,754,376.00",0.00,0.10,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24117,T15003003408,Hawaii,HI,15,Honolulu,County,003,15003,003408,15003003408,2256,"252,146,055.00",0.00,0.04,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24118,T15003003409,Hawaii,HI,15,Honolulu,County,003,15003,003409,15003003409,1901,"241,294,964.00",0.00,0.03,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24119,T15003003410,Hawaii,HI,15,Honolulu,County,003,15003,003410,15003003410,1482,"153,741,416.00",0.00,0.03,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24120,T15003003411,Hawaii,HI,15,Honolulu,County,003,15003,003411,15003003411,1231,"139,895,379.00",0.00,0.02,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24121,T15003003412,Hawaii,HI,15,Honolulu,County,003,15003,003412,15003003412,1618,"239,808,140.00",0.00,0.06,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24122,T15003003413,Hawaii,HI,15,Honolulu,County,003,15003,003413,15003003413,2532,"295,198,402.00",0.00,0.06,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24123,T15003003414,Hawaii,HI,15,Honolulu,County,003,15003,003414,15003003414,4118,"546,844,676.00",0.00,0.10,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24124,T15003003501,Hawaii,HI,15,Honolulu,County,003,15003,003501,15003003501,2286,"596,224,147.00",0.00,0.12,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24125,T15003003503,Hawaii,HI,15,Honolulu,County,003,15003,003503,15003003503,1500,"420,496,843.00",0.00,0.07,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24126,T15003003504,Hawaii,HI,15,Honolulu,County,003,15003,003504,15003003504,2712,"475,249,248.00",0.00,0.09,,0.01,0.00,"777,376.69",0.43,"5,898,610.06","6,675,986.75",0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24127,T15003003603,Hawaii,HI,15,Honolulu,County,003,15003,003603,15003003603,3181,"343,897,583.00",0.00,0.06,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24128,T15003003604,Hawaii,HI,15,Honolulu,County,003,15003,003604,15003003604,2554,"556,555,954.00",0.00,0.07,,0.03,0.02,"121,835,868.01",495.43,"6,787,440,602.37","6,909,276,470.38",0.00,0.00,Relatively Low,"6,384.58",0.00,20.05,"6,404.63",84.99,Relatively Low,0.00,0.00,93.08,"10,471.64",86.31,Relatively Low,December 2025
24129,T15003003605,Hawaii,HI,15,Honolulu,County,003,15003,003605,15003003605,1036,"302,668,789.00",0.00,0.06,,0.03,0.02,"98,846,104.34",445.02,"6,096,763,287.79","6,195,609,392.12",0.00,0.00,Relatively Low,"5,225.90",0.00,18.12,"5,244.02",84.10,Relatively Low,0.00,0.00,94.30,"6,872.39",84.54,Relatively Low,December 2025
24130,T15003003606,Hawaii,HI,15,Honolulu,County,003,15003,003606,15003003606,3058,"599,291,146.00",0.00,0.09,,0.03,0.01,"99,097,834.76",605.57,"8,296,263,433.73","8,395,361,268.49",0.00,0.00,Relatively Low,"5,972.42",0.00,28.18,"6,000.60",84.66,Relatively Low,0.00,0.00,92.56,"6,368.76",84.22,Relatively Low,December 2025
24131,T15003003701,Hawaii,HI,15,Honolulu,County,003,15003,003701,15003003701,2522,"403,859,237.00",0.00,0.07,,0.33,0.03,"259,868,216.65","1,768.00","24,221,554,774.00","24,481,422,990.65",0.00,0.00,Relatively Low,"21,439.43",0.00,109.22,"21,548.66",90.15,Relatively Moderate,0.00,0.00,96.79,"31,595.22",90.90,Relatively Moderate,December 2025
24132,T15003003702,Hawaii,HI,15,Honolulu,County,003,15003,003702,15003003702,3929,"500,541,596.00",0.00,0.10,,0.03,0.08,"466,901,222.94","3,763.34","51,557,810,378.21","52,024,711,601.14",0.00,0.00,Relatively Low,"29,715.15",0.00,188.69,"29,903.83",91.40,Relatively Moderate,0.00,0.00,96.92,"27,600.75",90.35,Relatively Moderate,December 2025
24133,T15003003703,Hawaii,HI,15,Honolulu,County,003,15003,003703,15003003703,3434,"1,568,260,956.00",0.00,0.88,,0.33,0.18,"1,230,689,131.93","2,398.25","32,855,960,179.71","34,086,649,311.64",0.00,0.00,Relatively Low,"143,502.64",0.00,123.62,"143,626.68",96.21,Relatively High,0.00,0.00,97.99,"189,151.57",96.53,Relatively High,December 2025
24134,T15003003801,Hawaii,HI,15,Honolulu,County,003,15003,003801,15003003801,4909,"833,000,973.00",0.00,0.49,,0.33,0.12,"579,089,430.09","2,265.89","31,042,705,886.73","31,621,795,316.82",0.00,0.00,Relatively Low,"38,123.85",0.00,98.99,"38,222.77",92.27,Relatively Moderate,0.00,0.00,96.66,"43,032.78",91.99,Relatively Moderate,December 2025
24135,T15003003802,Hawaii,HI,15,Honolulu,County,003,15003,003802,15003003802,5114,"677,184,256.00",0.00,0.11,,0.03,0.01,"25,143,629.72",168.98,"2,314,963,813.95","2,340,107,443.66",0.00,0.00,Relatively Low,"1,292.30",0.00,6.83,"1,299.13",79.04,Relatively Low,0.00,0.00,88.23,"1,762.18",79.61,Relatively Low,December 2025
24136,T15003003900,Hawaii,HI,15,Honolulu,County,003,15003,003900,15003003900,559,"936,277,982.00",0.00,0.55,,0.33,0.02,"72,623,995.07",26.64,"365,018,782.66","437,642,777.72",0.00,0.00,Relatively Moderate,"4,614.36",0.00,1.46,"4,615.82",83.59,Relatively Low,0.00,0.00,90.80,"8,081.52",85.22,Relatively Low,December 2025
24137,T15003004000,Hawaii,HI,15,Honolulu,County,003,15003,004000,15003004000,1627,"2,136,812,541.00",0.00,0.12,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
24138,T15003004101,Hawaii,HI,15,Honolulu,County,003,15003,004101,15003004101,1618,"207,696,099.00",0.00,0.06,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
