OBJECTID,National Risk Index ID,State Name,State Name Abbreviation,State FIPS Code,County Name,County Type,County FIPS Code,State-County FIPS Code,Census Tract,Census Tract FIPS Code,Population (2020),Building Value ($),Agriculture Value ($),Area (sq mi),Lightning - Number of Events,Lightning - Annualized Frequency,Lightning - Exposure - Impacted Area (sq mi),Lightning - Exposure - Building Value,Lightning - Exposure - Population,Lightning - Exposure - Population Equivalence,Lightning - Exposure - Total,Lightning - Historic Loss Ratio - Buildings,Lightning - Historic Loss Ratio - Population,Lightning - Historic Loss Ratio - Total Rating,Lightning - Expected Annual Loss - Building Value,Lightning - Expected Annual Loss - Population,Lightning - Expected Annual Loss - Population Equivalence,Lightning - Expected Annual Loss - Total,Lightning - Expected Annual Loss Score,Lightning - Expected Annual Loss Rating,Lightning - Expected Annual Loss Rate - Building,Lightning - Expected Annual Loss Rate - Population,Lightning - Expected Annual Loss Rate - National Percentile,Lightning - Hazard Type Risk Index Value,Lightning - Hazard Type Risk Index Score,Lightning - Hazard Type Risk Index Rating,National Risk Index Version
24274,T15003008942,Hawaii,HI,15,Honolulu,County,003,15003,008942,15003008942,2370,"342,650,108.00",0.00,0.24,"1,830.00",83.48,0.24,"342,650,108.00","2,370.00","32,469,000,000.00","32,811,650,108.00",0.00,0.00,Relatively High,945.17,0.00,"30,778.26","31,723.44",82.80,Relatively High,0.00,0.00,52.92,"40,674.15",85.59,Relatively High,December 2025
24275,T15003008943,Hawaii,HI,15,Honolulu,County,003,15003,008943,15003008943,1372,"192,256,697.00",0.00,0.19,931.00,84.95,0.19,"192,256,697.00","1,372.00","18,796,400,000.00","18,988,656,697.00",0.00,0.00,Relatively High,538.95,0.00,"18,088.25","18,627.20",65.42,Relatively Moderate,0.00,0.00,52.30,"17,412.84",59.87,Relatively Moderate,December 2025
24276,T15003008944,Hawaii,HI,15,Honolulu,County,003,15003,008944,15003008944,3517,"427,413,458.00",0.00,0.25,693.00,77.00,0.25,"427,413,458.00","3,517.00","48,182,900,000.00","48,610,313,458.00",0.00,0.00,Relatively High,"1,083.52",0.00,"42,014.90","43,098.42",90.25,Relatively High,0.00,0.00,47.00,"33,888.46",80.90,Relatively High,December 2025
24277,T15003008945,Hawaii,HI,15,Honolulu,County,003,15003,008945,15003008945,1436,"731,287,120.00","2,727,001.00",1.69,"3,144.00",83.18,1.69,"731,287,120.00","1,436.00","19,673,200,000.00","20,404,487,120.00",0.00,0.00,Relatively High,"1,914.27",0.00,"17,982.03","19,896.30",67.69,Relatively Moderate,0.00,0.00,81.36,"21,629.50",67.08,Relatively Moderate,December 2025
24278,T15003008946,Hawaii,HI,15,Honolulu,County,003,15003,008946,15003008946,2882,"357,562,455.00",0.00,0.23,"2,430.00",81.00,0.23,"357,562,455.00","2,882.00","39,483,400,000.00","39,840,962,455.00",0.00,0.00,Relatively High,953.53,0.00,"36,217.56","37,171.09",86.94,Relatively High,0.00,0.00,48.21,"29,227.78",76.57,Relatively Moderate,December 2025
24279,T15003008947,Hawaii,HI,15,Honolulu,County,003,15003,008947,15003008947,1846,"221,995,728.00",0.00,0.11,478.00,80.58,0.11,"221,995,728.00","1,846.00","25,290,200,000.00","25,512,195,728.00",0.00,0.00,Relatively High,584.85,0.00,"22,932.73","23,517.58",73.40,Relatively Moderate,0.00,0.00,47.19,"22,160.21",67.88,Relatively Moderate,December 2025
24280,T15003008948,Hawaii,HI,15,Honolulu,County,003,15003,008948,15003008948,2807,"497,556,973.00",0.00,0.24,"2,114.00",81.13,0.24,"497,556,973.00","2,807.00","38,455,900,000.00","38,953,456,973.00",0.00,0.00,Relatively High,"1,327.44",0.00,"35,275.05","36,602.49",86.59,Relatively High,0.00,0.00,58.19,"52,456.72",90.87,Relatively High,December 2025
24281,T15003008949,Hawaii,HI,15,Honolulu,County,003,15003,008949,15003008949,1540,"383,470,875.00",0.00,0.28,162.00,81.00,0.28,"383,470,875.00","1,540.00","21,098,000,000.00","21,481,470,875.00",0.00,0.00,Relatively High,"1,022.62",0.00,"19,352.90","20,375.52",68.53,Relatively Moderate,0.00,0.00,66.67,"18,612.90",62.10,Relatively Moderate,December 2025
24282,T15003008950,Hawaii,HI,15,Honolulu,County,003,15003,008950,15003008950,2068,"199,634,063.00",0.00,0.16,"1,636.00",81.84,0.16,"199,634,063.00","2,068.00","28,331,600,000.00","28,531,234,063.00",0.00,0.00,Relatively High,539.70,0.00,"26,411.41","26,951.11",77.82,Relatively High,0.00,0.00,41.37,"21,191.77",66.41,Relatively Moderate,December 2025
24283,T15003008951,Hawaii,HI,15,Honolulu,County,003,15003,008951,15003008951,2101,"180,086,704.00",0.00,0.11,"3,070.00",80.73,0.11,"180,086,704.00","2,101.00","28,783,700,000.00","28,963,786,704.00",0.00,0.00,Relatively High,478.69,0.00,"26,293.66","26,772.35",77.60,Relatively High,0.00,0.00,38.18,"35,551.43",82.17,Relatively High,December 2025
24284,T15003008952,Hawaii,HI,15,Honolulu,County,003,15003,008952,15003008952,6000,"778,597,608.00",0.00,1.56,"5,078.00",81.54,1.56,"778,597,608.00","6,000.00","82,200,000,000.00","82,978,597,608.00",0.00,0.00,Relatively High,"2,094.79",0.01,"76,199.58","78,294.38",97.32,Very High,0.00,0.00,49.59,"81,501.97",96.38,Very High,December 2025
24285,T15003009000,Hawaii,HI,15,Honolulu,County,003,15003,009000,15003009000,2412,"291,265,877.00","10,425.00",2.62,"13,022.00",82.66,2.62,"291,265,877.00","2,412.00","33,044,400,000.00","33,335,665,877.00",0.00,0.00,Relatively High,751.53,0.00,"29,292.39","30,043.92",81.24,Relatively High,0.00,0.00,47.04,"23,623.66",69.91,Relatively Moderate,December 2025
24286,T15003009100,Hawaii,HI,15,Honolulu,County,003,15003,009100,15003009100,5684,"512,410,165.00","383,894.00",12.94,"8,989.00",83.01,12.94,"512,410,165.00","5,684.00","77,870,800,000.00","78,383,210,165.00",0.00,0.00,Relatively High,"1,372.92",0.01,"71,113.99","72,486.91",96.80,Very High,0.00,0.00,39.71,"66,216.31",94.32,Relatively High,December 2025
24287,T15003009201,Hawaii,HI,15,Honolulu,County,003,15003,009201,15003009201,3423,"337,751,539.00",0.00,0.54,"2,306.00",91.57,0.54,"337,751,539.00","3,423.00","46,895,100,000.00","47,232,851,539.00",0.00,0.00,Relatively High,"1,013.44",0.00,"48,565.27","49,578.71",92.71,Relatively High,0.00,0.00,42.73,"48,985.17",89.60,Relatively High,December 2025
24288,T15003009202,Hawaii,HI,15,Honolulu,County,003,15003,009202,15003009202,2762,"418,572,799.00",0.00,0.47,"3,201.00",90.14,0.47,"418,572,799.00","2,762.00","37,839,400,000.00","38,257,972,799.00",0.00,0.00,Relatively High,"1,230.39",0.00,"38,309.70","39,540.09",88.40,Relatively High,0.00,0.00,54.70,"39,873.36",85.09,Relatively High,December 2025
24289,T15003009203,Hawaii,HI,15,Honolulu,County,003,15003,009203,15003009203,2260,"297,655,343.00",0.00,0.38,"3,045.00",84.77,0.38,"297,655,343.00","2,260.00","30,962,000,000.00","31,259,655,343.00",0.00,0.00,Relatively High,834.37,0.00,"30,024.58","30,858.95",81.99,Relatively High,0.00,0.00,50.32,"27,549.45",74.74,Relatively Moderate,December 2025
24290,T15003009301,Hawaii,HI,15,Honolulu,County,003,15003,009301,15003009301,1575,"383,725,888.00",0.00,0.15,770.00,77.00,0.15,"383,725,888.00","1,575.00","21,577,500,000.00","21,961,225,888.00",0.00,0.00,Relatively High,972.77,0.00,"18,815.32","19,788.09",67.53,Relatively Moderate,0.00,0.00,65.63,"30,311.57",77.62,Relatively Moderate,December 2025
24291,T15003009302,Hawaii,HI,15,Honolulu,County,003,15003,009302,15003009302,3324,"408,841,159.00",0.00,0.33,"4,879.00",81.58,0.33,"408,841,159.00","3,324.00","45,538,800,000.00","45,947,641,159.00",0.00,0.00,Relatively High,"1,083.58",0.00,"41,782.26","42,865.83",90.12,Relatively High,0.00,0.00,47.71,"57,164.07",92.27,Relatively High,December 2025
24292,T15003009401,Hawaii,HI,15,Honolulu,County,003,15003,009401,15003009401,1471,"176,035,530.00","6,765.00",0.39,"1,061.00",82.39,0.39,"176,035,530.00","1,471.00","20,152,700,000.00","20,328,735,530.00",0.00,0.00,Relatively High,470.13,0.00,"18,738.83","19,208.96",66.50,Relatively Moderate,0.00,0.00,46.84,"15,104.09",55.23,Relatively Moderate,December 2025
24293,T15003009402,Hawaii,HI,15,Honolulu,County,003,15003,009402,15003009402,3843,"368,858,087.00",0.00,0.30,"1,647.00",78.70,0.30,"368,858,087.00","3,843.00","52,649,100,000.00","53,017,958,087.00",0.00,0.00,Relatively High,958.49,0.00,"46,956.60","47,915.10",92.19,Relatively High,0.00,0.00,40.89,"61,781.15",93.43,Relatively High,December 2025
24294,T15003009507,Hawaii,HI,15,Honolulu,County,003,15003,009507,15003009507,2734,"330,664,122.00",0.00,0.68,"2,235.00",81.94,0.68,"330,664,122.00","2,734.00","37,455,800,000.00","37,786,464,122.00",0.00,0.00,Relatively High,895.24,0.00,"33,942.31","34,837.55",85.35,Relatively High,0.00,0.00,48.44,"27,392.91",74.56,Relatively Moderate,December 2025
24295,T15003009508,Hawaii,HI,15,Honolulu,County,003,15003,009508,15003009508,991,"123,966,665.00",0.00,0.27,920.00,75.32,0.27,"123,966,665.00",991.00,"13,576,700,000.00","13,700,666,665.00",0.00,0.00,Relatively High,292.57,0.00,"10,769.30","11,061.87",47.60,Relatively Moderate,0.00,0.00,47.84,"8,697.99",39.05,Relatively Low,December 2025
24296,T15003009509,Hawaii,HI,15,Honolulu,County,003,15003,009509,15003009509,2643,"239,596,730.00",0.00,0.29,"4,531.00",82.19,0.29,"239,596,730.00","2,643.00","36,209,100,000.00","36,448,696,730.00",0.00,0.00,Relatively High,657.90,0.00,"32,866.33","33,524.23",84.33,Relatively High,0.00,0.00,40.93,"26,360.24",73.38,Relatively Moderate,December 2025
24297,T15003009510,Hawaii,HI,15,Honolulu,County,003,15003,009510,15003009510,1255,"252,053,146.00",0.00,0.15,"1,311.00",69.00,0.15,"252,053,146.00","1,255.00","17,193,500,000.00","17,445,553,146.00",0.00,0.00,Relatively High,572.58,0.00,"13,434.86","14,007.44",55.36,Relatively Moderate,0.00,0.00,59.85,"11,014.11",45.53,Relatively Low,December 2025
24298,T15003009511,Hawaii,HI,15,Honolulu,County,003,15003,009511,15003009511,2546,"312,273,650.00",0.00,0.37,"3,473.00",86.20,0.37,"312,273,650.00","2,546.00","34,880,200,000.00","35,192,473,650.00",0.00,0.00,Relatively High,874.45,0.00,"33,466.41","34,340.87",84.97,Relatively High,0.00,0.00,48.52,"27,002.36",74.12,Relatively Moderate,December 2025
24299,T15003009512,Hawaii,HI,15,Honolulu,County,003,15003,009512,15003009512,4713,"638,290,063.00",0.00,1.03,"8,656.00",89.11,1.03,"638,290,063.00","4,713.00","64,568,100,000.00","65,206,390,063.00",0.00,0.00,Relatively High,"1,887.70",0.00,"65,956.08","67,843.77",96.24,Very High,0.00,0.00,51.56,"53,345.84",91.17,Relatively High,December 2025
24300,T15003009608,Hawaii,HI,15,Honolulu,County,003,15003,009608,15003009608,5664,"501,989,724.00","597,694.00",19.99,"25,756.00",84.93,17.82,"501,989,724.00","5,664.00","77,596,800,000.00","78,098,789,724.00",0.00,0.00,Relatively High,"1,185.76",0.00,"61,551.29","62,737.06",95.50,Very High,0.00,0.00,38.51,"49,330.40",89.74,Relatively High,December 2025
24301,T15003009609,Hawaii,HI,15,Honolulu,County,003,15003,009609,15003009609,5070,"491,807,044.00","867,053.00",1.97,"2,081.00",74.46,1.97,"491,807,044.00","5,070.00","69,459,000,000.00","69,950,807,044.00",0.00,0.00,Relatively High,"1,171.44",0.00,"56,495.13","57,666.57",94.61,Relatively High,0.00,0.00,40.46,"62,705.16",93.63,Relatively High,December 2025
24302,T15003009610,Hawaii,HI,15,Honolulu,County,003,15003,009610,15003009610,7105,"561,539,711.00","58,658.00",1.81,"3,689.00",78.98,0.72,"561,539,711.00","7,105.00","97,338,500,000.00","97,900,039,711.00",0.00,0.00,Relatively High,"1,442.03",0.01,"86,363.66","87,805.68",98.00,Very High,0.00,0.00,35.66,"113,294.68",98.34,Very High,December 2025
24303,T15003009704,Hawaii,HI,15,Honolulu,County,003,15003,009704,15003009704,3553,"306,052,719.00","2,460,382.00",2.23,"6,710.00",90.41,2.23,"306,052,719.00","3,553.00","48,676,100,000.00","48,982,152,719.00",0.00,0.00,Relatively High,877.25,0.00,"48,550.59","49,427.84",92.67,Relatively High,0.00,0.00,38.65,"73,366.23",95.43,Relatively High,December 2025
24304,T15003009705,Hawaii,HI,15,Honolulu,County,003,15003,009705,15003009705,3640,"481,588,648.00",0.00,1.18,"5,656.00",79.73,0.54,"481,588,648.00","3,640.00","49,868,000,000.00","50,349,588,648.00",0.00,0.00,Relatively High,"1,254.85",0.00,"44,382.68","45,637.53",91.35,Relatively High,0.00,0.00,49.98,"43,048.79",86.88,Relatively High,December 2025
24305,T15003009706,Hawaii,HI,15,Honolulu,County,003,15003,009706,15003009706,3134,"228,309,730.00","1,816,294.00",1.52,"5,764.00",86.67,1.52,"228,309,730.00","3,134.00","42,935,800,000.00","43,164,109,730.00",0.00,0.00,Relatively High,642.99,0.00,"41,904.03","42,547.03",90.00,Relatively High,0.00,0.00,34.58,"46,250.89",88.42,Relatively High,December 2025
24306,T15003009707,Hawaii,HI,15,Honolulu,County,003,15003,009707,15003009707,6575,"790,801,196.00","847,837.00",9.35,"6,916.00",84.34,7.72,"790,801,196.00","6,575.00","90,077,500,000.00","90,868,301,196.00",0.00,0.00,Relatively High,"2,038.32",0.01,"80,210.60","82,248.92",97.62,Very High,0.00,0.00,46.75,"107,056.92",98.06,Very High,December 2025
24307,T15003009801,Hawaii,HI,15,Honolulu,County,003,15003,009801,15003009801,3805,"376,240,460.00",0.00,25.98,"9,507.00",78.33,21.29,"376,240,460.00","3,805.00","52,128,500,000.00","52,504,740,460.00",0.00,0.00,Relatively High,969.62,0.00,"46,756.35","47,725.97",92.11,Relatively High,0.00,0.00,41.14,"59,853.40",92.99,Relatively High,December 2025
24308,T15003009803,Hawaii,HI,15,Honolulu,County,003,15003,009803,15003009803,2825,"379,946,054.00",0.00,2.36,"2,305.00",71.47,0.33,"379,946,054.00","2,825.00","38,702,500,000.00","39,082,446,054.00",0.00,0.00,Relatively High,900.10,0.00,"31,401.68","32,301.78",83.31,Relatively High,0.00,0.00,49.39,"33,286.44",80.42,Relatively High,December 2025
24309,T15003009804,Hawaii,HI,15,Honolulu,County,003,15003,009804,15003009804,3660,"339,407,134.00","39,515.00",0.70,"2,092.00",74.97,0.70,"339,407,134.00","3,660.00","50,142,000,000.00","50,481,407,134.00",0.00,0.00,Relatively High,827.76,0.00,"41,984.96","42,812.71",90.10,Relatively High,0.00,0.00,39.37,"73,813.16",95.49,Relatively High,December 2025
24310,T15003009902,Hawaii,HI,15,Honolulu,County,003,15003,009902,15003009902,3998,"414,314,907.00","2,192,478.00",1.95,"4,191.00",69.14,1.54,"414,314,907.00","3,998.00","54,772,600,000.00","55,186,914,907.00",0.00,0.00,Relatively High,931.47,0.00,"42,647.80","43,579.28",90.47,Relatively High,0.00,0.00,41.15,"45,347.69",87.99,Relatively High,December 2025
24311,T15003009905,Hawaii,HI,15,Honolulu,County,003,15003,009905,15003009905,3879,"476,101,547.00","1,714,105.00",1.43,"6,237.00",77.00,1.23,"476,101,547.00","3,879.00","53,142,300,000.00","53,618,401,547.00",0.00,0.00,Relatively High,"1,206.95",0.00,"46,339.43","47,546.38",92.06,Relatively High,0.00,0.00,47.30,"57,046.72",92.25,Relatively High,December 2025
24312,T15003009906,Hawaii,HI,15,Honolulu,County,003,15003,009906,15003009906,1921,"380,997,614.00","23,008,278.00",37.26,"8,578.00",74.69,34.19,"380,997,614.00","1,921.00","26,317,700,000.00","26,698,697,614.00",0.00,0.00,Relatively High,"1,029.08",0.00,"24,869.16","25,898.24",76.61,Relatively High,0.00,0.00,60.80,"23,903.66",70.33,Relatively Moderate,December 2025
24313,T15003010000,Hawaii,HI,15,Honolulu,County,003,15003,010000,15003010000,3768,"752,216,452.00","63,548,263.00",75.81,"22,325.00",78.39,74.15,"752,216,452.00","3,768.00","51,621,600,000.00","52,373,816,452.00",0.00,0.00,Relatively High,"1,866.20",0.00,"44,862.43","46,728.63",91.77,Relatively High,0.00,0.00,60.00,"36,742.91",83.02,Relatively High,December 2025
24314,T15003010101,Hawaii,HI,15,Honolulu,County,003,15003,010101,15003010101,2892,"404,854,784.00","96,783.00",3.62,"3,190.00",70.93,2.70,"404,854,784.00","2,892.00","39,620,400,000.00","40,025,254,784.00",0.00,0.00,Relatively High,948.42,0.00,"31,926.69","32,875.11",83.78,Relatively High,0.00,0.00,50.33,"36,672.35",82.97,Relatively High,December 2025
24315,T15003010102,Hawaii,HI,15,Honolulu,County,003,15003,010102,15003010102,2414,"353,195,799.00","18,504.00",9.77,"5,906.00",69.64,8.02,"353,195,799.00","2,414.00","33,071,800,000.00","33,424,995,799.00",0.00,0.00,Relatively High,788.74,0.00,"25,353.47","26,142.21",76.88,Relatively High,0.00,0.00,50.97,"29,092.28",76.40,Relatively Moderate,December 2025
24316,T15003010103,Hawaii,HI,15,Honolulu,County,003,15003,010103,15003010103,3275,"603,931,634.00","8,121,868.00",24.36,"11,471.00",70.84,21.59,"603,931,634.00","3,275.00","44,867,500,000.00","45,471,431,634.00",0.00,0.00,Relatively High,"1,461.89",0.00,"38,518.03","39,979.91",88.69,Relatively High,0.00,0.00,57.50,"31,436.37",78.71,Relatively High,December 2025
24317,T15003010202,Hawaii,HI,15,Honolulu,County,003,15003,010202,15003010202,7391,"1,368,406,366.00","2,317,649.00",15.61,"10,842.00",78.27,12.96,"1,368,406,366.00","7,391.00","101,256,700,000.00","102,625,106,366.00",0.00,0.00,Relatively High,"3,392.04",0.01,"87,762.76","91,154.80",98.18,Very High,0.00,0.00,58.11,"71,675.40",95.18,Relatively High,December 2025
24318,T15003010203,Hawaii,HI,15,Honolulu,County,003,15003,010203,15003010203,1381,"150,240,372.00","1,387,639.00",9.89,"3,614.00",79.72,8.39,"150,240,372.00","1,381.00","18,919,700,000.00","19,069,940,372.00",0.00,0.00,Relatively High,377.94,0.00,"16,420.05","16,797.99",61.84,Relatively Moderate,0.00,0.00,43.75,"21,103.53",66.28,Relatively Moderate,December 2025
24319,T15003010204,Hawaii,HI,15,Honolulu,County,003,15003,010204,15003010204,2836,"266,828,235.00","11,259.00",5.93,"3,055.00",82.41,5.38,"266,828,235.00","2,836.00","38,853,200,000.00","39,120,028,235.00",0.00,0.00,Relatively High,731.28,0.00,"36,662.77","37,394.05",87.09,Relatively High,0.00,0.00,40.83,"38,489.07",84.20,Relatively High,December 2025
24320,T15003010205,Hawaii,HI,15,Honolulu,County,003,15003,010205,15003010205,1673,"185,065,741.00","55,027.00",12.85,"5,416.00",77.05,12.12,"185,065,741.00","1,673.00","22,920,100,000.00","23,105,165,741.00",0.00,0.00,Relatively High,435.17,0.00,"18,673.43","19,108.59",66.33,Relatively Moderate,0.00,0.00,43.55,"27,708.91",74.93,Relatively Moderate,December 2025
24321,T15003010303,Hawaii,HI,15,Honolulu,County,003,15003,010303,15003010303,5036,"635,802,284.00","2,820,757.00",18.46,"13,380.00",73.85,16.38,"635,802,284.00","5,036.00","68,993,200,000.00","69,629,002,284.00",0.00,0.00,Relatively High,"1,510.97",0.00,"56,734.75","58,245.72",94.73,Relatively High,0.00,0.00,47.36,"69,174.68",94.81,Relatively High,December 2025
24322,T15003010305,Hawaii,HI,15,Honolulu,County,003,15003,010305,15003010305,5356,"820,562,886.00","15,343.00",4.12,"3,742.00",74.41,1.57,"820,562,886.00","5,356.00","73,377,200,000.00","74,197,762,886.00",0.00,0.00,Relatively High,"2,012.28",0.00,"62,198.60","64,210.88",95.73,Very High,0.00,0.00,53.12,"88,732.43",97.05,Very High,December 2025
24323,T15003010308,Hawaii,HI,15,Honolulu,County,003,15003,010308,15003010308,3427,"484,618,530.00","38,404.00",3.86,"7,498.00",76.41,3.86,"484,618,530.00","3,427.00","46,949,900,000.00","47,434,518,530.00",0.00,0.00,Relatively High,"1,181.67",0.00,"39,346.20","40,527.87",89.00,Relatively High,0.00,0.00,50.98,"31,867.23",79.13,Relatively High,December 2025
24324,T15003010309,Hawaii,HI,15,Honolulu,County,003,15003,010309,15003010309,3897,"611,567,353.00","22,060.00",3.52,"4,945.00",80.99,3.52,"611,567,353.00","3,897.00","53,388,900,000.00","54,000,467,353.00",0.00,0.00,Relatively High,"1,577.00",0.00,"47,282.95","48,859.95",92.50,Relatively High,0.00,0.00,54.43,"44,414.21",87.55,Relatively High,December 2025
24325,T15003010310,Hawaii,HI,15,Honolulu,County,003,15003,010310,15003010310,2497,"390,660,028.00",0.00,1.29,"1,634.00",72.85,1.27,"390,660,028.00","2,497.00","34,208,900,000.00","34,599,560,028.00",0.00,0.00,Relatively High,963.23,0.00,"29,006.41","29,969.63",81.16,Relatively High,0.00,0.00,53.91,"39,061.02",84.58,Relatively High,December 2025
24326,T15003010503,Hawaii,HI,15,Honolulu,County,003,15003,010503,15003010503,2263,"325,394,217.00","8,443.00",0.54,"1,932.00",80.04,0.54,"325,394,217.00","2,263.00","31,003,100,000.00","31,328,494,217.00",0.00,0.00,Relatively High,814.31,0.00,"25,742.19","26,556.50",77.35,Relatively High,0.00,0.00,52.66,"39,078.24",84.58,Relatively High,December 2025
24327,T15003010505,Hawaii,HI,15,Honolulu,County,003,15003,010505,15003010505,3521,"600,196,686.00","5,213.00",2.18,"3,695.00",68.32,1.59,"600,196,686.00","3,521.00","48,237,700,000.00","48,837,896,686.00",0.00,0.00,Relatively High,"1,332.97",0.00,"36,401.54","37,734.51",87.30,Relatively High,0.00,0.00,55.45,"42,634.53",86.66,Relatively High,December 2025
24328,T15003010507,Hawaii,HI,15,Honolulu,County,003,15003,010507,15003010507,5510,"812,448,365.00",0.00,0.49,"2,210.00",74.81,0.49,"812,448,365.00","5,510.00","75,487,000,000.00","76,299,448,365.00",0.00,0.00,Relatively High,"1,956.49",0.00,"63,303.16","65,259.65",95.88,Very High,0.00,0.00,51.71,"107,413.08",98.09,Very High,December 2025
24329,T15003010508,Hawaii,HI,15,Honolulu,County,003,15003,010508,15003010508,2748,"456,099,495.00",0.00,0.68,885.00,68.03,0.31,"456,099,495.00","2,748.00","37,647,600,000.00","38,103,699,495.00",0.00,0.00,Relatively High,"1,024.54",0.00,"29,010.26","30,034.80",81.23,Relatively High,0.00,0.00,54.55,"29,300.26",76.64,Relatively Moderate,December 2025
24330,T15003010509,Hawaii,HI,15,Honolulu,County,003,15003,010509,15003010509,2087,"200,322,642.00",0.00,0.16,593.00,65.76,0.16,"200,322,642.00","2,087.00","28,591,900,000.00","28,792,222,642.00",0.00,0.00,Relatively High,433.32,0.00,"21,277.17","21,710.49",70.70,Relatively Moderate,0.00,0.00,38.97,"22,043.99",67.70,Relatively Moderate,December 2025
24331,T15003010510,Hawaii,HI,15,Honolulu,County,003,15003,010510,15003010510,3273,"408,651,530.00",0.00,0.47,779.00,65.06,0.34,"408,651,530.00","3,273.00","44,840,100,000.00","45,248,751,530.00",0.00,0.00,Relatively High,876.55,0.00,"33,047.54","33,924.10",84.63,Relatively High,0.00,0.00,45.96,"35,765.21",82.33,Relatively High,December 2025
24332,T15003010601,Hawaii,HI,15,Honolulu,County,003,15003,010601,15003010601,3921,"400,309,879.00",0.00,0.50,"1,833.00",63.37,0.45,"400,309,879.00","3,921.00","53,717,700,000.00","54,118,009,879.00",0.00,0.00,Relatively High,827.56,0.00,"38,153.94","38,981.49",88.08,Relatively High,0.00,0.00,40.11,"43,702.46",87.24,Relatively High,December 2025
24333,T15003010602,Hawaii,HI,15,Honolulu,County,003,15003,010602,15003010602,5986,"1,042,191,403.00",0.00,0.78,"3,603.00",68.45,0.78,"1,042,191,403.00","5,986.00","82,008,200,000.00","83,050,391,403.00",0.00,0.00,Relatively High,"2,351.83",0.00,"63,974.85","66,326.68",96.05,Very High,0.00,0.00,55.79,"68,089.50",94.63,Relatively High,December 2025
24334,T15003010701,Hawaii,HI,15,Honolulu,County,003,15003,010701,15003010701,4151,"747,242,871.00",0.00,1.89,"1,835.00",67.11,1.21,"747,242,871.00","4,151.00","56,868,700,000.00","57,615,942,871.00",0.00,0.00,Relatively High,"1,668.34",0.00,"43,681.94","45,350.28",91.22,Relatively High,0.00,0.00,56.69,"61,985.21",93.48,Relatively High,December 2025
24335,T15003010702,Hawaii,HI,15,Honolulu,County,003,15003,010702,15003010702,3832,"495,633,895.00",0.00,1.62,"2,461.00",65.03,1.62,"495,633,895.00","3,832.00","52,498,400,000.00","52,994,033,895.00",0.00,0.00,Relatively High,"1,039.09",0.00,"37,858.23","38,897.32",88.02,Relatively High,0.00,0.00,46.69,"36,568.46",82.89,Relatively High,December 2025
24336,T15003010901,Hawaii,HI,15,Honolulu,County,003,15003,010901,15003010901,3256,"624,903,574.00",0.00,1.27,"3,446.00",73.72,1.27,"624,903,574.00","3,256.00","44,607,200,000.00","45,232,103,574.00",0.00,0.00,Relatively High,"1,539.45",0.00,"37,909.79","39,449.24",88.35,Relatively High,0.00,0.00,59.32,"46,071.68",88.33,Relatively High,December 2025
24337,T15003010903,Hawaii,HI,15,Honolulu,County,003,15003,010903,15003010903,4157,"561,742,335.00",0.00,0.32,"2,389.00",73.53,0.32,"561,742,335.00","4,157.00","56,950,900,000.00","57,512,642,335.00",0.00,0.00,Relatively High,"1,347.40",0.00,"47,433.45","48,780.85",92.47,Relatively High,0.00,0.00,49.24,"56,098.94",91.99,Relatively High,December 2025
24338,T15003010904,Hawaii,HI,15,Honolulu,County,003,15003,010904,15003010904,3803,"522,436,861.00",0.00,0.38,"1,771.00",77.00,0.38,"522,436,861.00","3,803.00","52,101,100,000.00","52,623,536,861.00",0.00,0.00,Relatively High,"1,324.41",0.00,"45,431.52","46,755.93",91.78,Relatively High,0.00,0.00,50.50,"47,977.27",89.18,Relatively High,December 2025
24339,T15003010905,Hawaii,HI,15,Honolulu,County,003,15003,010905,15003010905,2630,"482,564,582.00",0.00,0.21,"1,234.00",73.80,0.21,"482,564,582.00","2,630.00","36,031,000,000.00","36,513,564,582.00",0.00,0.00,Relatively High,"1,143.41",0.00,"30,200.31","31,343.72",82.45,Relatively High,0.00,0.00,57.21,"28,045.53",75.30,Relatively Moderate,December 2025
24340,T15003011000,Hawaii,HI,15,Honolulu,County,003,15003,011000,15003011000,3697,"1,248,635,272.00","246,613.00",9.64,"7,234.00",71.91,9.64,"1,248,635,272.00","3,697.00","50,648,900,000.00","51,897,535,272.00",0.00,0.00,Relatively High,"2,764.85",0.00,"39,547.84","42,312.69",89.87,Relatively High,0.00,0.00,71.33,"39,110.05",84.60,Relatively High,December 2025
24341,T15003011103,Hawaii,HI,15,Honolulu,County,003,15003,011103,15003011103,4212,"634,573,806.00","6,967.00",1.27,"3,485.00",67.72,1.27,"634,573,806.00","4,212.00","57,704,400,000.00","58,338,973,806.00",0.00,0.00,Relatively High,"1,411.51",0.00,"43,524.73","44,936.24",91.05,Relatively High,0.00,0.00,52.11,"35,333.55",82.01,Relatively High,December 2025
24342,T15003011104,Hawaii,HI,15,Honolulu,County,003,15003,011104,15003011104,5089,"821,584,108.00",0.00,0.78,"4,366.00",71.08,0.78,"821,584,108.00","5,089.00","69,719,300,000.00","70,540,884,108.00",0.00,0.00,Relatively High,"1,925.02",0.00,"55,954.33","57,879.35",94.66,Relatively High,0.00,0.00,54.43,"53,320.27",91.16,Relatively High,December 2025
